SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,SCOTTISH_TRANSFER,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW
2026-01-01,00:00:00,25107,29668,23625,4252,6606,0,22126,0,455,2945,-1143,-610,989,-361,-527,209,677,-352,1021,-513
2026-01-01,00:30:00,25881,30361,24341,4332,6606,0,22126,0,455,2909,-1132,-606,1005,-361,-453,243,648,-359,994,-514
2026-01-01,01:00:00,25355,30681,23805,4361,6606,0,22126,0,546,3061,-1433,-594,844,-361,-524,343,667,-754,994,-514
2026-01-01,01:30:00,24762,30225,23226,4390,6606,0,22126,0,629,2980,-1469,-589,837,-361,-531,346,650,-770,990,-514
2026-01-01,02:00:00,24111,29092,22653,4351,6606,0,22126,0,834,3089,-1236,-431,949,-361,-531,146,413,-475,990,-513
2026-01-01,02:30:00,23637,28521,22147,4312,6606,0,22126,0,787,3323,-1208,-423,953,-361,-531,139,359,-460,990,-514
2026-01-01,03:00:00,22745,27909,21334,4306,6606,0,22126,0,1002,3649,-1030,-530,726,-361,-531,82,56,-596,990,-514
2026-01-01,03:30:00,22061,27224,20657,4300,6606,0,22126,0,997,3778,-1007,-540,716,-361,-531,80,7,-613,990,-514
2026-01-01,04:00:00,21715,27508,20229,4274,6606,0,22126,0,983,4063,-1174,-617,655,-361,-531,167,-126,-887,970,-514
2026-01-01,04:30:00,21429,27288,19981,4248,6606,0,22126,0,988,4103,-1195,-624,652,-361,-531,164,-143,-903,968,-514
2026-01-01,05:00:00,21099,27198,19657,4287,6606,0,22126,0,984,4180,-1032,-687,738,-361,-531,-387,-148,-855,985,-514
2026-01-01,05:30:00,21047,27136,19640,4325,6606,0,22126,0,966,4338,-1011,-683,741,-361,-531,-412,-162,-849,986,-514
2026-01-01,06:00:00,21525,27110,20093,4310,6606,0,22126,0,967,4176,-1047,-397,786,-361,-531,-45,-337,-786,976,-514
2026-01-01,06:30:00,21786,27310,20377,4294,6606,0,22126,0,941,4349,-1050,-378,787,-361,-531,-20,-350,-780,975,-513
2026-01-01,07:00:00,22674,27214,21229,4224,6606,0,22126,0,686,4344,-484,-406,799,-421,-531,641,-241,-658,985,-513
2026-01-01,07:30:00,22862,27553,21399,4154,6606,0,22126,0,928,4378,-415,-397,799,-452,-531,676,-221,-633,986,-514
2026-01-01,08:00:00,24036,27423,22496,4073,6606,2,22126,0,951,4390,-125,-30,665,-452,-531,833,-150,-35,986,-513
2026-01-01,08:30:00,24747,28009,23154,3991,6606,233,22126,0,947,4242,-85,1,660,-452,-531,838,-133,14,986,-514
2026-01-01,09:00:00,25425,28493,23709,3975,6606,928,22126,0,952,4078,597,210,599,-452,-531,726,-19,132,989,-514
2026-01-01,09:30:00,25987,29028,24198,3958,6606,1741,22126,0,940,4142,706,232,596,-452,-531,722,-5,148,990,-513
2026-01-01,10:00:00,26752,29799,24864,4013,6606,2370,22126,0,947,4259,970,532,405,-452,-531,739,-4,489,990,-513
2026-01-01,10:30:00,26959,29994,25003,4068,6606,2978,22126,0,927,4323,1002,556,384,-452,-531,741,-12,510,990,-513
2026-01-01,11:00:00,27178,30214,25172,4099,6606,3323,22126,0,832,4486,1003,687,3,-452,-531,1005,-107,515,991,-514
2026-01-01,11:30:00,27697,30767,25570,4130,6606,3368,22126,0,869,4482,1003,703,1,-452,-531,1014,-105,525,994,-513
2026-01-01,12:00:00,28878,31595,26716,4206,6606,3161,22126,0,620,4562,1416,970,306,-452,-531,1016,65,863,992,-514
2026-01-01,12:30:00,29308,32123,27142,4282,6606,2692,22126,0,718,4521,1466,988,342,-452,-531,1016,84,883,991,-514
2026-01-01,13:00:00,29551,32281,27378,4321,6606,2320,22126,0,634,4433,1496,982,834,-452,-531,1016,54,806,991,-513
2026-01-01,13:30:00,29977,32498,27726,4360,6606,1880,22126,0,424,4369,1499,983,852,-452,-531,1016,79,802,992,-514
2026-01-01,14:00:00,30357,32488,28131,4407,6606,1430,22126,0,34,4256,1482,992,317,-452,-531,981,451,834,992,-514
2026-01-01,14:30:00,30466,32586,28309,4453,6606,1026,22126,0,23,4216,1480,992,298,-452,-531,980,527,836,991,-514
2026-01-01,15:00:00,31184,33295,28959,4454,6606,529,22126,0,14,3752,1502,992,920,-452,-531,996,901,803,991,-514
2026-01-01,15:30:00,32188,34292,29797,4455,6606,107,22126,0,8,3366,1504,992,953,-452,-531,997,977,806,991,-513
2026-01-01,16:00:00,33178,35279,30580,4415,6606,0,22126,0,5,3159,1504,992,701,-452,-531,986,1350,986,991,-513
2026-01-01,16:30:00,34312,36409,31643,4375,6606,0,22126,0,1,3363,1504,992,692,-452,-531,985,1397,998,990,-513
2026-01-01,17:00:00,35082,37181,32333,4322,6606,0,22126,0,3,3128,1504,992,1009,-452,-531,996,1397,997,991,-513
2026-01-01,17:30:00,34820,36920,32231,4269,6606,0,22126,0,3,3237,1504,992,1021,-452,-531,997,1397,998,991,-514
2026-01-01,18:00:00,34342,36442,31848,4281,6606,0,22126,0,3,3385,1504,992,1051,-452,-531,997,1397,998,991,-514
2026-01-01,18:30:00,33772,35873,31268,4293,6606,0,22126,0,4,3416,1504,991,1052,-452,-531,997,1397,996,991,-514
2026-01-01,19:00:00,33088,35200,30593,4204,6606,0,22126,0,4,3529,1427,960,1051,-452,-531,988,1397,916,991,-525
2026-01-01,19:30:00,32298,34402,29801,4114,6606,0,22126,0,7,3604,1417,951,1051,-452,-531,988,1397,907,991,-514
2026-01-01,20:00:00,31002,33107,28581,4090,6606,0,22126,0,8,3374,1272,722,1048,-452,-531,996,1397,777,991,-514
2026-01-01,20:30:00,30312,32419,27842,4065,6606,0,22126,0,11,3099,1253,699,1048,-452,-531,996,1378,762,991,-513
2026-01-01,21:00:00,29074,31181,26677,3992,6606,0,22126,0,10,3665,853,462,807,-452,-531,687,1141,518,991,-514
2026-01-01,21:30:00,28250,30351,25900,3918,6606,0,22126,0,4,3721,803,444,797,-452,-531,668,1083,498,991,-514
2026-01-01,22:00:00,26740,28849,24560,3841,6606,0,22126,0,12,3892,641,397,730,-452,-531,102,710,345,991,-514
2026-01-01,22:30:00,25441,27804,23426,3763,6606,0,22126,0,266,4132,620,390,729,-452,-531,74,635,334,991,-514
