SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,SCOTTISH_TRANSFER,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW
2021-01-01,00:00:00,28354,28969,26130,1158,6527,0,13471,0,14,0,2003,-1,0,215,203,999,0,0,0,0
2021-01-01,00:30:00,28501,29114,26281,1208,6527,0,13471,0,12,0,2004,-1,0,359,203,999,0,0,0,0
2021-01-01,01:00:00,27759,28376,25557,1202,6527,0,13471,0,16,0,2004,-1,0,362,202,999,0,0,0,0
2021-01-01,01:30:00,26912,27749,24792,1226,6527,0,13471,0,236,0,2004,-1,0,361,203,1000,0,0,0,0
2021-01-01,02:00:00,26004,27178,23933,1193,6527,0,13471,0,573,0,2004,-1,0,304,203,1000,0,0,0,0
2021-01-01,02:30:00,25361,26798,23284,1183,6527,0,13471,0,836,0,2003,-1,0,319,202,999,0,0,0,0
2021-01-01,03:00:00,24739,26442,22666,1208,6527,0,13471,0,1102,0,1812,-1,0,235,202,906,0,0,0,0
2021-01-01,03:30:00,24189,25901,22162,1245,6527,0,13471,0,1111,0,1805,-1,0,220,203,903,0,0,0,0
2021-01-01,04:00:00,23770,25539,21797,1252,6527,0,13471,0,1168,0,1806,-1,0,185,203,903,0,0,0,0
2021-01-01,04:30:00,23433,25196,21512,1275,6527,0,13471,0,1162,0,1806,-1,0,152,202,903,0,0,0,0
2021-01-01,05:00:00,23418,25161,21527,1309,6527,0,13471,0,1142,0,1805,-1,0,169,203,903,0,0,0,0
2021-01-01,05:30:00,23371,25048,21483,1363,6527,0,13471,0,1076,0,1806,-1,0,192,203,903,0,0,0,0
2021-01-01,06:00:00,24055,25601,22125,1387,6527,0,13471,0,945,0,1901,-1,0,172,203,950,0,0,0,0
2021-01-01,06:30:00,24462,25964,22485,1429,6527,0,13471,0,901,0,1905,-1,0,167,202,952,0,0,0,0
2021-01-01,07:00:00,25048,25728,23054,1445,6527,0,13471,0,79,0,1905,-1,0,37,203,952,0,0,0,0
2021-01-01,07:30:00,25259,25876,23237,1484,6527,0,13471,0,16,0,1904,-1,0,50,202,952,0,0,0,0
2021-01-01,08:00:00,25852,26469,23791,1442,6527,0,13471,0,16,0,2002,-1,0,152,203,814,0,0,0,0
2021-01-01,08:30:00,26729,27345,24643,1415,6527,40,13471,0,15,0,2004,-1,0,158,147,809,0,0,0,0
2021-01-01,09:00:00,28128,28739,25916,1410,6527,202,13471,0,10,0,2004,-1,0,301,118,993,0,0,0,0
2021-01-01,09:30:00,29488,30098,27137,1421,6527,356,13471,0,9,0,2004,-1,0,364,28,1000,0,0,0,0
2021-01-01,10:00:00,30730,31340,28257,1404,6527,533,13471,0,9,0,2004,-1,0,401,81,999,0,0,0,0
2021-01-01,10:30:00,31720,32331,29088,1417,6527,741,13471,0,10,0,2004,-1,0,401,61,999,0,0,0,0
2021-01-01,11:00:00,32729,33339,29983,1449,6527,964,13471,0,9,0,2004,-1,0,401,133,971,0,0,0,0
2021-01-01,11:30:00,33388,33998,30545,1508,6527,1092,13471,0,9,0,2004,-1,0,401,194,969,0,0,0,0
2021-01-01,12:00:00,34221,34831,31311,1506,6527,1122,13471,0,9,0,2004,-1,0,401,217,998,0,0,0,0
