,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53
GAS,0.12728313595307855,0.17872111715953853,0.08918035387746717,-0.2414733774230718,0.08137030101731527,0.23666707117689664,-0.09226586061699055,-0.10076612599633386,-0.04344621103321834,-0.0664950676337681,0.011157912881264116,-0.0015549443789961172,-0.06642885112228544,0.22433724506329702,0.1026097015103316,-0.013257688159002367,-0.001812035172804358,0.08680536071958771,-0.02326234198532966,-0.03549159208610724,0.04425261769909175,-0.009435867161046023,-0.0650297052725017,0.017903473543370848,-0.03387624531407514,-0.0968222702331118,-0.21758552124129404,-0.0272579113332596,-0.014357981451828991,-0.20235034031868784,-0.23447460141347123,-0.289373320026575,-0.10858085412689279,0.2807772112328463,-0.20899542860595505,0.07980338862986303,-0.026857454431765043,-0.01381145067300249,0.039636300196087874,0.2288511721109706,0.030257380101890927,0.0007383569158867331,-0.00850085571345289,0.049458151044466665,9.702099420040033e-05,-0.0002477008567510565,4.2073168780332614e-05,-6.854152493730236e-05,-0.2534283062093455,0.15388508840081588,-0.00525540553745326,-0.4371565300863694,-1.6817208216238279e-12
COAL,0.18363597204559928,0.08009277528639829,-0.06564307824317306,0.11703320505864527,-0.03559047739086503,-0.26375940773050705,0.024988158518343632,-0.03274850094304288,0.052675456788372564,0.07257823449745684,-0.06001912060407059,0.05034147569639384,0.06676220439589088,-0.17402780708181426,-0.10800333349135782,0.032798395508961645,0.051806568372233415,-0.09664861177968948,-0.013650773420720803,0.012271714009361091,-0.043790086958338366,-0.016797598805989414,-0.025255083014538816,0.16784473394883084,-0.12542442510642696,-0.004019265814243356,-0.14230236378959651,-0.013476956883111717,0.08599725746915889,-0.12088776371182976,0.14939463455998497,0.2634147583518423,0.25633747924729633,-0.1330644474681718,0.06448798777346197,-0.24495674683921026,-0.11524203615397612,-0.011275969668366314,-0.13921366964317267,-0.20602362991788725,-0.048793279888042294,-0.014929533044549104,0.02105810229270823,0.05441621668028183,0.0005306429630436122,2.4741234629168442e-05,-3.9673533563679666e-05,5.405911953219499e-05,-0.2979044676445697,0.18089186042454836,-0.00617720061310108,-0.5138768954258021,-1.9768521214063744e-12
NUCLEAR,0.15111289320626087,-0.05772929782560081,-0.13062256220087734,0.20090123929267636,0.10416008646295062,0.02685296511972298,0.11437592476380848,0.018789448489554186,-0.10656140369285515,-0.09843294483612902,0.03514787707933223,-0.0005422457297438536,-0.38838982043891357,0.12987772194266695,-0.1226575609152653,-0.3503507286465732,0.14606046928198183,0.00979637753498384,0.08413610326299294,0.0527216806619131,0.12343493699949003,0.033479499508333774,0.003058176435564195,0.1829391014934468,0.061238260925779574,0.09102226699015617,-0.3304420023235904,-0.05255026829313766,0.11750694936111544,0.3282395797926515,-0.08470468587755768,0.10002438182715845,0.05487927874760126,-0.03883349690067684,0.07367815456716603,0.2616649080845194,0.16467551491811308,0.014114486258932843,0.06899698833928648,-0.014218484524422634,-0.06705446934765591,-0.006533640902405644,0.011214027216393453,-0.20154575348740783,-0.0010209241715323939,0.00024206099109248594,-6.962265756755781e-05,3.0228275021699556e-06,-0.17642019368639567,-0.09833736112491256,0.15166257464583616,0.00024040268773079727,-2.638831020142117e-14
WIND,-0.19019532543447543,0.12891437781550982,-0.17262253992099258,0.006145616039642729,-0.04763048499771877,-0.07161761677765392,-0.016753416820989533,-0.07419716817959522,-0.06844853700553909,-0.040767323550154,0.02960145830002371,-0.010104620377794263,0.024368003605742667,0.005319940180075823,0.030439258367245772,0.0570446492907977,-0.04530876734832819,0.05699759902939775,-0.06981577607817892,-0.012369934289791265,0.04716747752780266,0.01146560027874584,-0.11431794771358923,-0.2688876742731423,0.1761609281274322,0.13304359030531795,0.03796273283853046,0.06180696481233478,0.01889114139987144,-0.08050271599518873,0.09603918446371826,0.12927861200131288,0.02148693125948071,0.05198333303345035,-0.07433414821133001,-0.08207253676075467,-0.050083621821028816,0.035844098132117856,-0.10352347871941955,0.14460607620873947,0.24430582956379496,0.02973775219931076,-0.04610710711227446,-0.38317276394046956,-0.005931292015653792,0.0018125633412371604,0.00012168234449595077,0.0001134263999076967,-0.4456495773492396,-0.4615394302015597,-0.1876473319881685,-0.00010344586739289758,-7.660990999676839e-14
WIND_EMB,-0.18955598596804865,0.11599929673275329,-0.17704975044069146,0.032588995622776805,0.03298474121359057,-0.015673110782138327,-0.04773072974388188,-0.07491812201055068,-0.07847318435897163,-0.004978398893184285,-0.008044846463194116,-0.0064790666938229335,0.055134373592990234,0.10248676876949923,0.07538098327854537,0.035267630515831344,-0.04464888370738591,0.04196190688064622,-0.011702864912846118,-0.01511094737976748,-0.039810732535378875,0.026966169708136454,0.3073551382511735,0.25325687663303403,0.03937446651100893,0.10686448404873095,0.009783887747038103,-0.13348706245957215,-0.43359064999812497,0.04911313379725843,0.17024271381299053,0.12973602233224998,-0.08005275041582328,0.09404552409496653,-0.14785678016755285,0.010587095666990946,-0.057607624711060984,0.09886345482665944,-0.021284242292916512,0.11219575188192354,-0.5762518296782522,-0.0529590797581754,0.09760833982706642,0.10924497833688573,0.00477128848410699,-0.0018298528839876152,-2.5205069526108005e-05,-9.379415274380405e-05,-0.11614543363437553,-0.12029145457237167,-0.04890668155607235,-2.7126058846222153e-05,-1.9984327246100278e-14
HYDRO,0.0008175718788927993,0.2512826348826402,-0.06282259132749551,0.13812358740607822,-0.14891764109918554,0.16205168308945608,0.15887935932295894,0.127788816226033,0.4862076704275161,-0.09149367514848804,-0.07340144392559228,0.05078723275389057,-0.0027559803892920013,0.0877314734465473,0.06944706350783368,-0.05052807598248268,-0.009350504955309966,0.007096083966993376,0.025312681657450566,-0.01761347976400477,-0.0044752686718388035,0.02373692374653629,-0.023606021288961842,0.027042830114647164,0.03628792553100918,0.017637481289867942,0.017191174186414134,-0.0617347196627788,-0.04104054819764833,-0.23062602622925008,0.35709826801005323,-0.2523721991183355,0.17881309790712338,-0.13053859765629902,0.2001179202729282,0.40510418027817907,-0.15121388237655328,-0.14335189660057124,0.03596547462265113,0.029078657139424587,-0.012653161392211378,-0.0016564558512137091,0.004716186721364437,-0.02319952792364821,0.0015798711341224025,-0.0008365092706609391,0.00010088920439497935,-2.8792914613146268e-05,-0.028081684869905803,-0.02908304431922367,-0.011824308350868068,-6.52816869681585e-06,-4.8319660823317595e-15
IMPORTS,-0.13623026869228083,0.0307319880607158,0.2772251798705999,0.1872833403433013,-0.13091218635646207,0.02884870447872129,0.07197499473782853,-0.10468234985900765,-0.07706638338205113,0.05756918200583611,-0.04859743161751857,0.015448408144463101,0.07630943122909656,-0.03456080587421907,0.09470048443070797,-0.07055800501072847,0.04091184161529479,0.11337843024353476,-0.08623716102232619,-0.013700236053536362,0.011660521543471905,-0.002593872251788722,-0.12053606614499743,0.16817792157545142,0.4383113912949606,-0.08188760178311909,-0.06813722618434777,-0.0055653193872189895,-0.13000637612962357,0.117600528641675,-0.13888110796763492,-0.2597034451431984,0.0203770998584686,-0.4008843503411897,0.22303643422663574,-0.31377515568287717,-0.04240574395669956,0.08948656353370338,0.14238202031380479,0.21259981932082536,-0.030427186923778295,-0.00019576775622433655,-0.030441443332777787,0.02334011991019127,0.0004181192569529236,-9.874342275360979e-05,0.00019629004044439255,8.962906021540754e-06,-0.14465283138911686,0.08739868345783104,-0.002948698024766837,0.0009206909279070194,6.6994831327105166e-15
BIOMASS,-0.1552561455478501,0.08246441498081565,0.11981149093601426,-0.2465307389589131,-0.08347832949113412,0.0985051454494335,0.11147685926278904,-0.07327287653008341,0.025426629175987085,-0.09898390464078172,-0.004918029810702929,0.0719576255605268,-0.09021701581271933,-0.23969979975773248,-0.08801606051402971,-0.03232970216013848,0.31620244486637855,-0.15918447922093815,0.028413592746478932,0.026473638131533486,-0.08308933668081751,-0.007177774569887683,0.28470290518347297,-0.1604276652563881,0.1033807163140036,-0.04364874679133202,0.03027237959766208,-0.023597915929515365,-0.17079258426915023,-0.11780890853845394,-0.3025772736974841,-0.1706147501706377,0.009590821965540322,-0.04242285656746762,0.056800055402976696,0.07150432442250605,-0.012099500168620488,0.09512660151621068,-0.17192429725063121,-0.48635277059782805,-0.09803275164917898,-0.01506738548985857,0.020668740347428452,-0.14937342226260325,-0.0006387128559062913,0.0005332291514012394,-0.0002823575134093748,9.861310564879588e-05,-0.1268896414720004,-0.07072925149382543,0.10908368073223815,0.0001728511348574309,-1.8973360141484237e-14
OTHER,0.00404430042639269,-0.0018526001649985416,-0.01408640299120113,0.35388052513628787,0.10387691622362073,0.2976230273358988,-0.37106150902055035,-0.15206898650342518,0.06020499735756873,-0.06799355790032088,0.041119820270272646,-0.024008765628651917,0.04229241150442081,-0.04287422614007091,-0.14448011054735946,0.06494211242684227,0.0029880424473627825,-0.16447757991753326,-0.04875347478422751,0.11150228296990107,-0.07192766613575267,-0.040115581294740355,0.06236513409588847,-0.11797082316853774,0.025966344956027287,-0.04234265120025025,-0.15437284126835843,-0.03446582098242326,0.1173077631267353,0.2714558433493741,0.3473294737851352,-0.3097963938228116,-0.2357978712622471,0.05065979452791875,-0.12383712938691788,-0.15551027807923284,-0.08591176026123853,0.05257149567138546,-0.14849424479674314,-0.20502933397569909,0.04132668434223954,0.005847214848855716,0.010057275403676487,0.00677693014480939,-0.0003065314158617152,0.0006675199598675959,5.6511981676421625e-05,6.0339488878085054e-05,-0.04930247399803643,0.029788459981224622,-0.0010047297604449472,0.0003137554470658137,2.2823488493129415e-15
SOLAR,-0.08543929500252419,0.03588504327414518,0.18812063618179695,0.028545781617062404,0.45292155745482926,-0.08765534681992054,0.028124489327652845,0.0692737123537363,0.13273998966354048,0.04584289483327153,-0.08221451390156022,0.032986059133619454,-0.0041492093272768055,0.02046718664935083,0.028010309929995265,-0.03574080008189109,0.07897624503516025,0.0005263413926456527,-0.004535022564802183,0.018966045250581834,-0.003011505326443534,0.007374058671680105,-0.02409721358962304,-0.015899863618096137,-0.012756992176291258,-0.04139115455297541,0.14639847279803953,-0.25327768312010773,0.027247712029828022,0.033971215648824715,-0.019806360505087318,0.005975878414186024,-0.07792661627841127,0.031335469847651225,-0.040181390763930645,-0.11820654899911505,0.06598641437025052,-0.42475037021373,0.4369197193828645,-0.2416814163248221,0.006788364618816877,-0.006235100569552607,-0.013907410175407819,0.19822490876164808,0.0020240033465226534,-0.0006532790966746766,-7.733719455174892e-05,-1.1124004673942608e-05,-0.22424306246515613,-0.23224646335756877,-0.09442315877880543,-5.217396651102064e-05,-3.858234163350116e-14
STORAGE,0.07390557338596672,0.25298457416224956,0.01843357604413992,0.08789509677242588,-0.03806725595021756,0.15986615343786756,0.006707865571171442,0.38900675354748115,-0.19367405869474488,0.2592632724771844,0.023282686777104943,-0.1857512776960362,-0.08792553517942098,-0.047568314878550066,-0.03185672079837447,0.20685924657434818,0.1521149057277333,0.004786964506287508,-0.02097065579113107,-0.012711289886824831,-0.002308107184001993,0.0014855125413927588,-0.00941715110802663,0.051033564314133056,-0.04788033251642334,-0.04984490916424628,0.04928883656649802,-0.03547196890869536,0.001613559260874607,-0.1882044796606786,0.18286117253301268,-0.10460357664950921,0.041068288488153464,-0.032072785394861233,-0.038139218884432405,-0.07997854124397477,0.5992410022847815,0.22989449091989267,0.0787766717630271,-0.039917878404811376,-0.019637726075995194,-0.005193200405306075,-0.005245115857345228,-0.03501000958496575,0.000674998590652157,-0.00019502956336235895,8.2092818050428e-06,3.4132925575733425e-05,-0.04118629046090124,-0.04265532489341348,-0.017342009471540687,-9.545284790059048e-06,-7.08030715855564e-15
GENERATION,0.09222330748350085,0.33672984769085806,-0.0032097700867873245,0.023711546228512844,0.11273629837215793,-0.055893231063482915,-0.022313172607170875,-0.16111368198469228,-0.023458562160230057,-0.01415476285424124,-0.05644392320812112,0.05249983530329619,-0.051192758569752396,0.017898173282464482,-0.012397138169643376,-0.037825622697836084,0.13449604887258013,0.007986319024086452,-0.07373190428273825,0.0001015007497377411,0.02393706815245658,-0.0074856930868868405,-0.07898435386065986,0.10120813114002669,0.09319765709475288,-0.014894124381802138,-0.3290184291896403,-0.11105288676642028,-0.0006342467415789775,-0.20864620471176876,-0.023550159046783904,-0.0009527570031523455,0.13550766137453618,0.03295335833679978,-0.10229095832715546,-0.2478288429122381,-0.10189413601055843,-0.053274893400905944,-0.020422205852733757,-0.0270966256692938,-0.0030686488461283885,-0.009713955355895847,-0.003420421576913004,-0.1136533055142811,-0.0016069876454794562,0.00053178525848554,4.548967744674858e-05,3.546863655001574e-05,0.5996486783082429,-0.3623046090064351,0.012223518212349337,-0.0038165920198494304,-2.7766111151273404e-14
CARBON_INTENSITY,0.2172723546226065,0.024691983129595387,-0.020765131545470782,0.054817279656577254,-0.03282602587611185,-0.14495635658302933,0.0028033716732082585,-0.04682373046604992,0.058561487925115646,0.029954658454083075,-0.03201716542203504,0.03808232070830941,0.07078567824597805,-0.11235964255925335,-0.006911984001922545,0.07432774242782042,0.04552680392482186,-0.0258899452735884,0.02109860319194389,0.0062994748068492335,-0.02789096150338798,0.009509019638567763,0.1167967399485853,-0.017237015560476902,0.08791539206207219,0.2207420938000099,0.015370151585048146,-0.006251175253556645,-0.036500800752415866,0.024230208295514033,-0.06296357544907263,-0.10446008354703555,-0.06175876925808583,0.08307225386361211,0.009253760936227698,0.02639124187968839,0.024126033699398634,0.06359454611410019,0.17867955586833348,0.07836256303194422,0.19867177989353457,-0.03656272144411839,0.8409758931315068,-0.02523522608432906,-0.003045231805789094,-0.0006318068108787004,-3.750197999772651e-05,-5.0018651134161164e-05,-9.122556191022481e-07,-1.7743762101143998e-06,4.570310905158762e-07,-8.011476266298e-08,-1.470212032133198e-18
LOW_CARBON,-0.18998561539899453,0.158574681761823,-0.10521786684086219,0.04032781328909095,0.14136930843525944,-0.04092373520079441,0.05324091403129162,-0.020699035042719964,-0.03246251949670113,-0.049813631606312005,-0.002763254018466305,0.008169508103830884,-0.11083527166184384,0.019411594469853265,-0.0060329663578849654,-0.06153135473246619,0.10566222484546899,0.020091271744124724,-0.024804965596608216,0.014215158132567294,0.04388950522986032,0.025633359145140693,0.024738529417912197,-0.1297746393192629,0.16929949870114752,0.11708414719267835,-0.0020407216583942034,-0.09878922472701318,-0.062072105383381794,0.010369353692014182,0.03634669351908871,0.09608478332985991,0.0007408649713752628,0.03910642146741522,-0.057358569726690053,0.0027112189627081355,0.05546438425432766,-0.07826382985186575,0.07205220738459907,-0.06884043424988126,0.02942764548029332,0.0038803580312201454,-0.012778102987777538,-0.27937914348253584,-0.002981198760302517,0.0008607421710507324,-4.98323463449696e-07,4.798491704355288e-05,0.16196335506816517,0.6082675461440232,-0.5316801650731953,0.0020099615092687042,1.1166325284024611e-13
ZERO_CARBON,-0.16913168382646415,0.16995147246593006,-0.1920879475467447,0.033015989984805996,-0.0426590272315285,-0.008879199118480136,0.0695425645906942,-0.0435762484956788,-0.09001503473984752,-0.08937298404728744,0.038864905990670766,-0.002697784060488943,-0.16708541761094403,-0.01143999848747433,-0.04118559730784856,-0.07495144175414598,0.11781101567816854,0.015820864218598896,-0.02825271111274569,0.014360454755514035,0.07230224281198414,0.023692064258680933,-0.03415537233261518,-0.23805173760521034,0.23042590262157744,0.15384767042660108,-0.07797269810818418,0.02724663920669141,0.013431076734523045,-0.01603196187668337,0.01616731327271565,0.09295595158508994,0.06142144126442701,0.01977682063654012,-0.006510675451475061,0.052083824139598806,0.04837915063018097,0.09707497614947469,-0.10129208069913234,-0.009517868837343714,0.20490766478723585,0.0137391437315242,-0.006376908068968916,0.7745579400356285,0.006394228222061451,-0.0016496067696001979,-0.00010899846327926898,-0.00011625564288649877,1.3638645213450695e-05,-3.281265672758172e-06,5.66329506286334e-07,-1.0696851951051024e-07,-6.354295104380605e-17
RENEWABLE,-0.1969971337905335,0.15463316884407832,-0.09028535544973389,0.032746006933088385,0.12573429077781342,-0.06775279137769215,-0.0031508760728606137,-0.010618221543407575,-0.0066936359288680925,-0.0005725872512304081,-0.011674263137764943,-0.006545886529219158,0.02025637091498447,0.03105403702101302,0.04688050255651527,0.045861019847550005,-0.002669381747304485,0.04936421691233533,-0.05393885586599402,-0.006465767927864089,0.024851240945094284,0.01703192988688026,-0.03479340008261379,-0.14608957719882637,0.12708626734441786,0.0975821224387954,0.0856113245549777,-0.07688141634105373,-0.059190845094244944,-0.05897096226017381,0.12135505502684354,0.100408743397409,-0.016809182808037473,0.05792720082811751,-0.08860215796849084,-0.08621119456174615,0.00997418794635955,-0.0999654942759941,0.08597899550428885,0.03599579038971969,0.0678223095265103,0.008723903758119156,-0.019900422369117356,-0.18552838197673469,-0.0025063228423436125,0.0006615869892367696,7.035748931614216e-05,1.746870339843792e-05,0.002129061915597296,0.29948060108378144,0.7969822631929319,0.0009919597433790982,1.424445782469413e-14
FOSSIL,0.20460988708153105,0.1627055387873356,0.007165433286422211,-0.06195352591328437,0.02357297074743258,-0.04375570061376878,-0.03750109877942453,-0.0830383776339646,0.011015425892350415,0.011222226086341339,-0.03541543094140121,0.03435820714470034,0.007185147062546526,0.011787012602238585,-0.01451814696525086,0.015083835973556538,0.03523181201913691,-0.01598310711737789,-0.023438857615594933,-0.012561258862111476,-0.0043066331582264986,-0.017400128771650376,-0.05647737308699938,0.12832117968036755,-0.10811206084347336,-0.060549889410988135,-0.22948327110655575,-0.02569946191515166,0.05171586989923081,-0.20538892639235806,-0.03509761354328781,0.012086561676043247,0.1149282022222606,0.07415288816021014,-0.07941787900977289,-0.12411034210623857,-0.09678991176769083,-0.016139019886822877,-0.07394360611511551,-0.007948008536003213,-0.01615871155887212,-0.010024168880499222,0.009691376088662246,0.06763225670786856,0.00042867350980283625,-0.00012576322350097324,-1.0575006189495904e-06,9.840911587646545e-06,-0.3546384499784738,0.212987558834963,-0.007079194548732586,0.7381084378775148,2.856477531220032e-12
GAS_perc,0.10820857556378917,0.03055206037946926,0.11719440984398768,-0.3104591469661651,0.04576999937959484,0.3199404946596226,-0.09598523187286932,-0.04111993371732792,-0.040367256650645285,-0.0725803223436643,0.04156860963101821,-0.02900739052146971,-0.03914293624773558,0.2627808378659863,0.17665474557904087,0.0013253345557537588,-0.08293923173345119,0.11921871306619464,0.02106046564685633,-0.033932049024258136,0.05390442175907046,0.010270724533733393,0.06576621757187368,-0.081333135410547,0.0319214166745205,0.006972704507413416,-0.0024541240920888927,0.005613293247956605,0.005244831789878285,0.10167843240527591,0.19365779823083004,0.2495576796083643,0.15480064293959503,-0.16443815358613734,0.1653014888394289,-0.1344804030781116,-0.03680191669171728,0.08632395212908185,0.05133913109407242,-0.19625259883651267,0.04011580064604193,-0.013506089386811563,0.15627096357783546,-0.009921477555961662,0.2150285334513424,0.2779001910651242,0.16354720344986237,-0.42406369647459086,-1.567936868586047e-05,-9.733928458610863e-06,-4.189870812156655e-06,3.0952172387991884e-06,-1.8428169249810472e-17
COAL_perc,0.1835848520274901,0.02070543346912662,-0.07019705198883339,0.1422749603127351,-0.046372750979298695,-0.276273823628986,0.03650539764440935,-0.012336477332173211,0.07071687996224439,0.05517044895401296,-0.04896406278148463,0.04184071907629458,0.0898885969556288,-0.18059249357698123,-0.06255007474255074,0.06206495736064673,0.06369941873574406,-0.06466620062304783,-0.0029587834258700137,0.020639812882463793,-0.03458677389098268,0.010050489172058271,0.0930893870075677,0.006575904431821967,0.0606739980465244,0.2259861237002828,0.00638824830807407,-0.01137479466844298,-0.021867900939961812,0.006834046162631484,-0.10942599497664598,-0.19576913250249556,-0.11341566981538972,0.1269301087944813,-0.09050417363980894,0.09718619997240854,0.011144579856667279,0.0631845636742398,0.12033061360814205,0.09709804269039005,0.002472558415314165,0.020341473426493003,-0.3377182336496079,0.0050417903972413925,0.26229952968543757,0.33721052182986727,0.19846031976862874,-0.5144188514700463,-1.8715002363840233e-05,-1.0765985439448315e-05,-5.795908323892418e-06,3.7293408183954734e-06,-2.855607035095207e-17
NUCLEAR_perc,0.06209224883860741,-0.29315971557717857,-0.1155068548129942,0.1554093279377072,0.0008788821552111097,0.07323018991104789,0.10773390249314294,0.11110696606708224,-0.08529550368571455,-0.07530260941539187,0.06881909326751842,-0.032889936067491,-0.32281315300542746,0.115802125781065,-0.08996923106197623,-0.2583457499741728,0.08111980090202735,-9.498794714440285e-06,0.11586152476776819,0.05957433927349792,0.09790240035871241,0.03370265869563201,0.04557318202208282,0.07016970891120654,-0.04012869225092141,0.032314797263323314,0.30480723716960567,0.06619625390480964,-0.12941404673176032,-0.3621185982092535,0.07158263263548413,-0.17346642786832306,-0.03977502353553216,-0.002788483846935151,-0.10673444711418408,-0.3554502183671077,-0.15709175352692034,-0.10698003452598238,-0.10765164268697841,0.04179661082975591,0.04405324610502401,0.0006802851162548383,0.07681929567969975,-0.00477720441779443,0.26729760728753393,0.12338040164741054,-0.15665421414481123,-0.001023207972385139,1.5149373760142765e-06,1.291044235157842e-07,2.3039939119569134e-06,-2.9211159484670944e-09,2.6204351388714395e-18
WIND_perc,-0.1981174414777632,0.059031793056714826,-0.18048307004948724,-0.0061056815910161735,-0.07923008307730468,-0.07710226466163336,-0.01657442299372703,-0.013615145255364086,-0.054632505406707846,-0.02031960881801597,0.04348022311778695,-0.02243817241292492,0.040614339474695296,-0.01748351587991085,-0.025397332385512787,0.06544420880939018,-0.10615267538182292,0.012371907051555223,-0.06159834549135162,-0.03247805798162229,0.021881227603399906,-0.0125021109400797,-0.2517642536477539,-0.168062788585981,-0.1401902537412053,-0.061673383659331185,-0.16345583684620368,0.13622072606647023,0.09625116752487388,0.03841998838529776,-0.1086090554810694,-0.14690977935390287,0.01795835744598306,-0.08308343707239982,0.0526435938839962,0.014133279897119868,0.10423204996658401,-0.1877382833376669,0.03707086284926382,-0.07980443113869316,-0.2993133353028804,-0.034414172651121976,0.1661464112758863,-0.004852450874563918,0.659593431055576,-0.24061416064763397,0.050014497655095726,0.0002914663682502827,8.035667787429563e-06,-1.1971045187015538e-05,3.279973686237002e-06,1.1282477760790455e-06,1.101651801642987e-17
WIND_EMB_perc,-0.19847983075204687,0.046317051128543736,-0.1869326268978426,0.02073071846273521,-0.0011128635891363883,-0.01846061176952343,-0.04744198520317552,-0.019214257524359846,-0.06503190179268432,0.016217712140708652,0.002731107581948957,-0.018077206796220997,0.06736138763205224,0.07827742235614929,0.022580812485579423,0.04408862917933388,-0.097872816749253,-0.003259471657809882,-0.0010090830909208284,-0.03127657228063991,-0.06328939381211154,0.004065679753160874,0.17672396422132397,0.3503135984148317,-0.264284951711514,-0.08705871327097017,-0.14459591574706285,-0.06722695435488413,-0.4089066145266672,0.0914257463320666,-0.07587012807507842,-0.05832126188654181,0.0006687299739240602,-0.10464178548727981,0.05893034797293016,0.04484782113308705,0.05926333404591405,-0.07339035745293651,-0.014516473548668975,-0.1086865121582775,0.6082108493829532,0.059511402366020205,-0.06430507334242246,-0.00615943469370131,0.16523753514056966,-0.060019903132426,0.012906383161416585,0.0001731486607901088,1.6299475405171953e-06,-3.2288405433227345e-06,1.2963236149659804e-06,3.87600256690462e-07,2.969317267297493e-18
HYDRO_perc,-0.03334453649986346,0.157272136198124,-0.07341565040557828,0.13753149283363492,-0.19756762575304132,0.18286447618784393,0.18654054671806014,0.18941361321160016,0.5706533645076174,-0.09073592272003622,-0.0724285266972637,0.038491702743676214,0.012395457378663854,0.09575136548174737,0.06978413151045532,-0.0547266484677729,-0.07772350883294266,-0.004810417663760668,0.07336492076057496,-0.01129817933483333,-0.029804992088736264,0.009432047255459014,-0.0004544412551172053,0.01331620398105187,-0.036989056603794715,-0.02473734416896457,-0.014133710756731083,0.07096632460977566,0.01502357881268649,0.19005369021756777,-0.30998765176965437,0.23712066408961716,-0.16085964782734902,0.11911597214460716,-0.18295827357563602,-0.3618914681134152,0.13431167662721008,0.12167103985426056,-0.032484482738450594,-0.022768151968070433,0.006485300067024388,-0.0011248559354826296,0.001475118323723768,-0.0012054962550013695,0.03425474906910803,-0.01229583671149962,0.0026483231590138474,4.711551729525383e-05,3.5793945361947597e-07,-6.962770796271025e-07,2.408527853560077e-07,5.8583776561399374e-08,4.582807848091404e-18
IMPORTS_perc,-0.1398574281731359,-0.06323391206950205,0.2650163425417941,0.15751213984016726,-0.17517263524703133,0.026225078888073936,0.06348362381027063,-0.05771995358950755,-0.07418815018668433,0.08117386111897995,-0.042150384846896566,0.010010447951300388,0.07564041917006742,-0.052493600643835604,0.012506104012613714,-0.0749318056535931,-0.016079296942173377,0.06920711427252843,-0.056094333509841464,-0.01955199621716711,-0.023224054704769903,-0.03309504656270036,-0.17479267096552495,0.30288137504741997,0.3196950712552527,-0.27210982816937945,0.0173997170239049,0.05816202528916795,0.06092506281407263,-0.12176186862005957,0.1037334349922418,0.2403974822566099,-0.1457569380841528,0.26390273824968086,-0.21425755478520916,0.26797298855832913,0.06537284123072916,-0.1245570415838315,-0.16164713245524684,-0.20167185969390924,0.07784111719208071,0.0036234238947514996,0.1390987000825075,0.00021616411780858662,0.1854163388777608,0.21898572745497605,0.10468573210929728,0.03179107487029976,-1.4887336768070094e-06,-1.419306601230355e-07,2.6662990893231937e-06,-1.036924953534972e-06,-8.236110442528746e-18
BIOMASS_perc,-0.15719781362153096,0.02327876531337698,0.11936705302971164,-0.2508935887346654,-0.12025077120901273,0.09106550957326184,0.11462626509327399,-0.02760785677650424,0.026454831188763878,-0.07355528644728858,0.00121326858287741,0.06758214249752292,-0.07133154693749474,-0.2872586489471399,-0.1457016997958823,-0.040525300108257216,0.2540443942147575,-0.21203791740886113,0.060701573644351796,0.009591451925965295,-0.10818160400496774,-0.029259212356091018,0.24495859628152744,-0.02361458482400909,-0.10027285645869831,-0.2438001890185693,-0.13495991094867474,-0.005323364741581422,0.1022921140227462,0.13693747647280788,0.2756619021598158,0.13604297843530577,0.006268592459167617,0.01774237027233748,-0.05434395470708798,-0.08450381358159206,0.034240608881060376,-0.1588638960350505,0.1429306613678618,0.48712672487942854,0.06626685207881153,0.013365745819598259,0.01421851340086494,0.000859840096934158,0.16549833119471075,0.07603622662226654,-0.09679980708592702,-0.0007212336139437599,6.345635279792776e-07,1.0456156972577189e-07,1.0033521811840745e-06,4.8590826316746295e-08,-4.642033024570781e-18
OTHER_perc,-0.004657346994305399,-0.06181556341412565,-0.020515938889780923,0.3512500902702269,0.0845138176620063,0.2974431742011833,-0.3663429999302041,-0.13970159916351596,0.057741729118304365,-0.042366292647736205,0.034379304558554716,-0.0289208869104768,0.031499314081885894,-0.038320220405006857,-0.1524169852476127,0.06703114176238113,-0.0012643338764095253,-0.17369632708686356,-0.050598906228664385,0.14293551433239343,-0.09249744636796219,-0.052126257372463444,0.060144386325387614,-0.09947562363331722,0.013539185863322417,-0.07961746329607677,0.08701229808247611,0.024818590731974434,-0.10536888728488968,-0.28185358705289526,-0.3453480725409837,0.3137529019304564,0.26256890529298754,-0.07834197108083234,0.08193661244358273,0.15063249023132178,0.06539972531655379,-0.01975266671559743,0.17583605108565092,0.1860776227698709,-0.030298761655019744,-0.0062125381680936806,0.0030449256087345263,0.0001927180587694743,0.05830491827373682,0.06753532012443121,0.03260457687068133,0.009852234116061937,-7.948634880261347e-07,-2.0224863586752703e-08,4.829122865431428e-07,-2.6688458502925067e-07,-1.0061858326860288e-18
