Power Units_Bus Number,MW_15810,MVAr_15810,MW_15811,MVAr_15811,MW_15812,MVAr_15812,MW_15813,MVAr_15813,MW_15814,MVAr_15814,MW_15815,MVAr_15815,MW_15821,MVAr_15821,MW_15822,MVAr_15822,MW_15823,MVAr_15823,MW_15825,MVAr_15825,MW_15840,MVAr_15840,MW_15841,MVAr_15841,MW_158308,MVAr_158308,MW_158311,MVAr_158311,MW_158800,MVAr_158800
2024-01-03 01:00:00,2.09,-0.44,3.23,-0.60,6.65,-0.86,3.23,-0.60,2.09,-0.44,3.32,-0.43,3.08,0.12,1.06,0.03,1.06,0.03,3.08,0.12,1.98,-0.34,5.17,1.51,19.46,-7.17,19.46,-7.17,3.85,0.00
2024-01-03 01:30:00,2.08,-0.46,3.54,-0.58,6.79,-0.86,3.54,-0.58,2.08,-0.46,3.40,-0.43,3.20,0.23,1.10,0.03,1.10,0.03,3.20,0.23,1.96,-0.33,5.27,1.54,19.30,-7.30,19.30,-7.30,3.85,0.00
2024-01-03 02:00:00,2.02,-0.47,3.48,-0.56,6.66,-0.84,3.48,-0.56,2.02,-0.47,3.33,-0.42,3.20,0.00,1.08,0.04,1.08,0.04,3.20,0.00,1.92,-0.33,5.01,1.46,18.13,-7.67,18.13,-7.67,3.45,0.00
2024-01-03 02:30:00,1.96,-0.47,3.36,-0.58,6.41,-0.81,3.36,-0.58,1.96,-0.47,3.20,-0.40,2.73,0.00,1.05,0.04,1.05,0.04,2.73,0.00,1.88,-0.33,4.94,1.44,17.66,-7.53,17.66,-7.53,3.38,0.00
2024-01-03 03:00:00,1.90,-0.47,3.25,-0.57,6.21,-0.81,3.25,-0.57,1.90,-0.47,3.10,-0.40,2.64,0.24,1.02,0.04,1.02,0.04,2.64,0.24,1.86,-0.33,5.00,1.46,17.53,-7.38,17.53,-7.38,3.38,0.00
2024-01-03 03:30:00,1.87,-0.45,3.16,-0.58,6.05,-0.85,3.16,-0.58,1.87,-0.45,3.02,-0.42,2.75,0.22,1.01,0.04,1.01,0.04,2.75,0.22,1.86,-0.33,4.88,1.42,17.29,-7.47,17.29,-7.47,3.62,0.00
2024-01-03 04:00:00,1.84,-0.45,3.01,-0.58,5.91,-0.87,3.01,-0.58,1.84,-0.45,2.96,-0.44,2.69,0.22,1.00,0.04,1.00,0.04,2.69,0.22,1.90,-0.33,4.74,1.38,17.10,-7.40,17.10,-7.40,3.62,0.00
2024-01-03 04:30:00,1.85,-0.43,2.92,-0.57,5.78,-0.81,2.92,-0.57,1.85,-0.43,2.89,-0.40,2.78,0.26,0.96,0.03,0.96,0.03,2.78,0.26,1.86,-0.33,4.06,1.18,16.99,-7.25,16.99,-7.25,3.30,0.00
2024-01-03 05:00:00,1.85,-0.43,2.85,-0.57,5.65,-0.81,2.85,-0.57,1.85,-0.43,2.82,-0.40,2.76,0.26,1.25,0.14,1.25,0.14,2.76,0.26,1.88,-0.33,3.88,1.13,19.85,-6.39,19.85,-6.39,3.65,0.00
2024-01-03 05:30:00,1.85,-0.43,2.84,-0.58,6.21,-0.71,2.84,-0.58,1.85,-0.43,3.10,-0.36,2.84,0.26,2.54,-0.01,2.54,-0.01,2.84,0.26,1.98,-0.33,4.20,1.23,20.90,-6.15,20.90,-6.15,3.65,0.67
2024-01-03 06:00:00,1.97,-0.38,2.92,-0.59,7.73,-0.62,2.92,-0.59,1.97,-0.38,3.86,-0.31,3.10,0.32,2.33,-0.02,2.33,-0.02,3.10,0.32,2.01,-0.31,4.20,1.22,20.98,-5.94,20.98,-5.94,3.65,0.00
2024-01-03 06:30:00,2.21,-0.26,3.08,-0.54,8.29,-0.62,3.08,-0.54,2.21,-0.26,4.14,-0.31,3.11,0.29,2.01,-0.08,2.01,-0.08,3.11,0.29,2.31,-0.25,4.97,1.45,24.46,-4.30,24.46,-4.30,4.06,0.00
2024-01-03 07:00:00,2.73,0.05,3.42,-0.40,8.87,0.51,3.42,-0.40,2.73,0.05,4.44,0.26,4.11,0.52,2.41,-0.01,2.41,-0.01,4.11,0.52,2.48,-0.24,5.40,1.57,24.75,-3.98,24.75,-3.98,4.30,0.00
2024-01-03 07:30:00,3.07,0.14,3.64,-0.34,9.09,0.68,3.64,-0.34,3.07,0.14,4.54,0.34,4.08,0.70,2.02,0.05,2.02,0.05,4.08,0.70,2.85,-0.24,6.17,1.80,27.64,-2.80,27.64,-2.80,4.41,0.67
2024-01-03 08:00:00,3.30,0.16,4.02,-0.24,9.75,0.90,4.02,-0.24,3.30,0.16,4.88,0.45,4.61,0.76,2.52,0.04,2.52,0.04,4.61,0.76,3.12,-0.24,7.42,2.16,30.02,-1.70,30.02,-1.70,4.91,0.00
2024-01-03 08:30:00,3.73,0.23,4.13,-0.22,10.89,1.18,4.13,-0.22,3.73,0.23,5.44,0.59,4.59,0.81,2.73,0.04,2.73,0.04,4.59,0.81,3.69,0.22,8.04,2.34,32.10,-0.73,32.10,-0.73,5.13,0.00
2024-01-03 09:00:00,4.07,0.35,4.45,0.11,10.86,1.27,4.45,0.11,4.07,0.35,5.43,0.64,5.24,1.02,2.90,0.04,2.90,0.04,5.24,1.02,3.87,0.22,8.12,2.37,32.38,-0.42,32.38,-0.42,5.24,0.67
2024-01-03 09:30:00,4.14,0.37,4.64,0.22,11.08,1.41,4.64,0.22,4.14,0.37,5.54,0.70,4.72,0.95,3.08,0.04,3.08,0.04,4.72,0.95,4.07,0.22,8.26,2.41,33.45,0.09,33.45,0.09,5.38,0.67
2024-01-03 10:00:00,4.14,0.31,4.86,0.20,11.94,1.64,4.86,0.20,4.14,0.31,5.97,0.82,5.67,1.16,2.71,0.06,2.71,0.06,5.67,1.16,4.17,0.22,7.98,2.33,34.23,0.20,34.23,0.20,5.71,0.00
2024-01-03 10:30:00,4.33,0.38,5.02,0.22,12.22,1.43,5.02,0.22,4.33,0.38,6.11,0.72,5.11,1.07,3.14,0.04,3.14,0.04,5.11,1.07,4.20,0.28,7.99,2.33,33.19,-0.09,33.19,-0.09,5.87,0.67
2024-01-03 11:00:00,4.25,0.38,4.99,0.24,12.51,1.62,4.99,0.24,4.25,0.38,6.26,0.81,4.80,0.96,2.69,0.05,2.69,0.05,4.80,0.96,4.22,0.28,8.16,2.38,33.40,-0.01,33.40,-0.01,5.75,0.67
2024-01-03 11:30:00,4.36,0.39,5.08,0.26,12.19,1.62,5.08,0.26,4.36,0.39,6.10,0.81,4.94,1.02,2.67,0.06,2.67,0.06,4.94,1.02,4.34,0.31,8.15,2.38,34.62,0.78,34.62,0.78,5.38,0.00
2024-01-03 12:00:00,4.57,0.50,5.26,0.26,12.28,1.74,5.26,0.26,4.57,0.50,6.14,0.87,4.84,1.02,3.23,0.04,3.23,0.04,4.84,1.02,4.32,0.29,8.06,2.35,34.12,0.80,34.12,0.80,5.47,0.67
2024-01-03 12:30:00,4.85,0.71,5.36,0.26,12.31,1.80,5.36,0.26,4.85,0.71,6.16,0.90,4.68,1.02,2.84,0.06,2.84,0.06,4.68,1.02,4.42,0.29,7.61,2.22,33.59,0.48,33.59,0.48,5.64,0.67
2024-01-03 13:00:00,4.84,0.59,5.38,0.24,12.66,1.80,5.38,0.24,4.84,0.59,6.33,0.90,4.50,0.92,2.66,0.08,2.66,0.08,4.50,0.92,4.42,0.29,7.93,2.31,33.72,0.39,33.72,0.39,5.59,0.67
2024-01-03 13:30:00,4.98,0.73,5.35,0.26,12.17,1.59,5.35,0.26,4.98,0.73,6.08,0.80,4.52,0.88,2.66,0.07,2.66,0.07,4.52,0.88,4.38,0.29,7.74,2.26,33.11,-0.04,33.11,-0.04,5.76,0.67
2024-01-03 14:00:00,4.82,0.66,5.37,0.28,11.83,1.41,5.37,0.28,4.82,0.66,5.92,0.70,4.58,0.89,2.47,0.08,2.47,0.08,4.58,0.89,4.36,0.29,7.91,2.31,32.77,-0.12,32.77,-0.12,6.19,0.67
2024-01-03 14:30:00,4.37,0.55,5.40,0.28,12.01,1.53,5.40,0.28,4.37,0.55,6.00,0.76,4.48,0.88,2.38,0.09,2.38,0.09,4.48,0.88,4.36,0.29,7.83,2.28,33.10,0.05,33.10,0.05,6.14,0.67
2024-01-03 15:00:00,4.78,0.75,5.38,0.27,11.76,1.63,5.38,0.27,4.78,0.75,5.88,0.82,4.52,0.89,2.41,0.08,2.41,0.08,4.52,0.89,4.31,0.25,7.83,2.28,32.52,-0.43,32.52,-0.43,5.74,0.83
2024-01-03 15:30:00,4.66,0.59,5.33,0.27,12.05,1.63,5.33,0.27,4.66,0.59,6.02,0.82,4.43,0.84,2.28,0.08,2.28,0.08,4.43,0.84,4.16,0.22,7.80,2.27,33.16,-0.77,33.16,-0.77,6.04,0.83
2024-01-03 16:00:00,4.58,0.59,5.38,0.24,12.11,1.53,5.38,0.24,4.58,0.59,6.06,0.76,4.43,0.80,2.54,0.11,2.54,0.11,4.43,0.80,4.10,0.22,7.10,2.07,33.58,-0.98,33.58,-0.98,5.86,0.67
2024-01-03 16:30:00,4.52,0.47,5.34,-0.08,12.44,1.36,5.34,-0.08,4.52,0.47,6.22,0.68,4.34,0.68,2.98,0.13,2.98,0.13,4.34,0.68,3.96,-0.22,7.16,2.09,32.36,-2.30,32.36,-2.30,5.40,0.00
2024-01-03 17:00:00,3.94,-0.03,5.46,-0.19,12.68,1.26,5.46,-0.19,3.94,-0.03,6.34,0.63,4.20,0.52,2.69,0.08,2.69,0.08,4.20,0.52,3.91,-0.22,7.53,2.20,32.13,-2.97,32.13,-2.97,5.30,0.00
2024-01-03 17:30:00,3.94,-0.21,5.76,-0.22,13.12,0.85,5.76,-0.22,3.94,-0.21,6.56,0.42,4.32,0.46,2.26,-0.02,2.26,-0.02,4.32,0.46,3.77,-0.22,7.00,2.04,31.92,-3.36,31.92,-3.36,5.10,0.00
2024-01-03 18:00:00,3.89,-0.27,5.94,-0.23,13.55,0.76,5.94,-0.23,3.89,-0.27,6.78,0.38,4.30,0.42,2.12,-0.08,2.12,-0.08,4.30,0.42,3.64,-0.22,6.58,1.92,31.33,-3.68,31.33,-3.68,5.04,0.00
2024-01-03 18:30:00,3.73,-0.31,5.96,-0.23,13.55,0.56,5.96,-0.23,3.73,-0.31,6.78,0.28,4.30,0.42,2.04,0.05,2.04,0.05,4.30,0.42,3.67,-0.22,6.44,1.88,30.72,-4.22,30.72,-4.22,5.22,0.00
2024-01-03 19:00:00,3.73,-0.30,5.80,-0.26,13.17,0.50,5.80,-0.26,3.73,-0.30,6.58,0.25,4.20,0.36,1.99,0.13,1.99,0.13,4.20,0.36,3.60,-0.22,6.94,2.02,30.47,-4.19,30.47,-4.19,4.83,0.67
2024-01-03 19:30:00,3.66,-0.29,5.65,-0.30,13.17,0.50,5.65,-0.30,3.66,-0.29,6.58,0.25,4.14,0.34,1.97,0.13,1.97,0.13,4.14,0.34,3.44,-0.22,6.80,1.98,29.71,-4.34,29.71,-4.34,4.77,0.67
2024-01-03 20:00:00,3.63,-0.30,5.50,-0.33,12.93,0.50,5.50,-0.33,3.63,-0.30,6.46,0.25,3.99,0.34,1.88,0.20,1.88,0.20,3.99,0.34,3.28,-0.22,6.55,1.91,28.63,-4.68,28.63,-4.68,4.68,0.00
2024-01-03 20:30:00,3.45,-0.34,5.25,-0.37,12.35,0.57,5.25,-0.37,3.45,-0.34,6.18,0.28,3.96,0.34,1.80,0.20,1.80,0.20,3.96,0.34,3.20,-0.22,6.50,1.90,27.81,-4.96,27.81,-4.96,4.68,0.00
2024-01-03 21:00:00,3.40,-0.32,4.96,-0.45,11.85,0.53,4.96,-0.45,3.40,-0.32,5.92,0.26,3.86,0.34,1.72,0.22,1.72,0.22,3.86,0.34,3.06,-0.22,6.20,1.81,26.78,-5.19,26.78,-5.19,4.53,0.00
2024-01-03 21:30:00,3.28,-0.34,4.73,-0.42,11.31,0.12,4.73,-0.42,3.28,-0.34,5.66,0.06,3.86,0.39,1.64,0.22,1.64,0.22,3.86,0.39,2.98,-0.22,5.96,1.74,25.56,-5.35,25.56,-5.35,4.12,0.00
2024-01-03 22:00:00,3.12,-0.34,4.55,-0.44,10.79,-0.01,4.55,-0.44,3.12,-0.34,5.40,0.00,3.78,0.47,1.55,0.22,1.55,0.22,3.78,0.47,2.80,-0.27,5.77,1.68,24.12,-6.02,24.12,-6.02,3.74,0.00
2024-01-03 22:30:00,2.91,-0.38,4.32,-0.46,10.00,-0.45,4.32,-0.46,2.91,-0.38,5.00,-0.22,3.54,0.38,1.49,0.23,1.49,0.23,3.54,0.38,2.69,-0.29,5.52,1.61,22.35,-6.63,22.35,-6.63,3.53,0.00
2024-01-03 23:00:00,2.67,-0.40,4.00,-0.50,9.07,-0.74,4.00,-0.50,2.67,-0.40,4.54,-0.37,3.16,0.22,1.42,0.12,1.42,0.12,3.16,0.22,2.47,-0.33,5.33,1.56,21.03,-6.99,21.03,-6.99,3.29,0.00
2024-01-03 23:30:00,2.60,-0.39,3.72,-0.53,8.35,-0.83,3.72,-0.53,2.60,-0.39,4.18,-0.42,2.98,0.22,1.33,0.12,1.33,0.12,2.98,0.22,2.21,-0.35,5.50,1.60,20.00,-7.06,20.00,-7.06,3.29,0.00
2024-01-04 00:00:00,2.41,-0.39,3.51,-0.56,7.53,-0.83,3.51,-0.56,2.41,-0.39,3.76,-0.42,2.91,0.22,1.24,0.23,1.24,0.23,2.91,0.22,2.15,-0.33,5.22,1.52,19.25,-7.13,19.25,-7.13,3.65,0.67
2024-01-04 00:30:00,2.24,-0.41,3.35,-0.56,6.96,-0.77,3.35,-0.56,2.24,-0.41,3.48,-0.38,2.85,0.22,1.20,0.11,1.20,0.11,2.85,0.22,2.11,-0.33,4.92,1.44,18.65,-7.34,18.65,-7.34,3.73,0.00
2024-01-04 01:00:00,2.13,-0.41,3.28,-0.59,6.61,-0.80,3.28,-0.59,2.13,-0.41,3.30,-0.40,2.75,0.22,1.15,0.12,1.15,0.12,2.75,0.22,2.06,-0.33,5.26,1.53,19.20,-7.23,19.20,-7.23,3.79,0.00
2024-01-04 01:30:00,2.13,-0.41,3.56,-0.56,6.83,-0.84,3.56,-0.56,2.13,-0.41,3.42,-0.42,2.65,0.00,1.17,0.12,1.17,0.12,2.65,0.00,2.00,-0.33,5.39,1.57,19.02,-7.38,19.02,-7.38,3.79,0.00
2024-01-04 02:00:00,2.13,-0.41,3.53,-0.53,6.63,-0.81,3.53,-0.53,2.13,-0.41,3.32,-0.40,2.58,0.00,1.16,0.12,1.16,0.12,2.58,0.00,1.96,-0.33,5.14,1.50,18.46,-7.57,18.46,-7.57,3.61,0.00
2024-01-04 02:30:00,2.04,-0.41,3.42,-0.54,6.40,-0.81,3.42,-0.54,2.04,-0.41,3.20,-0.40,2.56,0.00,1.13,0.12,1.13,0.12,2.56,0.00,1.92,-0.33,5.14,1.50,18.34,-7.39,18.34,-7.39,3.54,0.00
2024-01-04 03:00:00,2.00,-0.40,3.34,-0.58,6.23,-0.84,3.34,-0.58,2.00,-0.40,3.12,-0.42,2.76,0.22,1.10,0.12,1.10,0.12,2.76,0.22,1.92,-0.33,5.25,1.53,18.01,-7.45,18.01,-7.45,3.67,0.00
2024-01-04 03:30:00,1.97,-0.38,3.22,-0.58,6.14,-0.84,3.22,-0.58,1.97,-0.38,3.07,-0.42,2.59,0.22,1.06,0.11,1.06,0.11,2.59,0.22,1.92,-0.33,4.61,1.34,17.62,-7.48,17.62,-7.48,3.67,0.00
2024-01-04 04:00:00,1.97,-0.38,3.07,-0.57,5.99,-0.76,3.07,-0.57,1.97,-0.38,3.00,-0.38,2.78,0.25,1.06,0.11,1.06,0.11,2.78,0.25,1.92,-0.33,4.47,1.30,18.98,-6.84,18.98,-6.84,3.61,0.00
2024-01-04 04:30:00,1.92,-0.38,2.98,-0.57,5.80,-0.71,2.98,-0.57,1.92,-0.38,2.90,-0.36,4.50,0.62,1.03,0.23,1.03,0.23,4.50,0.62,1.92,-0.33,4.32,1.26,18.45,-7.11,18.45,-7.11,3.53,0.00
2024-01-04 05:00:00,1.91,-0.38,2.95,-0.57,5.60,-0.83,2.95,-0.57,1.91,-0.38,2.80,-0.42,3.50,0.40,1.40,0.05,1.40,0.05,3.50,0.40,1.92,-0.33,4.06,1.18,20.20,-6.49,20.20,-6.49,3.46,0.00
2024-01-04 05:30:00,1.96,-0.38,2.88,-0.59,6.02,-0.75,2.88,-0.59,1.96,-0.38,3.01,-0.38,2.84,0.22,2.67,-0.01,2.67,-0.01,2.84,0.22,2.06,-0.33,4.38,1.28,21.77,-5.87,21.77,-5.87,3.65,0.00
2024-01-04 06:00:00,2.05,-0.32,2.96,-0.56,7.05,-0.56,2.96,-0.56,2.05,-0.32,3.52,-0.28,3.38,0.29,2.70,-0.01,2.70,-0.01,3.38,0.29,2.13,-0.31,4.42,1.29,22.79,-5.31,22.79,-5.31,3.75,0.00
2024-01-04 06:30:00,2.50,-0.15,3.11,-0.52,7.78,-0.53,3.11,-0.52,2.50,-0.15,3.89,-0.26,4.26,0.54,2.23,0.02,2.23,0.02,4.26,0.54,2.49,-0.27,5.18,1.51,24.14,-4.10,24.14,-4.10,4.13,0.00
2024-01-04 07:00:00,3.03,0.33,3.44,-0.42,8.49,0.43,3.44,-0.42,3.03,0.33,4.24,0.22,3.42,0.39,2.45,0.02,2.45,0.02,3.42,0.39,2.65,-0.24,5.53,1.61,26.23,-3.17,26.23,-3.17,4.23,0.00
2024-01-04 07:30:00,3.52,0.46,3.76,-0.31,9.10,0.68,3.76,-0.31,3.52,0.46,4.55,0.34,3.86,0.56,2.60,0.03,2.60,0.03,3.86,0.56,3.00,-0.22,6.40,1.87,28.34,-2.16,28.34,-2.16,4.54,0.00
2024-01-04 08:00:00,3.75,0.55,4.07,-0.23,10.26,1.05,4.07,-0.23,3.75,0.55,5.13,0.52,5.14,0.91,2.12,0.06,2.12,0.06,5.14,0.91,3.28,-0.22,7.25,2.12,29.93,-1.30,29.93,-1.30,4.82,0.67
2024-01-04 08:30:00,4.06,0.57,4.25,-0.18,11.38,1.35,4.25,-0.18,4.06,0.57,5.69,0.68,4.72,0.98,2.31,0.07,2.31,0.07,4.72,0.98,3.75,-0.13,7.61,2.22,31.61,-0.39,31.61,-0.39,5.47,0.67
2024-01-04 09:00:00,4.77,0.78,4.51,-0.11,11.12,1.46,4.51,-0.11,4.77,0.78,5.56,0.73,4.73,1.02,2.45,0.06,2.45,0.06,4.73,1.02,3.97,0.22,7.87,2.30,34.02,0.69,34.02,0.69,5.62,0.00
2024-01-04 09:30:00,5.01,0.89,4.76,0.06,11.66,1.68,4.76,0.06,5.01,0.89,5.83,0.84,5.69,1.20,2.67,0.06,2.67,0.06,5.69,1.20,4.10,0.22,7.99,2.33,34.60,0.29,34.60,0.29,5.79,0.00
2024-01-04 10:00:00,4.94,0.84,4.94,0.22,12.11,1.54,4.94,0.22,4.94,0.84,6.06,0.77,4.90,1.00,3.13,0.04,3.13,0.04,4.90,1.00,4.25,0.22,7.76,2.26,35.23,0.62,35.23,0.62,5.94,0.00
2024-01-04 10:30:00,4.96,0.84,5.08,0.22,12.86,1.76,5.08,0.22,4.96,0.84,6.43,0.88,5.16,1.08,3.07,0.05,3.07,0.05,5.16,1.08,4.34,0.22,8.00,2.33,34.87,0.50,34.87,0.50,6.08,0.00
2024-01-04 11:00:00,4.87,0.80,5.18,0.22,12.93,1.79,5.18,0.22,4.87,0.80,6.46,0.90,4.91,1.07,2.89,0.06,2.89,0.06,4.91,1.07,4.32,0.22,8.16,2.38,36.25,1.31,36.25,1.31,6.14,0.67
2024-01-04 11:30:00,4.62,0.76,5.18,0.24,13.31,1.86,5.18,0.24,4.62,0.76,6.66,0.93,4.84,1.13,3.62,0.02,3.62,0.02,4.84,1.13,4.42,0.26,8.31,2.42,37.57,2.09,37.57,2.09,6.35,0.67
2024-01-04 12:00:00,5.00,0.88,5.22,0.24,13.27,2.05,5.22,0.24,5.00,0.88,6.64,1.02,4.94,1.13,3.93,0.01,3.93,0.01,4.94,1.13,4.44,0.30,7.95,2.32,35.65,1.36,35.65,1.36,6.35,0.67
2024-01-04 12:30:00,4.93,0.86,5.28,0.26,13.39,2.05,5.28,0.26,4.93,0.86,6.70,1.02,5.02,1.16,2.98,0.06,2.98,0.06,5.02,1.16,4.48,0.26,7.79,2.27,34.43,0.81,34.43,0.81,6.73,0.90
2024-01-04 13:00:00,4.71,0.82,5.29,0.26,12.72,1.85,5.29,0.26,4.71,0.82,6.36,0.92,4.79,1.04,2.67,0.07,2.67,0.07,4.79,1.04,4.48,0.31,8.02,2.34,34.25,0.38,34.25,0.38,6.17,0.67
2024-01-04 13:30:00,5.03,0.84,5.32,0.23,12.49,1.68,5.32,0.23,5.03,0.84,6.24,0.84,4.57,0.92,2.65,0.07,2.65,0.07,4.57,0.92,4.57,0.31,8.18,2.39,33.68,0.11,33.68,0.11,5.46,0.67
2024-01-04 14:00:00,5.02,0.79,5.36,0.26,12.16,1.51,5.36,0.26,5.02,0.79,6.08,0.76,4.66,1.01,2.51,0.07,2.51,0.07,4.66,1.01,4.61,0.27,8.39,2.45,33.56,0.04,33.56,0.04,5.36,0.67
2024-01-04 14:30:00,4.97,0.75,5.38,0.24,11.88,1.40,5.38,0.24,4.97,0.75,5.94,0.70,4.71,1.01,2.46,0.07,2.46,0.07,4.71,1.01,4.50,0.24,8.14,2.37,34.02,0.25,34.02,0.25,5.64,0.84
2024-01-04 15:00:00,5.04,0.84,5.43,0.24,11.82,1.50,5.43,0.24,5.04,0.84,5.91,0.75,4.62,0.94,2.69,0.06,2.69,0.06,4.62,0.94,4.36,0.24,7.96,2.32,33.48,0.31,33.48,0.31,5.90,0.84
2024-01-04 15:30:00,4.98,0.86,5.38,0.24,12.10,1.55,5.38,0.24,4.98,0.86,6.05,0.78,4.62,0.94,2.40,0.07,2.40,0.07,4.62,0.94,4.38,0.22,8.11,2.37,33.90,0.05,33.90,0.05,6.32,0.98
2024-01-04 16:00:00,5.11,0.81,5.35,0.24,12.13,1.46,5.35,0.24,5.11,0.81,6.06,0.73,4.62,0.94,2.38,0.07,2.38,0.07,4.62,0.94,4.38,0.22,8.07,2.35,33.83,-0.47,33.83,-0.47,6.51,0.98
2024-01-04 16:30:00,5.02,0.12,5.44,0.02,12.35,1.20,5.44,0.02,5.02,0.12,6.18,0.60,4.54,0.76,2.29,-0.07,2.29,-0.07,4.54,0.76,4.27,-0.22,7.75,2.26,33.02,-2.40,33.02,-2.40,6.12,0.77
2024-01-04 17:00:00,4.40,0.13,5.64,-0.23,12.75,0.93,5.64,-0.23,4.40,0.13,6.38,0.46,4.42,0.52,2.26,0.09,2.26,0.09,4.42,0.52,4.14,-0.22,7.80,2.28,33.09,-2.74,33.09,-2.74,6.36,0.77
2024-01-04 17:30:00,4.03,-0.18,5.92,-0.23,13.19,0.71,5.92,-0.23,4.03,-0.18,6.60,0.36,4.42,0.43,2.17,0.08,2.17,0.08,4.42,0.43,3.99,-0.22,7.37,2.15,32.57,-3.38,32.57,-3.38,5.66,0.67
2024-01-04 18:00:00,3.88,-0.22,5.98,-0.23,13.58,0.50,5.98,-0.23,3.88,-0.22,6.79,0.25,4.32,0.38,2.15,0.05,2.15,0.05,4.32,0.38,3.87,-0.22,6.84,2.00,32.01,-3.99,32.01,-3.99,5.52,0.00
2024-01-04 18:30:00,3.79,-0.25,6.02,-0.25,13.72,0.50,6.02,-0.25,3.79,-0.25,6.86,0.25,4.29,0.38,2.02,-0.02,2.02,-0.02,4.29,0.38,3.77,-0.22,6.63,1.93,31.16,-4.43,31.16,-4.43,5.38,0.00
2024-01-04 19:00:00,3.71,-0.25,5.96,-0.28,13.36,0.51,5.96,-0.28,3.71,-0.25,6.68,0.26,4.22,0.38,1.93,0.13,1.93,0.13,4.22,0.38,3.62,-0.22,7.20,2.10,30.76,-4.43,30.76,-4.43,5.17,0.00
2024-01-04 19:30:00,3.68,-0.28,5.77,-0.32,13.04,0.51,5.77,-0.32,3.68,-0.28,6.52,0.26,4.20,0.38,1.87,0.10,1.87,0.10,4.20,0.38,3.57,-0.22,7.00,2.04,30.31,-4.69,30.31,-4.69,5.25,0.00
2024-01-04 20:00:00,3.89,-0.27,5.61,-0.32,12.75,0.43,5.61,-0.32,3.89,-0.27,6.38,0.22,4.10,0.36,1.80,0.24,1.80,0.24,4.10,0.36,3.47,-0.22,6.76,1.97,29.36,-4.86,29.36,-4.86,5.25,0.67
2024-01-04 20:30:00,3.78,-0.29,5.40,-0.38,12.24,0.29,5.40,-0.38,3.78,-0.29,6.12,0.14,4.03,0.36,1.71,0.24,1.71,0.24,4.03,0.36,3.32,-0.22,6.53,1.90,28.20,-4.97,28.20,-4.97,5.12,0.00
2024-01-04 21:00:00,3.60,-0.31,5.11,-0.38,11.68,-0.28,5.11,-0.38,3.60,-0.31,5.84,-0.14,3.91,0.29,1.63,0.19,1.63,0.19,3.91,0.29,3.13,-0.22,6.55,1.91,27.72,-4.79,27.72,-4.79,4.97,0.00
2024-01-04 21:30:00,3.55,-0.28,4.98,-0.41,11.32,-0.48,4.98,-0.41,3.55,-0.28,5.66,-0.24,3.98,0.48,1.59,0.19,1.59,0.19,3.98,0.48,3.04,-0.22,6.23,1.82,26.77,-5.20,26.77,-5.20,4.97,0.00
2024-01-04 22:00:00,3.47,-0.31,4.76,-0.44,10.90,-0.51,4.76,-0.44,3.47,-0.31,5.45,-0.26,3.90,0.48,1.54,0.21,1.54,0.21,3.90,0.48,2.95,-0.24,6.16,1.80,25.42,-5.59,25.42,-5.59,4.78,0.00
2024-01-04 22:30:00,3.35,-0.34,4.43,-0.47,10.15,-0.57,4.43,-0.47,3.35,-0.34,5.07,-0.28,3.61,0.38,1.43,0.22,1.43,0.22,3.61,0.38,2.65,-0.26,6.15,1.79,23.70,-6.30,23.70,-6.30,4.36,0.00
2024-01-04 23:00:00,3.02,-0.34,4.18,-0.50,9.37,-0.69,4.18,-0.50,3.02,-0.34,4.68,-0.34,3.33,0.24,1.34,0.12,1.34,0.12,3.33,0.24,2.52,-0.28,5.93,1.73,22.40,-6.65,22.40,-6.65,4.30,0.00
2024-01-04 23:30:00,2.93,-0.32,3.86,-0.54,8.52,-0.81,3.86,-0.54,2.93,-0.32,4.26,-0.40,3.20,0.22,1.25,0.13,1.25,0.13,3.20,0.22,2.35,-0.31,5.66,1.65,20.66,-6.91,20.66,-6.91,4.09,0.00
2024-01-05 00:00:00,2.64,-0.36,3.57,-0.54,7.73,-0.88,3.57,-0.54,2.64,-0.36,3.86,-0.44,2.90,0.22,1.17,0.02,1.17,0.02,2.90,0.22,2.21,-0.33,5.55,1.62,19.64,-7.06,19.64,-7.06,3.87,0.00
2024-01-05 00:30:00,2.47,-0.38,3.36,-0.56,7.08,-0.91,3.36,-0.56,2.47,-0.38,3.54,-0.46,2.79,0.12,1.12,0.02,1.12,0.02,2.79,0.12,2.11,-0.31,5.39,1.57,19.20,-7.08,19.20,-7.08,3.87,0.00
2024-01-05 01:00:00,2.55,-0.34,3.32,-0.58,6.76,-0.91,3.32,-0.58,2.55,-0.34,3.38,-0.46,2.70,0.00,1.08,0.02,1.08,0.02,2.70,0.00,2.11,-0.33,5.54,1.62,19.85,-7.03,19.85,-7.03,3.87,0.00
2024-01-05 01:30:00,2.51,-0.36,3.60,-0.59,7.05,-0.87,3.60,-0.59,2.51,-0.36,3.52,-0.44,2.64,0.00,1.16,0.13,1.16,0.13,2.64,0.00,2.07,-0.33,5.21,1.52,19.26,-7.25,19.26,-7.25,3.76,0.00
2024-01-05 02:00:00,2.38,-0.36,3.52,-0.57,6.80,-0.89,3.52,-0.57,2.38,-0.36,3.40,-0.44,2.60,0.00,1.16,0.02,1.16,0.02,2.60,0.00,2.01,-0.33,5.09,1.48,18.65,-7.37,18.65,-7.37,3.76,0.00
