Power Units_Bus Number,MW_7044,MVAr_7044,MW_7210,MVAr_7210,MW_7263,MVAr_7263,MW_7297,MVAr_7297,MW_7555,MVAr_7555,MW_7573,MVAr_7573,MW_7780,MVAr_7780,MW_7921,MVAr_7921,MW_11005,MVAr_11005,MW_891100,MVAr_891100,MW_893502,MVAr_893502
2024-04-19 15:30:00,5.17,1.70,3.04,1.00,5.16,1.70,3.90,1.28,3.56,0.56,4.78,-0.51,3.65,1.20,10.02,3.29,0.00,0.00,44.59,-17.58,43.95,0.79
2024-04-19 16:00:00,5.08,1.67,2.99,0.98,5.05,1.66,3.58,1.18,3.36,0.56,4.72,-0.50,3.36,1.10,9.83,3.23,0.20,0.00,43.02,-17.62,42.43,0.81
2024-04-19 16:30:00,5.47,1.80,2.90,0.95,4.91,1.61,3.67,1.21,3.51,0.59,4.59,-0.51,3.65,1.20,9.50,3.12,0.41,0.00,43.32,-17.54,42.70,0.74
2024-04-19 17:00:00,5.60,1.84,2.76,0.91,4.80,1.58,3.62,1.19,3.65,0.47,4.66,-0.42,3.70,1.22,9.31,3.06,0.41,0.00,43.51,-17.36,42.90,0.49
2024-04-19 17:30:00,5.73,1.88,2.76,0.91,4.81,1.58,4.11,1.35,3.94,0.42,4.75,-0.37,3.81,1.25,9.32,3.06,0.41,0.00,44.58,-17.18,43.98,0.00
2024-04-19 18:00:00,6.00,1.97,3.05,1.00,4.69,1.54,4.43,1.46,4.20,0.53,4.82,-0.45,3.83,1.26,9.11,2.99,0.41,0.00,45.57,-16.79,44.93,0.00
2024-04-19 18:30:00,6.19,2.04,3.26,1.07,4.68,1.54,4.51,1.48,4.44,0.59,4.94,-0.51,3.81,1.25,9.09,2.99,0.41,0.00,46.05,-16.64,45.42,0.00
2024-04-19 19:00:00,6.39,2.10,3.00,0.99,4.61,1.51,4.62,1.52,4.50,0.59,5.12,-0.49,3.95,1.30,8.92,2.93,0.41,0.00,46.46,-16.90,45.81,0.00
2024-04-19 19:30:00,6.53,2.14,2.96,0.97,4.54,1.49,4.62,1.52,4.50,0.59,5.25,-0.47,3.83,1.26,8.79,2.89,0.44,0.00,46.46,-16.88,45.82,0.00
2024-04-19 20:00:00,6.72,2.21,2.85,0.94,4.59,1.51,4.52,1.49,4.38,0.59,5.18,-0.47,3.84,1.26,8.88,2.92,0.41,0.00,46.25,-16.96,45.60,0.00
2024-04-19 20:30:00,6.51,2.14,2.76,0.91,4.47,1.47,4.44,1.46,4.26,0.65,5.16,-0.51,3.84,1.26,8.64,2.84,0.41,0.00,45.10,-17.57,44.47,0.00
2024-04-19 21:00:00,6.33,2.08,2.76,0.91,4.39,1.44,4.55,1.50,4.22,0.67,5.22,-0.51,3.81,1.25,8.46,2.78,0.41,0.00,44.74,-17.84,44.11,0.00
2024-04-19 21:30:00,6.36,2.09,2.76,0.91,4.36,1.43,4.34,1.43,3.98,0.67,5.15,-0.51,3.70,1.22,8.34,2.74,0.41,0.00,43.46,-18.46,42.85,0.00
2024-04-19 22:00:00,6.14,2.02,2.42,0.80,4.19,1.38,4.14,1.36,3.66,0.63,4.78,-0.46,3.42,1.12,7.95,2.61,0.41,0.00,41.03,-19.31,40.44,0.00
2024-04-19 22:30:00,5.85,1.92,2.57,0.85,3.85,1.27,3.83,1.26,3.51,0.52,4.35,-0.43,3.28,1.08,7.29,2.40,0.41,0.00,38.26,-19.98,37.70,0.00
2024-04-19 23:00:00,5.51,1.81,2.41,0.79,3.67,1.21,3.56,1.17,3.22,0.51,4.08,-0.43,3.10,1.02,6.93,2.28,0.41,0.00,35.82,-20.43,35.30,0.00
2024-04-19 23:30:00,5.14,1.69,1.98,0.65,3.48,1.14,3.27,1.07,2.98,0.59,3.75,-0.52,2.85,0.94,6.52,2.14,0.00,0.00,33.25,-20.53,32.76,0.00
2024-04-20 00:00:00,5.03,1.65,1.67,0.55,3.34,1.10,3.17,1.04,2.72,0.59,3.61,-0.59,2.58,0.85,6.20,2.04,0.00,0.00,31.75,-20.68,31.28,0.00
2024-04-20 00:30:00,4.64,1.53,1.67,0.55,3.23,1.06,3.08,1.01,2.65,0.70,3.63,-0.58,2.49,0.82,5.98,1.97,0.00,0.00,30.62,-21.02,30.18,0.00
2024-04-20 01:00:00,4.57,1.50,1.65,0.54,3.15,1.04,3.14,1.03,2.49,0.70,3.57,-0.58,2.38,0.78,5.82,1.91,0.00,0.00,29.98,-21.24,29.54,0.00
2024-04-20 01:30:00,4.69,1.54,1.80,0.59,3.23,1.06,3.45,1.13,2.63,0.70,4.05,-0.58,2.36,0.77,5.96,1.96,0.00,0.00,31.53,-20.99,31.08,0.00
2024-04-20 02:00:00,4.70,1.55,1.79,0.59,3.22,1.06,3.68,1.21,2.54,0.70,4.16,-0.58,2.43,0.80,5.95,1.96,0.00,0.00,31.71,-20.81,31.25,0.00
2024-04-20 02:30:00,4.59,1.51,1.75,0.58,3.18,1.05,3.69,1.21,2.48,0.70,4.14,-0.58,2.31,0.76,5.83,1.92,0.00,0.00,31.23,-20.99,30.77,0.00
2024-04-20 03:00:00,4.52,1.49,1.71,0.56,3.13,1.03,3.52,1.16,2.42,0.70,4.01,-0.58,2.26,0.74,5.74,1.89,0.00,0.00,30.40,-21.14,29.95,0.00
2024-04-20 03:30:00,4.21,1.38,2.00,0.66,3.06,1.00,3.33,1.10,2.32,0.70,3.79,-0.60,2.16,0.71,5.60,1.84,0.00,0.00,29.13,-21.30,28.69,0.00
2024-04-20 04:00:00,4.36,1.43,1.89,0.62,3.04,1.00,3.24,1.07,2.21,0.70,3.61,-0.61,2.23,0.73,5.56,1.83,0.00,0.00,28.64,-21.61,28.22,0.00
2024-04-20 04:30:00,4.30,1.41,1.40,0.46,3.25,1.07,3.36,1.10,2.19,0.70,3.52,-0.58,2.20,0.72,5.67,1.86,0.00,0.00,28.39,-21.62,27.96,0.00
2024-04-20 05:00:00,4.40,1.45,1.40,0.46,3.25,1.07,3.35,1.10,2.15,0.70,3.43,-0.61,2.21,0.73,5.58,1.84,0.00,0.00,28.28,-21.69,27.86,0.00
2024-04-20 05:30:00,4.53,1.49,1.35,0.44,3.27,1.08,3.36,1.10,2.09,0.70,3.38,-0.61,2.26,0.74,5.64,1.85,0.00,0.00,28.29,-21.76,27.87,0.00
2024-04-20 06:00:00,4.39,1.44,1.41,0.46,3.32,1.09,3.36,1.10,2.13,0.70,3.42,-0.57,2.30,0.76,5.78,1.90,0.00,0.00,28.60,-21.57,28.18,0.00
2024-04-20 06:30:00,4.60,1.51,1.92,0.63,3.24,1.06,3.47,1.14,2.33,0.70,3.52,-0.57,2.51,0.82,5.88,1.93,0.00,0.00,30.11,-21.01,29.69,0.00
2024-04-20 07:00:00,4.93,1.62,2.13,0.70,3.36,1.10,3.54,1.16,2.51,0.70,3.62,-0.55,2.66,0.87,6.23,2.05,0.00,0.00,31.86,-20.51,31.41,0.00
2024-04-20 07:30:00,5.25,1.73,2.30,0.76,3.58,1.18,3.70,1.22,2.82,0.68,3.98,-0.55,2.81,0.92,6.73,2.21,0.00,0.00,34.59,-19.86,34.11,0.00
2024-04-20 08:00:00,5.69,1.87,2.42,0.80,3.82,1.25,3.72,1.22,3.09,0.68,4.21,-0.55,2.98,0.98,7.25,2.38,0.20,0.00,36.86,-19.36,36.36,0.00
2024-04-20 08:30:00,6.08,2.00,2.62,0.86,4.10,1.35,3.90,1.28,3.28,0.62,4.36,-0.54,3.15,1.04,7.84,2.58,0.41,0.00,39.19,-18.68,38.64,0.00
2024-04-20 09:00:00,5.85,1.92,2.56,0.84,4.26,1.40,4.00,1.32,3.38,0.62,4.50,-0.47,3.28,1.08,8.19,2.69,0.41,0.00,40.22,-18.26,39.67,0.00
2024-04-20 09:30:00,5.71,1.88,2.74,0.90,4.55,1.50,3.99,1.31,3.60,0.62,4.63,-0.49,3.23,1.06,8.74,2.87,0.41,0.00,41.39,-17.80,40.81,0.00
2024-04-20 10:00:00,5.51,1.81,2.64,0.87,4.67,1.53,3.78,1.24,3.55,0.62,4.61,-0.51,3.25,1.07,9.05,2.97,0.41,0.00,41.23,-17.56,40.67,0.00
2024-04-20 10:30:00,5.23,1.72,2.58,0.85,4.81,1.58,3.61,1.19,3.52,0.54,4.71,-0.49,3.30,1.08,9.30,3.06,0.41,0.00,41.25,-17.42,40.67,0.00
2024-04-20 11:00:00,5.17,1.70,2.56,0.84,4.85,1.60,3.50,1.15,3.42,0.54,4.69,-0.49,3.30,1.08,9.40,3.09,0.41,0.00,40.95,-17.42,40.38,0.00
2024-04-20 11:30:00,5.27,1.73,2.43,0.80,4.91,1.61,3.36,1.10,3.39,0.54,4.70,-0.49,3.22,1.06,9.51,3.13,0.41,0.00,40.91,-17.24,40.33,0.00
2024-04-20 12:00:00,5.07,1.67,2.45,0.81,4.98,1.64,3.26,1.07,3.30,0.54,4.61,-0.49,3.16,1.04,9.68,3.18,0.41,0.00,40.60,-17.29,40.03,0.00
2024-04-20 12:30:00,4.95,1.63,1.98,0.65,4.96,1.63,3.09,1.02,3.41,0.54,4.72,-0.44,3.07,1.01,9.64,3.17,0.41,0.00,40.17,-17.56,39.62,0.00
2024-04-20 13:00:00,4.81,1.58,2.21,0.73,4.99,1.64,3.15,1.04,3.39,0.51,4.85,-0.47,3.06,1.00,9.71,3.19,0.00,0.00,40.28,-17.78,39.72,0.00
2024-04-20 13:30:00,4.72,1.55,2.29,0.75,5.03,1.65,2.88,0.95,3.22,0.37,4.83,-0.44,2.91,0.96,9.77,3.21,0.00,0.00,39.45,-17.94,38.89,0.00
2024-04-20 14:00:00,4.58,1.50,2.18,0.72,5.02,1.65,2.91,0.96,3.08,0.37,4.66,-0.46,2.86,0.94,9.74,3.20,0.41,0.00,38.73,-18.18,38.18,0.00
2024-04-20 14:30:00,4.58,1.50,2.22,0.73,4.98,1.64,2.83,0.93,2.97,0.37,4.47,-0.51,2.81,0.92,9.64,3.17,0.00,0.00,38.25,-18.24,37.70,0.00
2024-04-20 15:00:00,4.85,1.60,1.91,0.63,4.84,1.59,2.91,0.96,2.97,0.49,4.37,-0.42,2.85,0.94,9.40,3.09,0.00,0.00,38.05,-18.50,37.51,0.00
2024-04-20 15:30:00,4.84,1.59,1.74,0.57,4.71,1.55,2.93,0.96,2.98,0.60,4.26,-0.35,2.85,0.94,9.15,3.01,0.00,0.00,37.70,-18.72,37.16,0.00
2024-04-20 16:00:00,4.93,1.62,1.80,0.59,4.70,1.54,2.91,0.96,2.98,0.60,4.19,-0.35,2.83,0.93,9.14,3.00,0.00,0.00,37.68,-18.78,37.16,0.00
2024-04-20 16:30:00,5.10,1.68,1.87,0.62,4.69,1.54,3.28,1.08,3.06,0.60,4.19,-0.38,2.92,0.96,9.10,2.99,0.00,0.00,38.62,-18.82,38.07,0.00
2024-04-20 17:00:00,5.35,1.76,1.92,0.63,4.63,1.52,3.42,1.12,3.25,0.60,4.40,-0.36,3.14,1.03,8.98,2.95,0.41,0.00,39.59,-18.56,39.04,0.00
2024-04-20 17:30:00,5.67,1.86,2.32,0.76,4.73,1.55,3.75,1.23,3.56,0.60,4.53,-0.36,3.42,1.12,9.14,3.00,0.41,0.00,41.36,-18.01,40.80,0.00
2024-04-20 18:00:00,6.14,2.02,2.59,0.85,4.65,1.53,4.17,1.37,4.00,0.60,4.63,-0.36,3.59,1.18,8.99,2.96,0.41,0.00,43.24,-17.80,42.64,0.00
2024-04-20 18:30:00,6.43,2.11,2.77,0.91,4.62,1.52,4.51,1.48,4.18,0.60,4.84,-0.33,3.59,1.18,8.93,2.94,0.41,0.00,44.44,-17.52,43.82,0.00
2024-04-20 19:00:00,6.52,2.14,2.78,0.92,4.59,1.51,4.55,1.50,4.22,0.60,4.94,-0.34,3.58,1.18,8.91,2.93,0.41,0.00,44.63,-17.44,44.01,0.00
2024-04-20 19:30:00,6.56,2.16,2.56,0.84,4.58,1.51,4.53,1.49,4.21,0.55,4.93,-0.34,3.70,1.22,8.87,2.92,0.41,0.00,44.67,-17.36,44.04,0.00
2024-04-20 20:00:00,6.54,2.15,2.49,0.82,4.47,1.47,4.33,1.42,4.17,0.43,4.99,-0.37,3.63,1.19,8.63,2.84,0.41,0.00,44.02,-17.65,43.41,0.00
2024-04-20 20:30:00,6.52,2.14,2.43,0.80,4.44,1.46,4.29,1.41,4.13,0.43,4.84,-0.39,3.62,1.19,8.57,2.82,0.41,0.00,43.56,-17.72,42.94,0.00
2024-04-20 21:00:00,6.61,2.17,2.38,0.78,4.42,1.45,4.32,1.42,4.13,0.43,4.88,-0.42,3.61,1.19,8.49,2.79,0.41,0.00,43.64,-17.87,43.03,0.00
2024-04-20 21:30:00,6.18,2.03,2.42,0.80,4.31,1.42,4.22,1.39,3.96,0.47,4.84,-0.42,3.54,1.16,8.27,2.72,0.41,0.00,42.11,-18.58,41.51,0.00
2024-04-20 22:00:00,5.95,1.96,2.53,0.83,4.25,1.40,4.07,1.34,3.68,0.52,4.61,-0.43,3.33,1.10,8.09,2.66,0.41,0.00,40.24,-19.07,39.66,0.00
2024-04-20 22:30:00,5.63,1.85,2.05,0.67,4.12,1.35,3.75,1.23,3.48,0.52,4.29,-0.43,3.12,1.03,7.69,2.53,0.41,0.00,37.73,-19.77,37.17,0.00
2024-04-20 23:00:00,5.22,1.71,1.88,0.62,3.91,1.28,3.52,1.16,3.19,0.53,4.03,-0.43,2.94,0.97,7.20,2.37,0.00,0.00,35.19,-20.17,34.68,0.00
2024-04-20 23:30:00,5.02,1.65,1.86,0.61,3.54,1.16,3.28,1.08,2.90,0.61,3.77,-0.43,2.82,0.93,6.64,2.18,0.00,0.00,33.06,-20.83,32.56,0.00
2024-04-21 00:00:00,4.79,1.57,1.69,0.56,3.34,1.10,3.14,1.03,2.71,0.61,3.59,-0.43,2.68,0.88,6.22,2.04,0.00,0.00,31.05,-21.21,30.59,0.00
2024-04-21 00:30:00,4.83,1.59,1.53,0.50,3.24,1.06,3.07,1.01,2.59,0.74,3.65,-0.45,2.56,0.84,5.99,1.97,0.00,0.00,30.35,-21.34,29.89,0.00
2024-04-21 01:00:00,4.74,1.56,1.51,0.50,3.16,1.04,3.04,1.00,2.43,0.74,3.57,-0.46,2.54,0.83,5.82,1.91,0.00,0.00,29.59,-21.57,29.15,0.00
2024-04-21 01:30:00,5.02,1.65,1.68,0.55,3.18,1.04,3.28,1.08,2.57,0.74,4.04,-0.46,2.57,0.85,5.85,1.92,0.00,0.00,31.26,-21.26,30.81,0.00
2024-04-21 02:00:00,5.06,1.66,1.72,0.56,3.18,1.04,3.29,1.08,2.51,0.74,4.19,-0.46,2.57,0.85,5.84,1.92,0.00,0.00,31.35,-21.18,30.89,0.00
2024-04-21 02:30:00,4.92,1.62,1.69,0.56,3.13,1.03,3.19,1.05,2.45,0.74,4.10,-0.48,2.46,0.81,5.75,1.89,0.00,0.00,30.73,-21.45,30.26,0.00
2024-04-21 03:00:00,4.61,1.51,1.56,0.51,3.04,1.00,3.08,1.01,2.39,0.74,4.02,-0.48,2.30,0.76,5.57,1.83,0.00,0.00,29.49,-21.70,29.04,0.00
2024-04-21 03:30:00,4.49,1.48,1.49,0.49,2.98,0.98,3.06,1.00,2.25,0.74,3.83,-0.49,2.19,0.72,5.43,1.78,0.00,0.00,28.61,-21.77,28.18,0.00
2024-04-21 04:00:00,4.48,1.47,1.42,0.46,2.92,0.96,2.94,0.96,2.21,0.74,3.66,-0.51,2.09,0.69,5.27,1.73,0.00,0.00,27.94,-21.87,27.51,0.00
2024-04-21 04:30:00,4.36,1.43,1.36,0.45,2.91,0.96,3.03,1.00,2.13,0.74,3.58,-0.51,2.16,0.71,5.27,1.73,0.00,0.00,27.55,-21.88,27.13,0.00
2024-04-21 05:00:00,4.46,1.47,1.33,0.44,2.87,0.94,2.85,0.94,2.05,0.74,3.40,-0.51,2.06,0.68,5.16,1.70,0.00,0.00,27.02,-21.87,26.62,0.00
2024-04-21 05:30:00,4.40,1.45,1.30,0.43,2.85,0.94,2.85,0.94,2.05,0.74,3.38,-0.51,2.08,0.68,5.14,1.69,0.00,0.00,26.80,-22.05,26.39,0.00
2024-04-21 06:00:00,4.27,1.40,1.32,0.43,2.87,0.94,2.82,0.93,2.04,0.74,3.30,-0.51,2.12,0.70,5.14,1.69,0.00,0.00,26.50,-22.12,26.10,0.00
2024-04-21 06:30:00,4.40,1.45,1.53,0.50,3.02,0.99,2.95,0.97,2.13,0.74,3.30,-0.47,2.21,0.73,5.45,1.79,0.00,0.00,27.50,-21.66,27.10,0.00
2024-04-21 07:00:00,4.43,1.46,2.02,0.66,3.20,1.05,3.04,1.00,2.32,0.70,3.42,-0.47,2.29,0.75,5.82,1.91,0.00,0.00,28.72,-21.37,28.30,0.00
2024-04-21 07:30:00,4.79,1.57,1.80,0.59,3.28,1.08,3.16,1.04,2.60,0.68,3.72,-0.45,2.53,0.83,6.08,2.00,0.00,0.00,31.19,-20.64,30.76,0.00
2024-04-21 08:00:00,5.04,1.66,1.90,0.62,3.43,1.13,3.39,1.12,2.81,0.68,3.85,-0.45,2.70,0.89,6.39,2.10,0.00,0.00,33.01,-20.27,32.56,0.00
2024-04-21 08:30:00,5.53,1.82,2.09,0.69,3.61,1.19,3.56,1.17,3.08,0.68,4.04,-0.44,2.93,0.96,6.79,2.23,0.41,0.00,35.48,-19.73,34.99,0.00
2024-04-21 09:00:00,5.82,1.91,2.28,0.75,3.79,1.25,3.73,1.23,3.33,0.62,4.26,-0.39,3.11,1.02,7.20,2.37,0.41,0.00,37.67,-19.10,37.16,0.00
2024-04-21 09:30:00,6.03,1.98,2.38,0.78,4.17,1.37,3.88,1.27,3.46,0.59,4.53,-0.35,3.12,1.02,7.95,2.61,0.41,0.00,39.45,-18.63,38.90,0.00
2024-04-21 10:00:00,6.14,2.02,2.66,0.87,4.25,1.40,3.68,1.21,3.52,0.59,4.60,-0.36,3.27,1.07,8.15,2.68,0.41,0.00,40.09,-18.18,39.54,0.00
2024-04-21 10:30:00,5.76,1.89,2.74,0.90,4.44,1.46,3.68,1.21,3.86,0.48,4.82,-0.36,3.41,1.12,8.55,2.81,0.41,0.00,41.01,-17.63,40.45,0.00
2024-04-21 11:00:00,5.60,1.84,2.71,0.89,4.58,1.51,3.62,1.19,3.88,0.48,4.74,-0.37,3.29,1.08,8.84,2.90,0.41,0.00,41.07,-17.43,40.50,0.00
2024-04-21 11:30:00,5.47,1.80,2.62,0.86,4.70,1.54,3.42,1.12,3.74,0.48,4.68,-0.33,3.32,1.09,9.10,2.99,0.41,0.00,40.96,-17.26,40.39,0.00
2024-04-21 12:00:00,5.61,1.84,2.50,0.82,4.65,1.53,3.28,1.08,3.68,0.48,4.74,-0.31,3.32,1.09,9.00,2.96,0.41,0.00,40.64,-17.41,40.07,0.00
2024-04-21 12:30:00,5.22,1.71,2.20,0.72,4.65,1.53,3.27,1.07,3.76,0.46,4.61,-0.33,3.42,1.12,9.03,2.97,0.41,0.00,40.27,-17.47,39.71,0.00
2024-04-21 13:00:00,5.23,1.72,2.15,0.71,4.68,1.54,3.32,1.09,3.86,0.46,4.56,-0.40,3.33,1.10,9.06,2.98,0.41,0.00,40.42,-17.46,39.87,0.00
2024-04-21 13:30:00,5.04,1.66,2.00,0.66,4.64,1.53,3.10,1.02,3.72,0.46,4.50,-0.35,3.29,1.08,8.97,2.95,0.41,0.00,39.62,-17.85,39.05,0.00
2024-04-21 14:00:00,5.13,1.69,1.89,0.62,4.64,1.52,2.99,0.98,3.56,0.46,4.39,-0.38,3.19,1.05,8.97,2.95,0.41,0.00,38.86,-18.10,38.31,0.00
2024-04-21 14:30:00,4.93,1.62,2.28,0.75,4.61,1.52,2.98,0.98,3.56,0.46,4.40,-0.51,3.17,1.04,8.91,2.93,0.41,0.00,39.04,-18.09,38.50,0.00
2024-04-21 15:00:00,5.10,1.68,3.37,1.11,4.63,1.52,3.03,1.00,3.52,0.49,4.33,-0.48,3.14,1.03,8.88,2.92,0.41,0.00,39.89,-17.91,39.32,0.00
2024-04-21 15:30:00,4.96,1.63,1.88,0.62,4.56,1.50,3.08,1.01,3.60,0.51,4.30,-0.50,3.17,1.04,8.75,2.88,0.41,0.00,37.98,-18.37,37.45,0.00
2024-04-21 16:00:00,5.16,1.70,1.98,0.65,4.52,1.49,3.23,1.06,3.64,0.51,4.21,-0.52,3.10,1.02,8.66,2.84,0.41,0.00,38.29,-18.57,37.74,0.00
2024-04-21 16:30:00,5.46,1.80,2.34,0.77,4.47,1.47,3.49,1.15,3.82,0.51,4.24,-0.52,3.38,1.11,8.52,2.80,0.48,0.00,39.44,-18.34,38.91,0.00
2024-04-21 17:00:00,5.89,1.94,2.54,0.83,4.47,1.47,3.82,1.26,4.16,0.51,4.50,-0.50,3.66,1.20,8.50,2.79,0.48,0.00,41.56,-18.02,41.00,0.00
2024-04-21 17:30:00,6.38,2.10,2.47,0.81,4.29,1.41,4.15,1.36,4.37,0.51,4.67,-0.51,3.92,1.29,8.19,2.69,0.57,0.00,43.08,-17.54,42.48,0.00
2024-04-21 18:00:00,6.64,2.18,2.85,0.94,4.25,1.40,4.45,1.46,4.65,0.51,4.78,-0.51,4.01,1.32,8.15,2.68,0.62,0.00,44.42,-17.12,43.82,0.00
2024-04-21 18:30:00,7.05,2.32,2.71,0.89,4.24,1.39,4.59,1.51,4.90,0.51,5.07,-0.51,4.00,1.32,8.15,2.68,0.62,0.00,45.56,-17.14,44.92,0.00
2024-04-21 19:00:00,7.18,2.36,2.77,0.91,4.28,1.41,4.80,1.58,4.99,0.52,5.17,-0.49,4.10,1.35,8.23,2.71,0.54,0.00,46.49,-16.80,45.85,0.00
2024-04-21 19:30:00,7.14,2.35,2.77,0.91,4.24,1.39,4.82,1.58,4.97,0.52,5.13,-0.51,4.02,1.32,8.15,2.68,0.52,0.00,46.19,-17.04,45.54,0.00
2024-04-21 20:00:00,7.13,2.34,2.67,0.88,4.22,1.39,4.77,1.57,4.85,0.52,4.94,-0.52,3.95,1.30,8.10,2.66,0.50,0.00,45.42,-17.24,44.78,0.00
2024-04-21 20:30:00,6.87,2.26,2.66,0.87,4.21,1.38,4.60,1.51,4.76,0.52,5.03,-0.51,3.92,1.29,8.06,2.65,0.50,0.00,44.80,-17.63,44.18,0.00
2024-04-21 21:00:00,6.51,2.14,2.63,0.86,4.18,1.37,4.57,1.50,4.71,0.52,4.89,-0.52,3.95,1.30,8.01,2.63,0.44,0.00,44.17,-17.95,43.55,0.00
2024-04-21 21:30:00,6.31,2.07,2.51,0.82,4.04,1.33,4.40,1.45,4.45,0.54,4.79,-0.49,3.75,1.23,7.70,2.53,0.44,0.00,42.46,-18.79,41.84,0.00
2024-04-21 22:00:00,5.89,1.94,2.38,0.78,3.91,1.28,4.18,1.37,4.00,0.66,4.44,-0.47,3.48,1.14,7.39,2.43,0.41,0.00,39.88,-19.51,39.31,0.00
2024-04-21 22:30:00,5.70,1.87,2.11,0.69,3.74,1.23,3.88,1.28,3.78,0.71,4.15,-0.46,3.32,1.09,7.01,2.30,0.41,0.00,37.66,-20.03,37.13,0.00
2024-04-21 23:00:00,5.40,1.77,2.02,0.66,3.49,1.15,3.56,1.17,3.54,0.63,3.90,-0.48,3.03,1.00,6.50,2.14,0.41,0.00,35.10,-20.39,34.57,0.00
2024-04-21 23:30:00,4.81,1.58,2.17,0.71,3.29,1.08,3.22,1.06,3.22,0.63,3.61,-0.45,2.76,0.91,6.07,2.00,0.00,0.00,32.17,-20.95,31.69,0.00
2024-04-22 00:00:00,4.70,1.55,2.03,0.67,3.18,1.04,3.10,1.02,2.77,0.70,3.44,-0.48,2.56,0.84,5.84,1.92,0.00,0.00,30.38,-21.13,29.92,0.00
2024-04-22 00:30:00,4.67,1.54,2.01,0.66,3.34,1.10,3.08,1.01,2.59,0.70,3.45,-0.49,2.50,0.82,5.82,1.91,0.00,0.00,29.56,-21.46,29.13,0.00
2024-04-22 01:00:00,4.54,1.49,2.01,0.66,3.29,1.08,3.08,1.01,2.59,0.60,3.49,-0.52,2.44,0.80,5.69,1.87,0.00,0.00,29.12,-21.21,28.68,0.00
2024-04-22 01:30:00,4.89,1.61,2.16,0.71,3.15,1.04,3.36,1.10,2.72,0.62,3.95,-0.50,2.53,0.83,5.71,1.88,0.00,0.00,30.99,-20.84,30.54,0.00
2024-04-22 02:00:00,5.00,1.64,2.14,0.70,3.11,1.02,3.45,1.13,2.72,0.62,4.12,-0.48,2.41,0.79,5.70,1.87,0.00,0.00,31.38,-20.76,30.93,0.00
2024-04-22 02:30:00,4.80,1.58,2.12,0.70,3.09,1.02,3.44,1.13,2.70,0.62,4.14,-0.50,2.30,0.76,5.65,1.86,0.00,0.00,31.05,-20.82,30.58,0.00
2024-04-22 03:00:00,4.67,1.54,2.00,0.66,3.04,1.00,3.40,1.12,2.59,0.62,4.08,-0.48,2.29,0.75,5.52,1.82,0.00,0.00,30.20,-21.27,29.76,0.00
2024-04-22 03:30:00,4.53,1.49,1.96,0.64,2.99,0.98,3.39,1.12,2.51,0.62,3.92,-0.50,2.29,0.75,5.38,1.77,0.00,0.00,29.42,-21.37,28.98,0.00
2024-04-22 04:00:00,4.46,1.47,1.91,0.63,2.95,0.97,3.31,1.09,2.45,0.62,3.67,-0.50,2.22,0.73,5.31,1.74,0.00,0.00,28.70,-21.52,28.20,0.00
2024-04-22 04:30:00,4.36,1.43,1.88,0.62,2.97,0.98,3.25,1.07,2.35,0.62,3.56,-0.50,2.18,0.72,5.35,1.76,0.00,0.00,28.31,-21.68,27.89,0.00
2024-04-22 05:00:00,4.36,1.43,1.84,0.61,2.95,0.97,3.14,1.03,2.32,0.62,3.48,-0.50,2.30,0.76,5.30,1.74,0.00,0.00,27.97,-21.63,27.55,0.00
2024-04-22 05:30:00,4.36,1.43,1.87,0.62,3.01,0.99,3.14,1.03,2.25,0.62,3.46,-0.50,2.30,0.76,5.43,1.78,0.00,0.00,28.12,-21.65,27.71,0.00
2024-04-22 06:00:00,4.51,1.48,1.94,0.64,3.09,1.02,3.28,1.08,2.30,0.62,3.51,-0.47,2.41,0.79,5.61,1.84,0.00,0.00,29.33,-21.06,28.90,0.00
2024-04-22 06:30:00,4.69,1.54,2.06,0.68,3.28,1.08,3.76,1.24,2.59,0.62,3.69,-0.45,2.69,0.88,6.09,2.00,0.00,0.00,32.04,-20.17,31.59,0.00
2024-04-22 07:00:00,5.30,1.74,2.39,0.79,3.56,1.17,4.12,1.36,3.03,0.62,4.08,-0.43,2.99,0.98,6.67,2.19,0.00,0.00,35.78,-19.58,35.28,0.00
2024-04-22 07:30:00,6.03,1.98,2.68,0.88,3.95,1.30,4.60,1.51,3.58,0.62,4.64,-0.43,3.43,1.13,7.53,2.47,0.41,0.00,40.84,-18.36,40.29,0.00
2024-04-22 08:00:00,6.36,2.09,2.94,0.96,4.27,1.40,4.95,1.63,3.78,0.56,4.87,-0.53,3.72,1.22,8.19,2.69,0.41,0.00,43.97,-17.56,43.36,0.00
2024-04-22 08:30:00,6.46,2.12,2.84,0.93,4.59,1.51,5.04,1.66,3.96,0.53,4.92,-0.53,3.80,1.25,8.87,2.92,0.41,0.00,45.95,-16.82,45.32,0.00
2024-04-22 09:00:00,6.31,2.07,2.92,0.96,4.84,1.59,4.75,1.56,3.92,0.53,5.03,-0.51,3.88,1.27,9.34,3.07,0.41,0.00,46.59,-16.84,45.95,0.00
2024-04-22 09:30:00,6.31,2.07,2.95,0.97,5.18,1.70,4.89,1.61,3.98,0.53,5.24,-0.51,4.07,1.34,10.05,3.30,0.41,0.00,48.67,-16.02,48.01,0.00
2024-04-22 10:00:00,6.09,2.00,2.99,0.98,5.27,1.73,4.83,1.59,3.84,0.53,5.17,-0.51,3.91,1.29,10.21,3.36,0.41,0.00,48.34,-16.09,47.66,0.00
