Power Units_Bus Number,MW_12160,MVAr_12160,MW_12161,MVAr_12161,MW_12162,MVAr_12162,MW_12163,MVAr_12163,MW_12164,MVAr_12164,MW_12165,MVAr_12165,MW_12214,MVAr_12214,MW_12215,MVAr_12215,MW_12362,MVAr_12362,MW_12363,MVAr_12363,MW_12422,MVAr_12422,MW_12423,MVAr_12423,MW_12424,MVAr_12424,MW_12425,MVAr_12425,MW_12426,MVAr_12426,MW_123400,MVAr_123400,MW_211200,MVAr_211200,MW_211402,MVAr_211402,MW_211406,MVAr_211406
2024-01-01 00:30:00,1.17,-0.28,3.45,-0.53,3.45,-0.53,1.17,-0.28,2.32,-0.32,2.32,-0.32,5.73,-0.74,6.60,-1.48,3.23,-2.19,2.38,-1.33,3.61,-0.38,1.47,-0.22,2.79,-0.25,3.71,-0.94,4.27,-0.30,3.86,0.00,2.68,-0.61,25.63,-12.32,25.63,-12.32
2024-01-01 01:00:00,1.15,-0.28,3.56,-0.53,3.56,-0.53,1.15,-0.28,2.32,-0.32,2.32,-0.32,5.69,-0.68,6.41,-1.53,3.09,-2.19,2.26,-1.38,3.68,-0.38,1.39,-0.22,2.79,-0.28,3.77,-0.91,4.13,-0.37,4.16,0.00,2.68,-0.63,26.21,-12.13,26.21,-12.13
2024-01-01 01:30:00,1.15,-0.28,3.52,-0.52,3.52,-0.52,1.15,-0.28,2.53,-0.32,2.53,-0.32,5.84,-0.64,6.50,-1.47,3.01,-2.19,2.23,-1.35,3.86,-0.38,1.23,-0.22,3.08,-0.28,4.03,-0.85,4.08,-0.37,4.16,0.00,2.67,-0.62,26.01,-12.18,26.01,-12.18
2024-01-01 02:00:00,1.15,-0.28,3.36,-0.52,3.36,-0.52,1.15,-0.28,2.52,-0.32,2.52,-0.32,5.74,-0.71,6.31,-1.47,2.98,-2.19,2.23,-1.32,3.83,-0.38,1.23,-0.22,3.06,-0.28,4.10,-0.84,4.10,-0.37,4.05,0.00,2.55,-0.67,25.27,-12.34,25.27,-12.34
2024-01-01 02:30:00,1.12,-0.28,3.31,-0.52,3.31,-0.52,1.12,-0.28,2.44,-0.32,2.44,-0.32,5.59,-0.71,6.06,-1.50,2.85,-2.19,2.11,-1.35,3.83,-0.34,1.25,-0.22,2.95,-0.25,4.00,-0.84,4.06,-0.39,4.05,0.00,2.84,-0.63,24.86,-12.31,24.86,-12.31
2024-01-01 03:00:00,1.11,-0.28,3.20,-0.54,3.20,-0.54,1.11,-0.28,2.34,-0.32,2.34,-0.32,5.46,-0.62,5.89,-1.47,2.72,-2.17,1.99,-1.35,3.83,-0.33,1.17,-0.22,2.75,-0.25,3.94,-0.86,4.12,-0.35,3.82,0.00,2.90,-0.64,24.29,-12.59,24.29,-12.59
2024-01-01 03:30:00,1.11,-0.28,3.10,-0.48,3.10,-0.48,1.11,-0.28,2.27,-0.32,2.27,-0.32,5.30,-0.65,5.73,-1.49,2.59,-2.21,1.87,-1.41,3.73,-0.35,1.29,-0.22,2.75,-0.28,3.80,-0.86,4.07,-0.38,3.72,0.00,2.84,-0.62,24.49,-12.41,24.49,-12.41
2024-01-01 04:00:00,1.08,-0.28,2.97,-0.52,2.97,-0.52,1.08,-0.28,2.16,-0.32,2.16,-0.32,5.26,-0.60,5.59,-1.46,2.43,-2.21,1.79,-1.38,3.64,-0.32,2.85,-0.22,2.64,-0.28,3.73,-0.86,4.12,-0.38,3.57,0.00,2.99,-0.59,24.20,-12.49,24.20,-12.49
2024-01-01 04:30:00,1.08,-0.28,2.90,-0.52,2.90,-0.52,1.08,-0.28,2.11,-0.32,2.11,-0.32,5.13,-0.60,5.52,-1.45,2.34,-2.24,1.79,-1.36,3.52,-0.34,3.13,-0.22,2.51,-0.30,3.61,-0.88,4.15,-0.32,3.57,0.00,3.82,-0.61,24.27,-12.58,24.27,-12.58
2024-01-01 05:00:00,1.08,-0.28,2.82,-0.50,2.82,-0.50,1.08,-0.28,2.03,-0.32,2.03,-0.32,5.03,-0.64,5.44,-1.44,2.28,-2.25,1.75,-1.38,3.49,-0.31,3.21,-0.22,2.47,-0.30,3.54,-0.84,4.15,-0.32,3.57,0.00,3.83,-0.68,24.04,-12.53,24.04,-12.53
2024-01-01 05:30:00,1.08,-0.28,2.82,-0.50,2.82,-0.50,1.08,-0.28,1.98,-0.32,1.98,-0.32,4.97,-0.66,5.33,-1.44,2.25,-2.22,1.71,-1.35,3.49,-0.31,3.17,-0.22,2.42,-0.30,3.54,-0.84,4.18,-0.32,3.51,0.00,3.66,-0.67,23.91,-12.50,23.91,-12.50
2024-01-01 06:00:00,1.08,-0.28,2.84,-0.51,2.84,-0.51,1.08,-0.28,1.96,-0.32,1.96,-0.32,5.00,-0.66,5.33,-1.44,2.28,-2.22,1.69,-1.35,3.61,-0.31,2.92,-0.24,2.40,-0.28,3.54,-0.84,4.18,-0.29,3.51,0.00,3.78,-0.55,23.12,-12.52,23.12,-12.52
2024-01-01 06:30:00,1.06,-0.28,2.96,-0.48,2.96,-0.48,1.06,-0.28,1.96,-0.32,1.96,-0.32,4.98,-0.69,5.30,-1.46,2.28,-2.22,1.72,-1.35,3.61,-0.31,1.23,-0.24,2.37,-0.28,3.54,-0.81,4.18,-0.26,3.46,0.00,2.34,-0.64,23.23,-12.28,23.23,-12.28
2024-01-01 07:00:00,1.10,-0.28,2.96,-0.50,2.96,-0.50,1.10,-0.28,2.01,-0.32,2.01,-0.32,5.17,-0.61,5.62,-1.39,2.32,-2.17,1.75,-1.33,3.87,-0.31,1.23,-0.24,2.37,-0.28,3.65,-0.81,4.41,-0.26,3.46,0.00,2.40,-0.68,23.65,-12.18,23.65,-12.18
2024-01-01 07:30:00,1.10,-0.28,3.02,-0.48,3.02,-0.48,1.10,-0.28,2.04,-0.32,2.04,-0.32,5.28,-0.61,5.74,-1.39,2.43,-2.17,1.79,-1.33,3.95,-0.28,1.23,-0.24,2.34,-0.28,3.68,-0.77,4.61,-0.23,3.46,0.00,2.82,-0.53,21.00,-12.44,21.00,-12.44
2024-01-01 08:00:00,1.11,-0.28,3.03,-0.46,3.03,-0.46,1.11,-0.28,2.06,-0.31,2.06,-0.31,5.41,-0.64,6.03,-1.34,2.64,-2.12,1.89,-1.31,4.10,-0.28,-2.45,0.12,2.41,-0.24,3.80,-0.79,4.84,-0.09,3.47,0.54,2.96,-0.60,23.30,-12.04,23.30,-12.04
2024-01-01 08:30:00,1.13,-0.26,3.12,-0.47,3.12,-0.47,1.13,-0.26,2.08,-0.28,2.08,-0.28,5.50,-0.58,6.26,-1.31,2.80,-2.06,2.00,-1.27,4.10,-0.28,-0.47,0.12,2.35,-0.24,3.76,-0.79,4.84,0.06,3.47,0.54,3.01,-0.60,27.38,-11.41,27.38,-11.41
2024-01-01 09:00:00,1.14,-0.28,3.28,-0.46,3.28,-0.46,1.14,-0.28,2.21,-0.28,2.21,-0.28,5.60,-0.49,6.48,-1.31,2.92,-2.01,2.12,-1.24,4.10,-0.30,4.73,0.28,2.32,-0.24,3.81,-0.83,4.87,0.26,3.47,0.00,3.26,-0.59,24.04,-12.00,24.04,-12.00
2024-01-01 09:30:00,1.16,-0.28,3.40,-0.48,3.40,-0.48,1.16,-0.28,2.24,-0.28,2.24,-0.28,5.71,-0.51,6.91,-1.31,3.50,-1.96,2.33,-1.21,4.22,-0.30,-1.39,0.03,2.43,-0.26,3.85,-0.83,4.79,0.04,3.54,0.00,2.50,-0.77,26.80,-11.52,26.80,-11.52
2024-01-01 10:00:00,1.20,-0.28,3.60,-0.45,3.60,-0.45,1.20,-0.28,2.36,-0.28,2.36,-0.28,5.91,-0.51,7.51,-1.26,3.81,-1.91,2.54,-1.16,4.24,-0.28,0.70,-0.14,2.55,-0.26,4.07,-0.85,4.94,0.16,3.67,0.00,2.85,-0.65,29.27,-10.94,29.27,-10.94
2024-01-01 10:30:00,1.22,-0.26,3.86,-0.44,3.86,-0.44,1.22,-0.26,2.47,-0.28,2.47,-0.28,6.20,-0.43,7.92,-1.24,4.04,-1.85,2.75,-1.12,4.31,-0.25,1.93,-0.23,2.65,-0.24,4.15,-0.82,5.01,0.20,3.76,0.54,2.79,-0.75,30.48,-10.68,30.48,-10.68
2024-01-01 11:00:00,1.26,-0.26,3.93,-0.48,3.93,-0.48,1.26,-0.26,2.64,-0.22,2.64,-0.22,6.37,-0.39,8.33,-1.18,4.30,-1.82,2.99,-1.04,4.37,-0.25,1.97,-0.23,2.85,-0.24,4.27,-0.82,5.22,0.28,3.97,0.00,2.34,-0.71,31.52,-10.31,31.52,-10.31
2024-01-01 11:30:00,1.32,-0.25,4.24,-0.41,4.24,-0.41,1.32,-0.25,2.72,-0.22,2.72,-0.22,6.59,-0.46,8.83,-1.09,4.81,-1.73,3.21,-1.00,4.53,-0.25,2.02,-0.08,2.99,-0.24,4.39,-0.82,5.30,0.28,4.10,0.54,2.60,-0.78,32.41,-10.05,32.41,-10.05
2024-01-01 12:00:00,1.36,-0.23,4.27,-0.43,4.27,-0.43,1.36,-0.23,2.86,-0.22,2.86,-0.22,6.86,-0.45,9.25,-1.11,4.71,-1.68,3.28,-1.00,4.70,-0.25,1.88,-0.08,3.10,-0.24,4.52,-0.84,5.52,0.28,4.21,0.54,2.70,-0.66,33.58,-9.77,33.58,-9.77
2024-01-01 12:30:00,1.37,-0.23,4.55,-0.38,4.55,-0.38,1.37,-0.23,2.88,-0.22,2.88,-0.22,7.02,-0.45,9.47,-1.07,4.76,-1.71,3.50,-0.95,4.76,-0.25,2.49,0.18,3.30,-0.24,4.60,-0.90,5.64,0.28,4.39,0.00,1.98,-0.84,34.01,-9.63,34.01,-9.63
2024-01-01 13:00:00,1.38,-0.24,4.60,-0.42,4.60,-0.42,1.38,-0.24,2.94,-0.22,2.94,-0.22,7.34,-0.43,9.92,-1.09,4.96,-1.66,3.52,-0.95,4.76,-0.23,2.33,-0.21,3.32,-0.24,4.69,-0.90,5.66,0.28,4.39,0.00,3.14,-0.59,35.10,-9.26,35.10,-9.26
2024-01-01 13:30:00,1.42,-0.24,4.73,-0.39,4.73,-0.39,1.42,-0.24,3.06,-0.24,3.06,-0.24,7.53,-0.39,10.19,-1.06,5.18,-1.66,3.73,-0.89,4.76,-0.23,2.05,0.01,3.41,-0.24,4.84,-0.85,5.66,0.28,4.49,0.00,1.67,-0.85,34.49,-9.44,34.49,-9.44
2024-01-01 14:00:00,1.33,-0.26,4.61,-0.46,4.61,-0.46,1.33,-0.26,3.06,-0.24,3.06,-0.24,7.59,-0.39,10.10,-1.11,5.22,-1.71,3.67,-0.91,4.83,-0.23,1.94,-0.15,3.49,-0.24,4.90,-0.84,5.78,0.28,4.60,0.61,3.35,-0.58,35.53,-9.35,35.53,-9.35
2024-01-01 14:30:00,1.42,-0.26,4.77,-0.39,4.77,-0.39,1.42,-0.26,3.06,-0.24,3.06,-0.24,7.55,-0.44,10.07,-1.16,5.09,-1.71,3.65,-0.95,4.86,-0.23,2.49,-0.22,3.41,-0.24,4.81,-0.81,5.72,0.28,4.50,0.00,2.16,-0.81,35.38,-9.41,35.38,-9.41
2024-01-01 15:00:00,1.44,-0.26,4.71,-0.41,4.71,-0.41,1.44,-0.26,3.08,-0.25,3.08,-0.25,7.68,-0.36,9.97,-1.18,5.02,-1.75,3.65,-0.95,4.78,-0.23,2.82,-0.20,3.55,-0.24,4.85,-0.79,5.76,0.28,4.62,0.00,2.52,-0.70,35.29,-9.42,35.29,-9.42
2024-01-01 15:30:00,1.45,-0.26,4.89,-0.44,4.89,-0.44,1.45,-0.26,3.12,-0.25,3.12,-0.25,7.59,-0.36,9.97,-1.18,5.05,-1.75,3.66,-0.95,4.78,-0.23,2.44,0.26,3.51,-0.24,4.80,-0.79,5.81,0.28,4.62,0.54,2.10,-0.80,35.98,-9.38,35.98,-9.38
2024-01-01 16:00:00,1.44,-0.26,4.95,-0.45,4.95,-0.45,1.44,-0.26,3.17,-0.25,3.17,-0.25,7.69,-0.41,10.06,-1.18,5.05,-1.78,3.63,-0.99,4.78,-0.23,3.55,0.26,3.51,-0.24,4.78,-0.82,5.83,0.24,4.62,0.54,3.02,-0.68,37.38,-9.17,37.38,-9.17
2024-01-01 16:30:00,1.44,-0.26,5.15,-0.37,5.15,-0.37,1.44,-0.26,3.24,-0.25,3.24,-0.25,7.87,-0.38,10.21,-1.21,5.14,-1.81,3.74,-0.99,4.81,-0.23,4.26,0.33,3.62,-0.24,4.92,-0.82,5.86,0.26,4.83,0.00,2.43,-0.76,38.75,-8.74,38.75,-8.74
2024-01-01 17:00:00,1.50,-0.24,5.11,-0.44,5.11,-0.44,1.50,-0.24,3.38,-0.25,3.38,-0.25,8.14,-0.34,10.64,-1.21,5.44,-1.78,4.03,-0.99,4.91,-0.23,5.22,0.33,3.73,-0.24,4.95,-0.74,5.95,0.26,4.83,0.54,2.81,-0.70,38.48,-8.67,38.48,-8.67
2024-01-01 17:30:00,1.42,-0.26,5.24,-0.39,5.24,-0.39,1.42,-0.26,3.44,-0.25,3.44,-0.25,8.24,-0.32,10.99,-1.16,5.85,-1.71,4.23,-0.90,4.91,-0.23,3.09,0.30,3.89,-0.11,4.99,-0.74,6.00,0.21,4.98,0.54,2.22,-0.79,33.04,-9.60,33.04,-9.60
2024-01-01 18:00:00,1.46,-0.23,5.11,-0.42,5.11,-0.42,1.46,-0.23,3.48,-0.25,3.48,-0.25,8.13,-0.42,10.93,-1.16,6.04,-1.70,4.42,-0.90,4.81,-0.23,-2.62,0.23,3.89,-0.18,4.96,-0.83,5.68,-0.21,4.98,0.54,3.11,-0.66,33.17,-9.65,33.17,-9.65
2024-01-01 18:30:00,1.56,-0.23,5.10,-0.46,5.10,-0.46,1.56,-0.23,3.42,-0.25,3.42,-0.25,8.11,-0.42,10.75,-1.20,5.97,-1.72,4.44,-0.90,4.74,-0.25,-2.58,0.23,3.81,-0.18,4.85,-0.80,5.56,-0.23,4.90,0.59,2.23,-0.82,35.46,-9.56,35.46,-9.56
2024-01-01 19:00:00,1.53,-0.23,4.85,-0.50,4.85,-0.50,1.53,-0.23,3.36,-0.26,3.36,-0.26,7.92,-0.42,10.51,-1.26,5.68,-1.77,4.31,-0.93,4.58,-0.25,1.18,-0.12,3.78,-0.22,4.63,-0.80,5.33,-0.23,4.90,0.00,2.64,-0.70,36.29,-9.69,36.29,-9.69
2024-01-01 19:30:00,1.50,-0.23,4.84,-0.50,4.84,-0.50,1.50,-0.23,3.28,-0.26,3.28,-0.26,7.76,-0.43,10.15,-1.30,5.39,-1.85,4.04,-0.96,4.38,-0.29,3.89,-0.12,3.74,-0.22,4.61,-0.77,4.95,-0.26,4.81,0.00,2.42,-0.80,34.45,-9.94,34.45,-9.94
2024-01-01 20:00:00,1.46,-0.23,4.67,-0.49,4.67,-0.49,1.46,-0.23,3.18,-0.27,3.18,-0.27,7.61,-0.43,9.77,-1.28,5.17,-1.85,3.95,-0.94,4.34,-0.27,1.82,-0.21,3.69,-0.22,4.55,-0.80,4.92,-0.28,4.81,0.00,2.40,-0.73,33.77,-10.21,33.77,-10.21
2024-01-01 20:30:00,1.44,-0.23,4.61,-0.49,4.61,-0.49,1.44,-0.23,3.13,-0.27,3.13,-0.27,7.25,-0.56,9.38,-1.32,4.99,-1.92,4.16,-0.88,4.22,-0.27,1.87,-0.21,3.61,-0.22,4.51,-0.78,4.92,-0.28,4.69,0.00,2.21,-0.81,33.06,-10.43,33.06,-10.43
2024-01-01 21:00:00,1.44,-0.23,4.41,-0.55,4.41,-0.55,1.44,-0.23,3.09,-0.27,3.09,-0.27,7.13,-0.54,9.01,-1.38,4.79,-1.94,4.25,-0.80,4.22,-0.29,1.81,-0.21,3.41,-0.22,4.41,-0.76,4.96,-0.30,4.50,0.00,2.27,-0.74,32.05,-10.72,32.05,-10.72
2024-01-01 21:30:00,1.40,-0.24,4.34,-0.52,4.34,-0.52,1.40,-0.24,2.93,-0.29,2.93,-0.29,6.99,-0.54,8.73,-1.38,4.52,-2.01,3.95,-0.83,4.15,-0.29,1.84,-0.21,3.37,-0.22,4.35,-0.79,4.80,-0.28,4.44,0.00,2.69,-0.78,31.42,-11.06,31.42,-11.06
2024-01-01 22:00:00,1.28,-0.25,4.11,-0.55,4.11,-0.55,1.28,-0.25,2.88,-0.28,2.88,-0.28,6.94,-0.54,8.50,-1.42,4.31,-2.09,3.72,-0.88,4.11,-0.31,1.79,-0.21,3.34,-0.22,4.29,-0.79,4.59,-0.36,4.44,0.00,3.59,-0.68,30.89,-11.22,30.89,-11.22
2024-01-01 22:30:00,1.35,-0.25,3.98,-0.51,3.98,-0.51,1.35,-0.25,2.75,-0.28,2.75,-0.28,6.69,-0.58,8.08,-1.42,4.00,-2.15,3.60,-0.84,4.08,-0.31,1.70,-0.21,3.21,-0.22,4.19,-0.81,4.53,-0.32,4.29,0.00,2.46,-0.80,29.02,-11.48,29.02,-11.48
2024-01-01 23:00:00,1.35,-0.21,3.64,-0.58,3.64,-0.58,1.35,-0.21,2.62,-0.29,2.62,-0.29,6.35,-0.60,7.56,-1.44,3.73,-2.15,3.35,-0.86,4.00,-0.31,1.58,-0.21,3.10,-0.22,4.02,-0.81,4.51,-0.27,4.20,0.00,2.62,-0.64,27.71,-11.61,27.71,-11.61
2024-01-01 23:30:00,1.33,-0.21,3.46,-0.56,3.46,-0.56,1.33,-0.21,2.47,-0.29,2.47,-0.29,6.14,-0.57,7.06,-1.46,3.42,-2.17,3.07,-0.83,3.96,-0.31,1.60,-0.21,2.85,-0.22,3.89,-0.81,4.32,-0.29,3.94,0.00,1.91,-0.73,26.19,-11.88,26.19,-11.88
2024-01-02 00:00:00,1.30,-0.21,3.29,-0.54,3.29,-0.54,1.30,-0.21,2.37,-0.32,2.37,-0.32,5.82,-0.70,6.76,-1.46,3.10,-2.17,2.94,-0.74,3.83,-0.31,1.52,-0.21,2.76,-0.22,3.81,-0.83,4.12,-0.29,3.71,0.00,2.43,-0.56,25.36,-11.82,25.36,-11.82
2024-01-02 00:30:00,1.28,-0.22,3.28,-0.56,3.28,-0.56,1.28,-0.22,2.30,-0.32,2.30,-0.32,5.67,-0.64,6.36,-1.43,2.84,-2.15,2.86,-0.69,3.72,-0.31,1.30,-0.21,2.61,-0.25,3.73,-0.83,3.94,-0.29,3.71,0.00,2.19,-0.70,24.82,-12.07,24.82,-12.07
2024-01-02 01:00:00,1.22,-0.22,3.31,-0.56,3.31,-0.56,1.22,-0.22,2.25,-0.31,2.25,-0.31,5.50,-0.64,6.21,-1.50,2.72,-2.20,2.70,-0.75,3.67,-0.33,1.38,-0.21,2.61,-0.28,3.73,-0.83,3.94,-0.33,3.71,0.00,1.96,-0.76,25.02,-11.95,25.02,-11.95
2024-01-02 01:30:00,1.22,-0.22,3.25,-0.53,3.25,-0.53,1.22,-0.22,2.44,-0.31,2.44,-0.31,5.53,-0.64,6.14,-1.44,2.67,-2.20,2.66,-0.75,3.81,-0.31,1.17,-0.21,2.88,-0.25,4.05,-0.75,3.98,-0.33,3.90,0.00,2.35,-0.58,25.21,-11.99,25.21,-11.99
2024-01-02 02:00:00,1.20,-0.22,3.21,-0.51,3.21,-0.51,1.20,-0.22,2.42,-0.31,2.42,-0.31,5.45,-0.64,5.94,-1.46,2.60,-2.20,2.82,-0.65,3.74,-0.33,1.23,-0.21,2.78,-0.25,4.05,-0.75,3.95,-0.33,3.90,0.00,2.75,-0.57,24.65,-11.96,24.65,-11.96
2024-01-02 02:30:00,1.17,-0.21,3.17,-0.49,3.17,-0.49,1.17,-0.21,2.36,-0.29,2.36,-0.29,5.38,-0.59,5.76,-1.43,2.56,-2.18,2.75,-0.53,3.68,-0.33,1.17,-0.21,2.68,-0.23,3.88,-0.80,3.83,-0.36,3.80,0.00,2.34,-0.67,23.81,-12.05,23.81,-12.05
2024-01-02 03:00:00,1.16,-0.21,3.12,-0.48,3.12,-0.48,1.16,-0.21,2.23,-0.29,2.23,-0.29,5.28,-0.54,5.60,-1.40,2.44,-2.15,2.69,-0.53,3.62,-0.33,1.12,-0.21,2.65,-0.23,3.80,-0.80,3.74,-0.39,3.62,0.00,2.25,-0.66,23.37,-12.14,23.37,-12.14
2024-01-02 03:30:00,1.08,-0.22,3.07,-0.50,3.07,-0.50,1.08,-0.22,2.18,-0.29,2.18,-0.29,5.13,-0.56,5.50,-1.40,2.35,-2.18,2.71,-0.49,3.62,-0.33,1.12,-0.21,2.49,-0.27,3.76,-0.77,3.81,-0.36,3.55,0.00,2.23,-0.72,24.13,-12.07,24.13,-12.07
2024-01-02 04:00:00,1.08,-0.22,3.00,-0.50,3.00,-0.50,1.08,-0.22,2.17,-0.29,2.17,-0.29,5.08,-0.56,5.41,-1.38,2.27,-2.18,2.77,-0.29,3.54,-0.33,2.79,-0.21,2.43,-0.27,3.73,-0.79,3.97,-0.32,3.50,0.00,2.92,-0.62,24.23,-11.95,24.23,-11.95
2024-01-02 04:30:00,1.08,-0.22,2.94,-0.48,2.94,-0.48,1.08,-0.22,2.15,-0.30,2.15,-0.30,4.98,-0.56,5.38,-1.38,2.27,-2.18,2.77,-0.25,3.46,-0.33,3.02,-0.21,2.38,-0.27,3.54,-0.82,3.97,-0.32,3.45,0.00,3.02,-0.66,24.19,-11.95,24.19,-11.95
2024-01-02 05:00:00,1.08,-0.22,3.02,-0.47,3.02,-0.47,1.08,-0.22,2.15,-0.30,2.15,-0.30,4.89,-0.59,5.44,-1.36,2.27,-2.18,2.77,-0.25,3.46,-0.33,3.02,-0.21,2.34,-0.24,3.59,-0.78,3.85,-0.35,3.50,0.00,3.17,-0.54,24.53,-11.91,24.53,-11.91
2024-01-02 05:30:00,1.08,-0.22,3.11,-0.41,3.11,-0.41,1.08,-0.22,2.15,-0.30,2.15,-0.30,4.96,-0.63,5.48,-1.39,2.31,-2.18,2.75,-0.25,3.55,-0.33,3.16,-0.21,2.36,-0.24,3.59,-0.77,3.83,-0.35,3.50,0.00,3.56,-0.36,25.57,-11.42,25.57,-11.42
2024-01-02 06:00:00,1.10,-0.22,3.54,-0.06,3.54,-0.06,1.10,-0.22,2.26,-0.28,2.26,-0.28,5.08,-0.63,5.91,-1.28,2.41,-2.13,2.78,-0.23,3.74,-0.33,3.11,-0.21,2.40,-0.24,3.71,-0.73,4.01,-0.35,3.50,0.00,3.34,-0.56,26.67,-10.72,26.67,-10.72
2024-01-02 06:30:00,1.26,-0.16,4.23,0.13,4.23,0.13,1.26,-0.16,2.53,-0.21,2.53,-0.21,5.39,-0.60,6.52,-1.07,2.63,-2.05,2.91,-0.23,4.03,-0.26,1.56,-0.21,2.51,-0.24,3.89,-0.73,4.30,-0.27,3.65,0.00,2.18,-0.74,29.66,-9.11,29.66,-9.11
2024-01-02 07:00:00,1.60,-0.18,4.57,0.40,4.57,0.40,1.60,-0.18,2.99,0.09,2.99,0.09,5.87,-0.47,7.62,-0.68,3.19,-1.77,3.07,-0.23,4.67,-0.22,1.58,-0.06,2.80,-0.16,4.19,-0.60,4.69,-0.24,3.96,0.54,3.02,-0.69,32.60,-7.68,32.60,-7.68
2024-01-02 07:30:00,1.80,-0.10,4.93,0.52,4.93,0.52,1.80,-0.10,3.35,0.26,3.35,0.26,6.33,-0.36,8.76,-0.38,3.61,-1.52,3.28,-0.23,5.09,0.21,1.74,0.25,3.00,0.23,4.28,-0.60,4.88,-0.13,4.14,0.54,3.38,-0.69,37.25,-5.99,37.25,-5.99
2024-01-02 08:00:00,1.96,-0.16,5.16,0.48,5.16,0.48,1.96,-0.16,3.74,0.41,3.74,0.41,7.03,0.00,9.90,0.41,4.04,-1.43,3.51,0.00,5.88,0.39,4.12,0.34,3.21,0.27,4.68,-0.57,5.56,0.29,4.33,0.54,3.81,-0.60,39.33,-4.41,39.33,-4.41
2024-01-02 08:30:00,2.14,0.12,5.89,0.83,5.89,0.83,2.14,0.12,4.08,0.54,4.08,0.54,7.65,0.39,11.04,0.88,4.55,-1.08,3.69,0.00,6.23,0.54,2.45,0.28,3.49,0.30,4.83,-0.57,6.11,0.42,4.62,0.63,3.03,-0.79,42.02,-2.91,42.02,-2.91
2024-01-02 09:00:00,2.12,0.13,6.16,0.92,6.16,0.92,2.12,0.13,4.53,0.70,4.53,0.70,8.42,0.53,11.71,1.13,4.97,-1.03,3.91,0.23,6.63,0.58,2.73,0.38,3.85,0.43,5.07,-0.54,6.62,0.49,4.98,0.77,3.38,-0.64,44.70,-1.78,44.70,-1.78
2024-01-02 09:30:00,2.36,0.16,6.41,1.06,6.41,1.06,2.36,0.16,4.76,0.82,4.76,0.82,8.75,0.66,12.38,1.41,5.45,-0.83,4.08,0.27,7.05,0.73,2.91,0.38,4.08,0.53,5.46,-0.52,6.94,0.64,5.20,1.00,2.69,-0.87,46.17,-1.45,46.17,-1.45
2024-01-02 10:00:00,2.56,0.24,6.60,1.06,6.60,1.06,2.56,0.24,4.87,0.82,4.87,0.82,9.01,0.63,12.50,1.15,5.62,-0.66,4.25,0.37,7.36,0.77,3.14,0.38,4.43,0.62,5.95,-0.52,7.32,0.64,5.57,1.00,3.74,-0.58,47.87,-0.93,47.87,-0.93
2024-01-02 10:30:00,2.70,0.19,6.85,1.16,6.85,1.16,2.70,0.19,4.97,0.82,4.97,0.82,9.03,0.65,12.68,1.26,5.98,-0.66,4.36,0.42,7.59,0.80,3.26,0.44,4.58,0.69,6.24,-0.55,7.49,0.71,5.70,1.08,1.87,-0.89,46.91,-1.40,46.91,-1.40
2024-01-02 11:00:00,2.25,0.05,7.00,1.21,7.00,1.21,2.25,0.05,4.92,0.80,4.92,0.80,9.09,0.64,12.48,1.08,5.98,-0.83,4.58,0.45,7.59,0.76,3.42,0.48,4.70,0.67,6.11,-0.61,7.80,0.81,5.81,1.08,3.75,-0.58,46.65,-0.74,46.65,-0.74
2024-01-02 11:30:00,2.82,0.05,6.64,0.78,6.64,0.78,2.82,0.05,5.15,0.86,5.15,0.86,9.44,0.73,13.13,1.40,5.98,-0.63,4.54,0.43,7.59,0.86,0.55,0.70,4.81,0.67,6.11,-0.57,7.96,0.88,5.90,1.08,1.97,-0.89,49.14,-0.69,49.14,-0.69
2024-01-02 12:00:00,2.82,-0.02,6.81,0.74,6.81,0.74,2.82,-0.02,5.24,0.92,5.24,0.92,9.62,0.69,13.76,1.53,5.98,-0.61,4.66,0.51,7.74,0.89,3.73,0.61,4.81,0.67,6.31,-0.52,8.12,0.88,5.90,1.08,4.57,-0.58,52.41,-0.16,52.41,-0.16
2024-01-02 12:30:00,2.96,-0.02,6.78,0.67,6.78,0.67,2.96,-0.02,5.25,0.94,5.25,0.94,9.67,0.64,13.95,1.47,6.16,-0.54,4.83,0.59,7.67,0.84,6.58,0.83,4.78,0.70,6.24,-0.52,8.00,0.88,5.90,1.08,2.87,-0.82,50.61,-0.72,50.61,-0.72
2024-01-02 13:00:00,3.02,-0.06,6.87,0.71,6.87,0.71,3.02,-0.06,5.34,0.92,5.34,0.92,9.92,0.69,14.09,1.40,6.20,-0.61,4.86,0.59,7.76,0.84,3.44,0.60,4.95,0.70,6.28,-0.59,8.31,0.88,6.06,1.08,3.58,-0.75,49.74,-0.98,49.74,-0.98
2024-01-02 13:30:00,2.88,-0.09,6.89,0.70,6.89,0.70,2.88,-0.09,5.34,0.88,5.34,0.88,10.00,0.66,14.06,1.33,6.40,-0.65,4.86,0.59,7.74,0.86,2.05,0.64,5.02,0.65,6.52,-0.54,8.21,0.84,6.12,1.08,2.41,-0.90,47.93,-1.42,47.93,-1.42
2024-01-02 14:00:00,2.97,0.14,6.81,0.74,6.81,0.74,2.97,0.14,5.18,0.80,5.18,0.80,10.03,0.67,13.87,1.20,6.38,-0.77,4.89,0.50,7.77,0.81,0.87,0.64,5.02,0.67,6.56,-0.48,8.40,0.92,6.12,1.08,3.60,-0.74,50.15,-0.80,50.15,-0.80
