Power Units_Bus Number,MW_15930,MVAr_15930,MW_15931,MVAr_15931,MW_15950,MVAr_15950,MW_15951,MVAr_15951,MW_15952,MVAr_15952,MW_15970,MVAr_15970,MW_15971,MVAr_15971,MW_15972,MVAr_15972,MW_15973,MVAr_15973,MW_159400,MVAr_159400,MW_159402,MVAr_159402,MW_169900,MVAr_169900,MW_169904,MVAr_169904
2024-01-01 00:30:00,2.11,-0.50,3.27,-0.65,8.15,-1.67,8.12,0.00,8.43,-1.06,5.50,-0.69,3.81,-0.44,3.07,-0.43,5.52,-0.29,20.01,-4.76,20.01,-4.76,0.00,0.00,0.00,0.67
2024-01-01 01:00:00,2.08,-0.50,3.27,-0.65,7.84,-1.68,8.93,0.00,8.56,-1.04,5.62,-0.66,3.90,-0.43,3.24,-0.43,5.55,-0.29,20.33,-4.66,20.33,-4.66,0.00,0.00,0.00,0.67
2024-01-01 01:30:00,2.05,-0.52,3.15,-0.65,8.01,-1.64,8.09,0.00,8.49,-1.04,5.52,-0.66,3.82,-0.43,3.20,-0.43,5.42,-0.34,19.93,-4.74,19.93,-4.74,0.00,0.00,0.00,0.67
2024-01-01 02:00:00,2.05,-0.52,2.94,-0.65,7.79,-1.67,7.60,0.00,8.25,-1.10,5.35,-0.66,3.72,-0.43,3.17,-0.43,5.30,-0.30,19.36,-4.82,19.36,-4.82,0.00,0.00,0.00,0.67
2024-01-01 02:30:00,1.97,-0.54,2.84,-0.62,7.51,-1.65,7.99,0.00,8.09,-1.06,5.24,-0.69,3.65,-0.43,3.14,-0.43,5.18,-0.30,18.91,-4.82,18.91,-4.82,0.00,0.00,0.00,0.67
2024-01-01 03:00:00,1.90,-0.54,2.71,-0.62,7.26,-1.62,7.36,0.00,8.01,-1.06,5.02,-0.69,3.58,-0.43,3.08,-0.43,5.09,-0.26,13.54,-6.01,13.54,-6.01,0.00,0.00,0.00,1.70
2024-01-01 03:30:00,1.90,-0.54,2.67,-0.62,6.98,-1.67,8.24,0.00,7.95,-0.98,4.84,-0.69,3.48,-0.41,2.99,-0.40,4.93,-0.26,12.00,-6.22,12.00,-6.22,0.00,0.00,8.59,1.99
2024-01-01 04:00:00,1.85,-0.53,2.57,-0.62,6.78,-1.58,4.98,0.00,7.81,-0.98,4.77,-0.69,3.44,-0.41,2.87,-0.40,4.78,-0.26,17.52,-4.91,17.52,-4.91,0.00,0.00,0.00,0.67
2024-01-01 04:30:00,1.78,-0.56,2.51,-0.67,6.55,-1.61,6.81,0.00,7.71,-0.95,4.62,-0.69,3.40,-0.41,2.80,-0.40,4.66,-0.29,17.21,-5.02,17.21,-5.02,0.00,0.00,0.00,0.67
2024-01-01 05:00:00,1.75,-0.54,2.51,-0.64,6.55,-1.59,7.06,0.00,7.65,-0.89,4.50,-0.69,3.36,-0.41,2.78,-0.38,4.57,-0.25,16.90,-4.96,16.90,-4.96,0.00,0.00,0.00,0.67
2024-01-01 05:30:00,1.75,-0.54,2.56,-0.64,6.30,-1.62,8.69,0.00,7.65,-0.89,4.50,-0.69,3.34,-0.41,2.81,-0.38,4.50,-0.27,16.67,-5.02,16.67,-5.02,0.00,0.00,0.00,0.67
2024-01-01 06:00:00,1.76,-0.54,2.54,-0.64,5.82,-1.68,10.15,0.00,7.76,-0.89,4.50,-0.69,3.34,-0.39,2.88,-0.36,4.50,-0.24,16.78,-4.98,16.78,-4.98,0.00,0.00,0.00,0.67
2024-01-01 06:30:00,1.84,-0.50,2.60,-0.64,5.82,-1.72,9.79,0.00,7.86,-0.85,4.67,-0.66,3.34,-0.39,2.98,-0.36,4.58,-0.26,17.22,-4.91,17.22,-4.91,0.00,0.00,0.00,0.67
2024-01-01 07:00:00,1.88,-0.53,2.67,-0.64,6.10,-1.72,12.79,0.00,7.95,-0.88,4.77,-0.66,3.37,-0.39,3.12,-0.33,4.65,-0.29,17.56,-4.85,17.56,-4.85,0.00,0.00,0.00,0.67
2024-01-01 07:30:00,1.96,-0.55,2.76,-0.66,6.24,-1.66,16.70,0.00,8.16,-0.84,4.97,-0.66,3.52,-0.39,3.31,-0.33,4.71,-0.35,18.17,-4.81,18.17,-4.81,0.00,0.00,0.00,0.67
2024-01-01 08:00:00,1.96,-0.55,2.79,-0.66,6.46,-1.63,12.35,0.00,8.14,-0.84,5.00,-0.60,3.59,-0.35,3.34,-0.28,4.82,-0.24,18.50,-4.57,18.50,-4.57,0.00,0.00,0.00,0.67
2024-01-01 08:30:00,2.07,-0.51,2.92,-0.66,6.78,-1.53,14.05,0.00,8.16,-0.87,5.23,-0.60,3.62,-0.35,3.31,-0.28,4.96,-0.24,18.91,-4.62,18.91,-4.62,0.00,0.00,0.00,0.67
2024-01-01 09:00:00,2.15,-0.51,3.11,-0.66,6.94,-1.65,17.90,0.00,8.29,-0.82,5.53,-0.56,3.83,-0.35,3.43,-0.31,5.13,-0.24,19.80,-4.50,19.80,-4.50,0.00,0.00,0.00,0.67
2024-01-01 09:30:00,2.35,-0.51,3.41,-0.66,7.44,-1.59,13.38,0.00,8.58,-0.87,5.90,-0.56,3.97,-0.34,3.64,-0.31,5.59,-0.21,21.18,-4.13,21.18,-4.13,0.00,0.00,0.00,0.67
2024-01-01 10:00:00,2.46,-0.47,3.44,-0.61,8.22,-1.50,17.59,0.00,8.83,-0.90,6.24,-0.54,4.15,-0.34,3.67,-0.29,5.69,-0.21,21.97,-3.98,21.97,-3.98,0.00,0.00,0.00,0.67
2024-01-01 10:30:00,2.66,-0.47,3.75,-0.61,8.68,-1.50,14.52,0.00,9.22,-0.83,6.51,-0.54,4.28,-0.34,3.81,-0.29,5.72,-0.23,23.00,-3.93,23.00,-3.93,0.00,0.00,0.00,0.67
2024-01-01 11:00:00,2.82,-0.47,3.98,-0.64,9.36,-1.52,15.38,0.00,9.61,-0.73,6.79,-0.48,4.45,-0.29,4.01,-0.27,5.99,-0.23,24.20,-3.57,24.20,-3.57,0.00,0.00,0.00,0.67
2024-01-01 11:30:00,2.96,-0.47,4.18,-0.58,10.08,-1.35,12.43,0.00,9.99,-0.73,7.01,-0.46,4.68,-0.27,4.21,-0.24,6.19,0.00,25.14,-3.34,25.14,-3.34,0.00,0.00,0.00,0.67
2024-01-01 12:00:00,3.00,-0.50,4.28,-0.62,10.41,-1.39,17.32,0.00,10.09,-0.77,7.25,-0.44,4.65,-0.28,4.21,-0.24,6.31,-0.22,25.62,-3.28,25.62,-3.28,0.00,0.00,0.00,0.67
2024-01-01 12:30:00,3.14,-0.47,4.45,-0.59,10.77,-1.36,19.20,0.00,10.42,-0.70,7.54,-0.44,4.81,-0.28,4.26,-0.26,6.64,0.00,26.52,-3.10,26.52,-3.10,0.00,0.00,0.00,0.67
2024-01-01 13:00:00,3.18,-0.47,4.70,-0.59,11.17,-1.36,14.52,0.00,10.56,-0.70,7.64,-0.44,4.90,-0.28,4.37,-0.26,6.72,-0.22,27.10,-3.00,27.10,-3.00,0.00,0.00,0.00,0.67
2024-01-01 13:30:00,3.18,-0.50,4.83,-0.54,11.46,-1.31,10.63,0.00,10.70,-0.63,7.72,-0.42,4.93,-0.28,4.40,-0.24,6.70,-0.22,27.30,-2.96,27.30,-2.96,0.00,0.00,0.00,0.67
2024-01-01 14:00:00,3.22,-0.46,4.91,-0.58,11.60,-1.29,17.27,0.00,10.59,-0.65,7.75,-0.42,4.98,-0.26,4.42,-0.24,6.73,-0.22,27.40,-3.00,27.40,-3.00,0.00,0.00,0.00,0.67
2024-01-01 14:30:00,3.22,-0.44,4.88,-0.58,11.58,-1.34,12.99,0.00,10.56,-0.68,7.77,-0.42,4.98,-0.26,4.34,-0.27,6.84,-0.22,27.41,-3.02,27.41,-3.02,0.00,0.00,0.00,0.67
2024-01-01 15:00:00,3.33,-0.44,4.77,-0.55,11.65,-1.38,13.48,0.00,10.40,-0.68,7.74,-0.42,4.93,-0.26,4.34,-0.27,6.80,-0.22,27.24,-3.02,27.24,-3.02,0.00,0.00,0.00,0.67
2024-01-01 15:30:00,3.33,-0.46,4.80,-0.50,11.59,-1.38,16.72,0.00,10.49,-0.79,7.82,-0.42,4.93,-0.26,4.38,-0.27,6.87,-0.22,27.48,-3.02,27.48,-3.02,0.00,0.00,0.00,0.67
2024-01-01 16:00:00,3.36,-0.52,4.94,-0.55,11.70,-1.35,6.68,0.00,10.84,-0.81,7.98,-0.42,5.03,-0.29,4.47,-0.27,7.00,-0.22,28.17,-2.96,28.17,-2.96,0.00,0.00,0.00,0.67
2024-01-01 16:30:00,3.41,-0.52,5.13,-0.55,12.05,-1.35,13.00,0.00,11.41,-0.81,8.25,-0.39,5.27,-0.29,4.60,-0.27,7.19,-0.22,12.44,-5.80,12.44,-5.80,0.00,0.00,0.00,0.67
2024-01-01 17:00:00,3.41,-0.52,5.04,-0.52,12.45,-1.30,15.23,0.00,11.74,-0.71,8.36,-0.39,5.33,-0.29,4.57,-0.31,7.29,-0.22,9.43,-6.19,9.43,-6.19,0.00,0.00,16.84,2.67
2024-01-01 17:30:00,3.29,-0.52,4.97,-0.60,12.73,-1.24,12.85,0.00,11.85,-0.71,8.42,-0.39,5.36,-0.27,4.53,-0.31,7.31,-0.22,9.54,-6.17,9.54,-6.17,0.00,0.00,20.13,2.96
2024-01-01 18:00:00,3.18,-0.50,4.98,-0.65,12.98,-1.19,12.01,0.00,11.75,-0.71,8.29,-0.43,5.36,-0.27,4.50,-0.31,7.21,-0.22,9.24,-6.26,9.24,-6.26,0.00,0.00,20.13,2.96
2024-01-01 18:30:00,3.13,-0.54,5.01,-0.61,12.74,-1.19,13.04,0.00,11.72,-0.70,8.11,-0.47,5.36,-0.27,4.52,-0.31,7.10,-0.22,8.88,-6.41,8.88,-6.41,0.00,0.00,20.13,2.96
2024-01-01 19:00:00,3.03,-0.50,4.76,-0.61,12.32,-1.28,11.98,0.00,11.37,-0.72,7.95,-0.47,5.25,-0.31,4.46,-0.31,6.98,-0.22,8.09,-6.61,8.09,-6.61,0.00,0.00,20.13,2.96
2024-01-01 19:30:00,3.00,-0.48,4.62,-0.61,11.87,-1.39,11.78,0.00,11.20,-0.66,7.92,-0.54,5.14,-0.31,4.44,-0.31,6.74,-0.24,26.96,-3.33,26.96,-3.33,0.00,0.00,10.18,1.65
2024-01-01 20:00:00,2.91,-0.52,4.56,-0.63,11.57,-1.42,12.08,0.00,10.93,-0.72,7.57,-0.56,5.03,-0.33,4.27,-0.34,6.64,-0.24,26.93,-3.36,26.93,-3.36,0.00,0.00,10.18,1.65
2024-01-01 20:30:00,2.85,-0.52,4.42,-0.60,11.23,-1.42,10.61,0.00,10.71,-0.76,7.26,-0.60,4.94,-0.33,4.19,-0.34,6.54,-0.24,26.18,-3.56,26.18,-3.56,0.00,0.00,0.00,0.67
2024-01-01 21:00:00,2.72,-0.52,4.28,-0.65,10.95,-1.46,9.02,0.00,10.41,-0.78,7.10,-0.63,4.83,-0.36,4.01,-0.36,6.37,-0.24,25.30,-3.86,25.30,-3.86,0.00,0.00,0.00,0.67
2024-01-01 21:30:00,2.67,-0.52,4.14,-0.68,10.36,-1.63,11.92,0.00,10.34,-0.81,6.87,-0.63,4.66,-0.39,3.87,-0.38,6.10,-0.24,24.53,-4.04,24.53,-4.04,0.00,0.00,0.00,0.67
2024-01-01 22:00:00,2.52,-0.50,4.03,-0.68,9.96,-1.65,9.86,0.00,9.89,-0.87,6.51,-0.63,4.46,-0.41,3.81,-0.38,5.89,-0.28,23.60,-4.20,23.60,-4.20,0.00,0.00,0.00,0.67
2024-01-01 22:30:00,2.38,-0.54,3.85,-0.62,9.67,-1.65,9.40,0.00,9.61,-0.75,6.16,-0.63,4.26,-0.41,3.59,-0.40,5.65,-0.31,22.48,-4.30,22.48,-4.30,0.00,0.00,0.00,0.67
2024-01-01 23:00:00,2.32,-0.54,3.77,-0.54,9.04,-1.71,9.31,0.00,9.32,-0.71,5.89,-0.68,4.00,-0.43,3.40,-0.42,5.39,-0.31,21.48,-4.40,21.48,-4.40,0.00,0.00,0.00,0.67
2024-01-01 23:30:00,2.15,-0.54,3.59,-0.44,8.44,-1.77,8.24,0.00,8.98,-0.71,5.73,-0.59,3.80,-0.43,3.25,-0.44,5.11,-0.35,20.47,-4.48,20.47,-4.48,0.00,0.00,0.00,0.67
2024-01-02 00:00:00,2.01,-0.54,3.36,-0.48,7.82,-1.77,8.24,0.00,8.82,-0.59,5.52,-0.48,3.68,-0.43,3.09,-0.40,4.91,-0.32,19.62,-4.41,19.62,-4.41,0.00,0.00,0.00,0.67
2024-01-02 00:30:00,2.03,-0.54,3.27,-0.42,7.28,-1.77,7.60,0.00,8.71,-0.67,5.46,-0.50,3.64,-0.43,3.03,-0.44,5.05,-0.32,19.48,-4.45,19.48,-4.45,0.00,0.00,0.00,0.67
2024-01-02 01:00:00,1.98,-0.49,3.12,-0.44,7.28,-1.69,7.24,0.00,8.81,-0.67,5.57,-0.48,3.67,-0.43,3.14,-0.41,5.18,-0.32,19.59,-4.35,19.59,-4.35,0.00,0.00,0.00,0.67
2024-01-02 01:30:00,2.02,-0.53,3.00,-0.44,7.28,-1.66,8.09,0.00,8.69,-0.67,5.52,-0.48,3.59,-0.43,3.07,-0.41,5.03,-0.34,19.12,-4.48,19.12,-4.48,0.00,0.00,0.00,0.67
2024-01-02 02:00:00,2.00,-0.53,2.94,-0.39,6.92,-1.72,7.02,0.00,8.61,-0.62,5.33,-0.48,3.51,-0.41,2.99,-0.41,4.90,-0.32,18.78,-4.48,18.78,-4.48,0.00,0.00,0.00,0.67
2024-01-02 02:30:00,2.07,-0.53,2.94,-0.33,6.84,-1.72,6.67,0.00,8.42,-0.65,5.25,-0.48,3.47,-0.41,2.96,-0.39,4.80,-0.27,18.56,-4.46,18.56,-4.46,0.00,0.00,0.00,0.67
2024-01-02 03:00:00,2.02,-0.51,2.87,-0.33,6.74,-1.65,7.08,0.00,8.49,-0.61,5.09,-0.48,3.44,-0.39,2.92,-0.39,4.80,-0.27,18.38,-4.41,18.38,-4.41,0.00,0.00,0.00,0.67
2024-01-02 03:30:00,1.94,-0.51,2.70,-0.42,6.60,-1.65,6.75,0.00,8.66,-0.49,4.93,-0.51,3.39,-0.42,2.82,-0.39,4.65,-0.27,17.98,-4.47,17.98,-4.47,0.00,0.00,0.00,0.67
2024-01-02 04:00:00,1.90,-0.53,2.75,-0.35,6.35,-1.71,8.07,0.00,8.66,-0.44,4.88,-0.49,3.35,-0.42,2.82,-0.36,4.51,-0.31,17.83,-4.40,17.83,-4.40,0.00,0.00,0.00,0.67
2024-01-02 04:30:00,2.03,-0.49,2.71,-0.35,6.23,-1.71,7.19,0.00,8.49,-0.44,5.00,-0.49,3.33,-0.39,2.85,-0.33,4.91,-0.25,18.11,-4.24,18.11,-4.24,0.00,0.00,0.00,0.67
2024-01-02 05:00:00,2.12,-0.46,2.77,-0.32,6.33,-1.62,7.81,0.00,8.65,-0.47,5.05,-0.45,3.33,-0.39,2.88,-0.36,5.12,-0.25,18.54,-4.18,18.54,-4.18,0.00,0.00,0.00,0.67
2024-01-02 05:30:00,2.42,-0.38,2.98,-0.29,6.53,-1.62,9.80,0.00,11.02,0.67,5.40,-0.38,3.41,-0.39,2.99,-0.36,5.44,0.34,20.56,-3.22,20.56,-3.22,0.00,0.00,0.00,0.67
2024-01-02 06:00:00,3.01,-0.29,3.11,-0.34,6.83,-1.59,10.15,0.00,12.47,1.06,5.84,-0.29,3.48,-0.39,3.43,-0.29,5.83,0.26,22.42,-2.49,22.42,-2.49,0.00,0.00,0.00,0.67
2024-01-02 06:30:00,2.86,-0.22,3.52,-0.24,7.10,-1.55,9.40,0.00,14.59,1.77,6.54,0.00,3.76,-0.33,4.07,0.03,6.40,0.32,25.17,-1.08,25.17,-1.08,0.00,0.00,0.00,0.67
2024-01-02 07:00:00,3.03,-0.18,3.83,0.23,7.94,-1.21,14.67,0.00,16.85,2.53,6.89,0.00,4.09,-0.27,4.95,0.48,6.80,0.44,27.87,0.36,27.87,0.36,0.00,0.00,0.00,0.67
2024-01-02 07:30:00,3.42,0.03,4.29,0.39,8.58,-1.00,11.30,0.00,18.82,3.19,7.36,0.23,4.65,-0.22,5.75,0.82,7.38,0.62,31.28,2.07,31.28,2.07,0.00,0.00,0.00,0.67
2024-01-02 08:00:00,3.64,0.21,4.86,0.58,10.14,-0.57,13.73,0.00,20.17,3.66,7.45,0.23,5.00,0.00,6.17,0.99,7.93,0.80,33.67,3.53,33.67,3.53,0.00,0.00,0.00,0.67
2024-01-02 08:30:00,4.09,0.42,5.26,0.68,11.21,0.30,18.29,0.00,21.42,4.33,7.87,0.30,5.44,0.22,6.70,1.21,8.49,0.92,36.23,4.88,36.23,4.88,0.00,0.00,0.00,0.67
2024-01-02 09:00:00,4.32,0.49,5.49,0.81,12.22,0.57,17.12,0.00,22.88,4.73,8.09,0.30,5.44,0.22,7.00,1.34,8.49,0.92,37.96,5.73,37.96,5.73,0.00,0.00,0.00,0.67
2024-01-02 09:30:00,4.32,0.49,5.49,0.81,12.44,0.54,17.77,0.00,22.43,4.84,8.50,0.34,5.81,0.22,7.05,1.37,8.89,1.07,39.06,6.10,39.06,6.10,0.00,0.00,0.00,0.67
2024-01-02 10:00:00,4.83,0.57,6.07,0.90,13.27,0.70,8.58,0.00,23.02,5.00,8.59,0.31,6.17,0.22,7.17,1.37,9.47,1.12,39.95,6.36,39.95,6.36,0.00,0.00,0.00,0.67
2024-01-02 10:30:00,5.16,0.57,6.07,0.79,13.62,0.68,18.58,0.00,22.28,4.86,8.72,0.29,6.17,0.22,7.11,1.26,9.47,1.12,40.02,6.04,40.02,6.04,0.00,0.00,0.00,0.67
2024-01-02 11:00:00,5.16,0.57,6.07,0.79,13.81,0.71,18.96,0.00,23.05,5.12,9.15,0.38,6.41,0.22,7.46,1.41,9.50,1.00,41.50,6.81,41.50,6.81,0.00,0.00,0.00,0.67
2024-01-02 11:30:00,5.48,0.58,9.77,1.65,14.17,0.75,13.91,0.00,20.65,4.29,9.37,0.41,6.56,0.22,7.74,1.46,9.44,1.11,42.54,6.76,42.54,6.76,0.00,0.00,0.00,0.67
2024-01-02 12:00:00,6.09,0.58,9.77,1.65,14.57,0.86,17.92,0.00,21.17,4.03,9.54,0.43,6.69,0.22,7.98,1.49,9.79,1.20,43.57,7.18,43.57,7.18,0.00,0.00,0.00,0.67
2024-01-02 12:30:00,6.09,0.70,9.86,1.99,14.85,1.00,15.45,0.00,21.33,4.05,9.73,0.43,6.75,0.22,8.01,1.57,9.86,1.22,43.96,7.22,43.96,7.22,0.00,0.00,0.00,0.67
2024-01-02 13:00:00,6.66,0.82,9.01,1.73,15.20,0.93,19.27,0.00,20.11,3.72,9.93,0.43,6.78,0.22,8.01,1.57,10.12,1.26,43.38,6.70,43.38,6.70,0.00,0.00,0.00,0.67
2024-01-02 13:30:00,6.15,0.59,9.34,1.76,15.30,0.89,18.09,0.00,20.27,3.79,10.10,0.47,6.74,0.22,7.81,1.37,10.20,1.23,43.16,6.52,43.16,6.52,0.00,0.00,0.00,0.67
2024-01-02 14:00:00,5.88,0.58,9.44,1.93,15.35,0.98,12.58,0.00,20.99,3.86,9.76,0.47,6.67,0.22,7.72,1.48,10.22,1.18,43.34,6.90,43.34,6.90,0.00,0.00,0.00,0.67
2024-01-02 14:30:00,5.88,0.58,9.44,1.93,14.97,0.88,16.31,0.00,19.57,3.45,9.74,0.49,6.67,0.22,7.85,1.53,10.22,1.23,42.48,6.36,42.48,6.36,0.00,0.00,0.00,0.67
2024-01-02 15:00:00,5.79,0.58,9.08,1.73,15.11,0.91,7.27,0.00,18.83,3.42,9.74,0.49,6.71,0.22,7.85,1.53,10.12,1.23,41.96,6.04,41.96,6.04,0.00,0.00,0.00,0.67
2024-01-02 15:30:00,5.74,0.43,8.88,1.62,15.14,0.84,15.60,0.00,18.57,3.24,9.93,0.49,6.61,0.22,7.60,1.42,10.15,1.21,41.72,5.60,41.72,5.60,0.00,0.00,0.00,0.67
2024-01-02 16:00:00,5.61,0.43,8.75,1.35,15.14,0.74,13.39,0.00,16.93,2.37,10.09,0.44,6.74,0.22,7.09,1.12,9.91,1.12,40.51,4.41,40.51,4.41,0.00,0.00,0.00,0.67
2024-01-02 16:30:00,6.63,-0.19,7.58,0.75,14.95,0.47,13.86,0.00,15.70,2.20,10.33,0.38,6.74,0.22,6.78,0.81,9.91,1.03,23.54,0.19,23.54,0.19,0.00,0.00,0.00,0.67
2024-01-02 17:00:00,4.74,-0.12,6.78,0.46,15.28,0.09,12.25,0.00,17.78,1.71,10.52,0.40,6.81,0.22,6.43,0.51,10.09,0.82,19.77,-0.61,19.77,-0.61,0.00,0.00,16.47,2.58
2024-01-02 17:30:00,4.63,-0.20,6.68,0.34,15.75,0.42,11.08,0.00,17.33,1.49,10.61,0.40,6.56,0.22,6.22,0.39,9.68,0.72,19.06,-1.18,19.06,-1.18,0.00,0.00,20.15,2.93
2024-01-02 18:00:00,4.42,-0.25,6.53,0.34,15.85,-0.27,12.47,0.00,16.48,1.06,10.52,0.34,6.26,0.22,5.92,0.29,9.52,0.72,17.90,-1.85,17.90,-1.85,0.00,0.00,20.15,2.93
2024-01-02 18:30:00,4.17,-0.28,6.20,0.34,15.55,-0.42,12.03,0.00,16.01,0.91,10.16,0.26,6.15,0.00,5.66,0.23,9.11,0.57,35.85,0.93,35.85,0.93,0.00,0.00,10.19,2.93
2024-01-02 19:00:00,3.96,-0.32,5.94,0.26,14.77,-0.59,12.60,0.00,15.66,0.95,9.74,0.26,6.07,0.00,5.61,0.23,8.86,0.57,35.17,0.58,35.17,0.58,0.00,0.00,0.00,0.67
2024-01-02 19:30:00,3.73,-0.32,5.71,0.23,13.73,-0.90,12.25,0.00,15.24,0.84,9.72,0.26,5.91,0.00,5.51,0.23,8.56,0.51,34.10,0.18,34.10,0.18,0.00,0.00,0.00,0.67
2024-01-02 20:00:00,3.60,-0.28,5.57,0.27,13.16,-1.02,12.69,0.00,15.02,0.82,9.47,0.22,5.75,0.00,5.28,0.23,8.39,0.47,33.29,-0.02,33.29,-0.02,0.00,0.00,0.00,0.67
2024-01-02 20:30:00,3.41,-0.32,5.53,0.24,12.45,-0.99,11.30,0.00,14.63,0.85,9.11,0.22,5.66,0.00,5.16,0.23,8.23,0.47,32.46,-0.14,32.46,-0.14,0.00,0.00,0.00,0.67
2024-01-02 21:00:00,3.32,-0.27,5.35,0.24,12.45,-0.99,11.58,0.00,14.28,0.80,8.88,0.22,5.55,0.00,5.03,0.23,8.21,0.45,31.63,-0.45,31.63,-0.45,0.00,0.00,0.00,0.67
2024-01-02 21:30:00,3.17,-0.30,5.14,0.24,11.94,-1.12,10.40,0.00,14.08,0.59,8.37,0.25,5.21,-0.22,4.88,0.23,7.81,0.34,30.22,-0.96,30.22,-0.96,0.00,0.00,0.00,0.67
2024-01-02 22:00:00,2.99,-0.32,4.86,0.01,11.13,-1.22,9.33,0.00,13.45,0.53,8.00,0.00,5.11,-0.22,4.64,0.23,7.57,0.34,28.97,-1.42,28.97,-1.42,0.00,0.00,0.00,0.67
2024-01-02 22:30:00,2.72,-0.32,4.56,-0.25,10.64,-1.27,9.99,0.00,13.09,0.62,7.57,0.00,5.01,-0.22,4.36,0.00,7.17,0.24,27.59,-1.74,27.59,-1.74,0.00,0.00,0.00,0.67
2024-01-02 23:00:00,2.70,-0.30,4.35,0.03,10.04,-1.34,8.41,0.00,12.71,0.70,7.21,0.00,4.73,-0.22,4.18,0.00,6.91,0.26,26.35,-1.88,26.35,-1.88,0.00,0.00,0.00,0.67
2024-01-02 23:30:00,2.65,-0.30,4.05,0.09,9.29,-1.44,8.85,0.00,12.24,0.50,6.62,-0.22,4.50,-0.22,3.97,0.00,6.70,0.24,25.00,-2.22,25.00,-2.22,0.00,0.00,0.00,0.67
2024-01-03 00:00:00,2.55,-0.34,3.84,-0.03,8.65,-1.51,7.98,0.00,11.96,0.46,6.33,-0.22,4.30,-0.22,3.77,0.00,6.22,0.24,23.91,-2.42,23.91,-2.42,0.00,0.00,0.00,0.67
2024-01-03 00:30:00,2.48,-0.34,3.68,0.17,8.21,-1.49,7.61,0.00,11.89,0.36,6.23,-0.22,4.18,-0.22,3.68,0.00,6.30,0.26,23.48,-2.47,23.48,-2.47,0.00,0.00,0.00,0.67
2024-01-03 01:00:00,2.40,-0.34,3.52,0.02,7.89,-1.41,8.38,0.00,12.05,0.43,6.36,-0.22,4.21,-0.22,3.74,0.00,6.30,0.26,23.55,-2.46,23.55,-2.46,0.00,0.00,0.00,0.67
2024-01-03 01:30:00,2.36,-0.38,3.46,-0.12,7.93,-1.45,7.73,0.00,11.71,0.29,6.21,-0.22,4.11,-0.22,3.66,0.00,6.30,0.26,23.02,-2.64,23.02,-2.64,0.00,0.00,0.00,0.67
2024-01-03 02:00:00,2.32,-0.38,3.29,-0.23,7.65,-1.42,8.27,0.00,11.57,0.25,6.05,-0.22,4.09,-0.22,3.59,0.00,6.07,0.26,22.46,-2.78,22.46,-2.78,0.00,0.00,0.00,0.67
2024-01-03 02:30:00,2.22,-0.36,3.20,0.14,7.37,-1.48,7.28,0.00,11.40,0.35,6.01,-0.22,4.03,-0.22,3.54,0.00,5.90,0.26,22.06,-2.70,22.06,-2.70,0.00,0.00,0.00,0.67
2024-01-03 03:00:00,2.24,-0.32,3.12,-0.13,7.16,-1.44,8.38,0.00,11.44,0.37,5.75,-0.22,3.93,-0.22,3.60,0.00,5.82,0.26,21.80,-2.64,21.80,-2.64,0.00,0.00,0.00,0.67
2024-01-03 03:30:00,2.31,-0.32,3.05,-0.26,7.08,-1.40,7.85,0.00,11.38,0.46,5.68,-0.22,3.86,-0.22,3.56,-0.22,5.64,0.26,21.50,-2.80,21.50,-2.80,0.00,0.00,0.00,0.67
2024-01-03 04:00:00,2.31,-0.30,3.08,-0.21,6.85,-1.46,7.56,0.00,11.51,0.46,5.65,-0.22,3.82,-0.22,3.46,-0.26,5.52,0.26,21.44,-2.72,21.44,-2.72,0.00,0.00,0.00,0.67
2024-01-03 04:30:00,2.42,-0.30,3.10,-0.21,6.87,-1.43,6.20,0.00,11.73,0.46,5.75,0.00,3.87,-0.22,3.51,-0.22,5.47,0.26,21.69,-2.67,21.69,-2.67,0.00,0.00,0.00,0.67
2024-01-03 05:00:00,2.63,-0.26,3.15,-0.21,6.85,-1.45,8.14,0.00,11.95,0.70,5.66,-0.22,3.87,-0.22,3.58,-0.22,5.55,0.26,21.96,-2.55,21.96,-2.55,0.00,0.00,0.00,0.67
2024-01-03 05:30:00,3.13,-0.21,3.31,-0.21,6.85,-1.49,8.79,0.00,7.32,1.54,5.94,0.00,3.92,-0.22,3.71,-0.22,5.84,0.30,24.21,-1.48,24.21,-1.48,0.00,0.00,0.00,0.67
2024-01-03 06:00:00,2.66,-0.23,3.41,-0.18,7.35,-1.39,8.45,0.00,15.58,1.90,6.21,0.00,4.05,-0.22,4.12,0.25,6.09,0.36,25.31,-0.94,25.31,-0.94,0.00,0.00,0.00,0.67
2024-01-03 06:30:00,3.62,0.07,3.79,0.27,7.78,-1.26,9.20,0.00,17.69,2.86,6.98,0.23,4.09,-0.22,4.66,0.29,6.65,0.50,28.46,0.70,28.46,0.70,0.00,0.00,0.00,0.67
2024-01-03 07:00:00,3.57,0.07,4.17,0.38,8.66,-0.96,13.01,0.00,20.38,3.73,7.36,0.23,4.43,-0.22,5.58,0.67,7.07,0.62,31.36,2.30,31.36,2.30,0.00,0.00,0.00,0.67
2024-01-03 07:30:00,3.98,0.31,4.53,0.47,9.30,-0.76,12.98,0.00,20.91,3.97,7.68,0.25,4.43,-0.22,6.44,1.06,7.07,0.62,33.88,3.61,33.88,3.61,0.00,0.00,0.00,0.67
