Power Units_Bus Number,MW_15930,MVAr_15930,MW_15931,MVAr_15931,MW_15950,MVAr_15950,MW_15951,MVAr_15951,MW_15952,MVAr_15952,MW_15970,MVAr_15970,MW_15971,MVAr_15971,MW_15972,MVAr_15972,MW_15973,MVAr_15973,MW_159400,MVAr_159400,MW_159402,MVAr_159402,MW_169900,MVAr_169900,MW_169904,MVAr_169904
2024-03-29 18:30:00,-6.31,0.38,-2.99,0.26,8.27,-0.84,7.67,2.24,5.85,0.00,8.28,0.23,5.37,0.00,3.99,0.22,7.09,0.29,-23.92,-9.88,-23.92,-9.88,0.00,0.00,34.81,5.34
2024-03-29 19:00:00,-6.38,0.38,-2.91,0.26,8.37,-0.95,7.83,2.28,5.93,0.00,8.57,0.23,5.50,0.00,4.07,0.22,7.09,0.25,-23.52,-9.88,-23.52,-9.88,0.00,0.00,34.81,5.34
2024-03-29 19:30:00,-6.43,0.38,-2.83,0.27,8.40,-0.95,7.97,2.32,6.15,-0.22,8.91,0.23,5.59,0.00,4.29,0.00,7.23,0.23,7.79,-4.91,7.79,-4.91,0.00,0.00,13.22,5.34
2024-03-29 20:00:00,2.29,-0.40,4.20,-0.45,8.47,-0.98,7.79,2.27,6.20,0.00,8.63,0.23,5.49,0.00,4.17,0.00,7.07,0.26,26.82,-2.74,26.82,-2.74,0.00,0.00,0.00,1.63
2024-03-29 20:30:00,2.95,-0.45,4.48,-0.51,8.32,-1.02,7.55,2.20,6.13,0.00,8.47,0.23,5.44,0.00,4.00,0.00,7.01,0.24,27.40,-2.81,27.40,-2.81,0.00,0.00,0.00,0.67
2024-03-29 21:00:00,2.80,-0.47,4.32,-0.54,8.05,-1.08,7.32,2.13,6.06,0.00,8.23,0.23,5.30,0.00,3.84,0.00,6.83,0.24,26.61,-3.02,26.61,-3.02,0.00,0.00,0.00,0.67
2024-03-29 21:30:00,2.80,-0.47,4.24,-0.52,7.80,-1.08,7.09,2.07,5.94,0.00,7.69,-0.22,5.21,0.22,3.77,0.00,6.59,0.24,25.81,-3.10,25.81,-3.10,0.00,0.00,0.00,0.67
2024-03-29 22:00:00,2.71,-0.49,4.10,-0.58,7.54,-1.09,6.76,1.97,5.67,0.00,7.11,-0.22,5.08,0.00,3.61,0.00,6.31,0.24,24.66,-3.52,24.66,-3.52,0.00,0.00,0.00,0.67
2024-03-29 22:30:00,2.67,-0.49,3.97,-0.58,7.16,-1.09,6.57,1.92,5.37,0.00,6.60,-0.29,4.86,-0.22,3.43,0.00,6.02,0.00,23.48,-3.82,23.48,-3.82,0.00,0.00,0.00,0.67
2024-03-29 23:00:00,2.60,-0.49,3.75,-0.54,6.76,-1.17,6.28,1.83,5.32,0.00,6.15,-0.29,4.62,-0.22,3.29,0.00,5.82,0.00,22.40,-3.93,22.40,-3.93,0.00,0.00,0.00,0.67
2024-03-29 23:30:00,2.43,-0.49,3.56,-0.57,6.23,-1.17,5.98,1.74,5.15,-0.23,5.87,-0.34,4.47,-0.22,3.11,0.00,5.37,-0.22,21.28,-4.26,21.28,-4.26,0.00,0.00,0.00,0.67
2024-03-30 00:00:00,2.33,-0.49,3.34,-0.57,5.82,-1.19,5.68,1.66,5.02,-0.24,5.57,-0.39,4.35,-0.22,3.00,0.00,5.14,-0.22,20.33,-4.46,20.33,-4.46,0.00,0.00,0.00,0.67
2024-03-30 00:30:00,2.25,-0.49,3.19,-0.54,5.43,-1.23,5.53,1.61,5.02,-0.26,5.37,-0.42,4.31,-0.22,2.90,-0.22,5.26,-0.22,19.90,-4.60,19.90,-4.60,0.00,0.00,0.00,0.67
2024-03-30 01:00:00,2.23,-0.49,3.08,-0.56,5.24,-1.23,5.64,1.64,5.13,-0.22,5.37,-0.42,4.29,-0.22,2.99,-0.22,5.26,-0.26,19.98,-4.56,19.98,-4.56,0.00,0.00,0.00,0.67
2024-03-30 01:30:00,2.17,-0.49,2.89,-0.53,5.19,-1.22,5.48,1.60,5.01,-0.22,5.26,-0.42,4.22,-0.22,2.95,-0.22,5.17,-0.26,19.54,-4.54,19.54,-4.54,0.00,0.00,0.00,0.67
2024-03-30 02:00:00,2.09,-0.49,2.79,-0.53,5.08,-1.22,5.34,1.56,5.01,-0.22,5.13,-0.42,4.15,-0.22,2.91,0.00,5.07,-0.24,19.08,-4.60,19.08,-4.60,0.00,0.00,0.00,0.67
2024-03-30 02:30:00,2.04,-0.51,2.70,-0.55,4.89,-1.22,5.19,1.51,5.01,-0.22,5.07,-0.42,4.09,-0.22,2.91,0.00,4.96,0.00,18.75,-4.55,18.75,-4.55,0.00,0.00,0.00,0.67
2024-03-30 03:00:00,1.95,-0.51,2.66,-0.55,4.74,-1.22,5.16,1.50,4.96,-0.22,5.01,-0.40,4.04,-0.22,2.83,-0.22,4.87,-0.22,18.42,-4.59,18.42,-4.59,0.00,0.00,0.00,0.67
2024-03-30 03:30:00,2.07,-0.49,2.66,-0.53,4.56,-1.22,5.08,1.48,5.00,-0.22,4.94,-0.40,4.04,-0.22,2.80,0.00,4.79,-0.22,18.36,-4.55,18.36,-4.55,0.00,0.00,0.00,0.67
2024-03-30 04:00:00,2.03,-0.49,2.70,-0.53,4.53,-1.18,5.01,1.46,4.94,0.27,4.88,-0.37,4.07,-0.22,2.77,0.00,4.65,-0.22,18.13,-4.51,18.13,-4.51,0.00,0.00,0.00,0.67
2024-03-30 04:30:00,1.97,-0.51,2.65,-0.53,4.45,-1.18,4.93,1.44,5.60,0.00,4.82,-0.40,4.04,-0.22,2.72,0.00,4.54,-0.22,18.22,-4.49,18.22,-4.49,0.00,0.00,0.00,0.67
2024-03-30 05:00:00,1.95,-0.53,2.59,-0.53,4.41,-1.18,4.85,1.41,5.52,0.00,4.74,-0.43,4.04,-0.22,2.72,0.00,4.50,-0.22,18.00,-4.56,18.00,-4.56,0.00,0.00,0.00,0.00
2024-03-30 05:30:00,1.95,-0.51,2.65,-0.53,4.34,-1.22,5.02,1.46,5.85,0.43,4.91,-0.43,4.06,-0.22,2.72,0.00,4.65,0.22,18.57,-4.39,18.57,-4.39,0.00,0.00,0.00,0.00
2024-03-30 06:00:00,1.95,-0.49,2.74,-0.47,4.48,-1.17,5.19,1.52,5.79,0.35,4.89,-0.40,3.92,-0.22,2.72,0.00,4.75,0.00,18.70,-4.13,18.70,-4.13,0.00,0.00,0.00,0.00
2024-03-30 06:30:00,2.08,-0.45,2.91,-0.45,4.54,-1.11,5.88,1.72,5.90,0.38,5.36,-0.35,3.92,-0.22,2.89,0.00,5.04,0.22,19.90,-3.71,19.90,-3.71,0.00,0.00,0.00,0.67
2024-03-30 07:00:00,2.14,-0.45,2.98,-0.39,4.86,-1.07,6.18,1.80,6.21,0.51,5.59,-0.32,4.02,-0.22,2.98,0.00,5.25,0.22,20.77,-3.38,20.77,-3.38,0.00,0.00,0.00,0.67
2024-03-30 07:30:00,2.14,-0.42,3.17,-0.34,5.16,-0.99,6.29,1.83,6.12,0.54,5.59,-0.32,4.25,-0.22,3.02,0.22,5.59,0.22,21.35,-3.24,21.35,-3.24,0.00,0.00,0.00,0.00
2024-03-30 08:00:00,2.14,-0.42,3.30,-0.30,5.50,-0.99,6.32,1.84,6.04,0.48,5.87,-0.28,4.47,0.00,3.09,0.22,5.59,0.22,21.89,-2.99,21.89,-2.99,0.00,0.00,0.00,0.67
2024-03-30 08:30:00,2.34,-0.38,3.42,-0.34,5.85,-0.96,6.47,1.89,6.15,0.52,6.22,-0.24,4.61,0.00,3.17,0.22,5.93,0.29,22.79,-2.74,22.79,-2.74,0.00,0.00,0.00,0.67
2024-03-30 09:00:00,2.46,-0.41,3.53,-0.30,6.26,-0.93,6.62,1.93,6.09,0.47,6.42,-0.22,4.76,0.00,3.24,0.22,6.17,0.36,23.56,-2.52,23.56,-2.52,0.00,0.00,0.00,0.67
2024-03-30 09:30:00,2.67,-0.37,3.67,-0.33,6.76,-0.84,6.75,1.97,6.22,0.41,6.63,-0.22,5.03,0.00,3.26,0.25,6.49,0.42,24.42,-2.29,24.42,-2.29,0.00,0.00,0.00,0.00
2024-03-30 10:00:00,2.75,-0.39,3.76,-0.28,7.07,-0.73,6.91,2.02,6.10,0.38,6.76,-0.22,5.05,0.00,3.26,0.22,6.68,0.47,24.86,-2.13,24.86,-2.13,0.00,0.00,0.00,0.00
2024-03-30 10:30:00,2.75,-0.39,3.81,-0.31,7.34,-0.73,6.89,2.01,5.95,0.47,6.60,-0.22,5.05,0.00,3.28,0.22,6.68,0.43,24.73,-2.18,24.73,-2.18,0.00,0.00,0.00,0.00
2024-03-30 11:00:00,2.82,-0.39,3.81,-0.34,7.34,-0.78,6.72,1.96,5.95,0.39,6.71,-0.22,5.16,0.00,3.21,0.22,6.51,0.34,24.56,-2.24,24.56,-2.24,0.00,0.00,0.00,0.67
2024-03-30 11:30:00,3.05,-0.44,3.98,-0.36,7.22,-0.78,6.70,1.96,6.12,0.47,6.92,-0.22,5.16,0.22,3.28,0.22,6.69,0.37,25.12,-2.29,25.12,-2.29,0.00,0.00,0.00,0.67
2024-03-30 12:00:00,2.92,-0.39,3.91,-0.36,7.36,-0.78,6.79,1.98,6.21,0.49,6.95,-0.22,5.16,0.24,3.36,0.22,6.65,0.35,25.26,-2.23,25.26,-2.23,0.00,0.00,0.00,0.00
2024-03-30 12:30:00,3.06,-0.39,3.99,-0.40,7.48,-0.79,6.70,1.95,6.05,0.33,6.78,-0.22,5.21,0.00,3.46,0.22,6.70,0.31,25.32,-2.39,25.32,-2.39,0.00,0.00,0.00,0.00
2024-03-30 13:00:00,3.11,-0.39,4.07,-0.40,7.59,-0.79,6.52,1.90,5.59,0.00,6.73,-0.22,5.14,0.28,3.41,0.22,6.73,0.31,24.80,-2.51,24.80,-2.51,0.00,0.00,0.00,0.00
2024-03-30 13:30:00,3.11,-0.39,3.97,-0.42,7.34,-0.79,6.59,1.92,5.44,0.00,6.87,-0.22,5.12,0.22,3.44,0.22,6.60,0.29,24.65,-2.58,24.65,-2.58,0.00,0.00,0.00,0.00
2024-03-30 14:00:00,2.77,-0.42,3.66,-0.46,7.20,-0.79,6.49,1.89,5.16,0.00,6.47,-0.22,5.01,0.00,3.30,0.22,6.51,0.31,23.71,-2.70,23.71,-2.70,0.00,0.00,0.00,0.67
2024-03-30 14:30:00,2.95,-0.42,3.59,-0.55,7.08,-0.82,6.47,1.89,5.13,0.00,6.35,-0.22,4.93,0.25,3.33,0.22,6.47,0.33,23.61,-2.83,23.61,-2.83,0.00,0.00,0.00,0.67
2024-03-30 15:00:00,3.01,-0.38,3.80,-0.53,7.05,-0.82,6.71,1.96,5.24,-0.22,6.46,-0.22,5.03,0.00,3.33,0.22,6.58,0.35,24.12,-2.85,24.12,-2.85,0.00,0.00,0.00,0.00
2024-03-30 15:30:00,2.73,-0.42,3.60,-0.53,7.19,-0.84,6.48,1.89,5.15,-0.22,6.36,-0.22,4.94,0.22,3.09,0.22,6.39,0.35,23.30,-2.85,23.30,-2.85,0.00,0.00,0.00,0.00
2024-03-30 16:00:00,2.82,-0.45,3.65,-0.53,6.97,-0.84,6.64,1.94,5.05,-0.22,6.34,-0.22,5.00,0.22,3.27,0.22,6.16,0.26,23.50,-3.03,23.50,-3.03,0.00,0.00,0.00,0.67
2024-03-30 16:30:00,2.97,-0.45,3.82,-0.55,7.15,-0.84,7.00,2.04,4.99,-0.22,6.43,-0.22,5.03,0.00,3.45,0.22,6.23,0.22,24.04,-3.12,24.04,-3.12,0.00,0.00,0.00,0.67
2024-03-30 17:00:00,3.06,-0.45,4.02,-0.55,7.23,-0.87,7.07,2.06,4.99,-0.29,6.53,-0.22,5.12,0.00,3.53,0.22,6.33,0.00,24.59,-3.23,24.59,-3.23,0.00,0.00,0.00,0.00
2024-03-30 17:30:00,3.12,-0.48,4.20,-0.55,7.60,-0.87,7.34,2.14,4.93,-0.31,6.85,-0.22,5.16,0.00,3.71,0.22,6.33,0.00,25.16,-3.16,25.16,-3.16,0.00,0.00,0.00,0.00
2024-03-30 18:00:00,3.12,-0.46,4.24,-0.60,7.75,-0.87,6.98,2.04,5.00,-0.31,6.93,-0.22,5.06,-0.22,3.61,0.00,6.29,0.24,24.97,-3.34,24.97,-3.34,0.00,0.00,0.00,0.00
2024-03-30 18:30:00,3.10,-0.48,4.24,-0.56,7.77,-0.91,6.92,2.02,4.98,-0.35,7.03,-0.22,5.17,0.00,3.69,0.00,6.40,0.00,9.89,-6.30,9.89,-6.30,0.00,0.00,0.00,0.00
2024-03-30 19:00:00,3.15,-0.48,4.29,-0.56,7.88,-0.91,7.10,2.07,5.21,-0.28,7.08,-0.25,5.27,0.00,3.78,0.00,6.35,0.22,7.89,-6.66,7.89,-6.66,0.00,0.00,15.93,2.85
2024-03-30 19:30:00,3.07,-0.48,4.43,-0.60,8.02,-0.91,7.20,2.10,5.42,-0.26,7.18,-0.25,5.33,0.00,3.89,0.00,6.40,-0.22,8.29,-6.70,8.29,-6.70,0.00,0.00,17.68,2.85
2024-03-30 20:00:00,2.89,-0.50,4.32,-0.57,8.21,-0.93,7.20,2.10,5.37,-0.26,7.09,-0.29,5.28,-0.22,3.89,0.00,6.40,-0.22,24.40,-3.75,24.40,-3.75,0.00,0.00,17.68,2.35
2024-03-30 20:30:00,2.84,-0.50,4.13,-0.57,8.07,-0.93,6.93,2.02,5.37,-0.26,6.95,-0.31,5.18,-0.22,3.79,0.00,6.25,-0.22,25.10,-3.64,25.10,-3.64,0.00,0.00,0.00,0.00
2024-03-30 21:00:00,2.69,-0.52,4.03,-0.59,7.74,-0.98,6.80,1.98,5.37,-0.24,6.83,-0.31,5.09,-0.22,3.64,0.00,6.12,0.00,24.51,-3.68,24.51,-3.68,0.00,0.00,0.00,0.67
2024-03-30 21:30:00,2.69,-0.50,3.93,-0.61,7.56,-1.03,6.67,1.94,5.26,-0.26,6.56,-0.35,4.96,-0.22,3.56,0.00,6.08,0.00,23.83,-3.85,23.83,-3.85,0.00,0.00,0.00,0.67
2024-03-30 22:00:00,2.57,-0.50,3.66,-0.61,7.14,-1.06,6.40,1.86,5.12,-0.31,6.32,-0.37,4.83,-0.22,3.46,0.00,5.86,0.00,22.89,-4.02,22.89,-4.02,0.00,0.00,0.00,0.67
2024-03-30 22:30:00,2.57,-0.50,3.56,-0.61,6.69,-1.06,6.22,1.81,5.12,-0.31,5.94,-0.37,4.68,-0.22,3.32,0.00,5.48,-0.22,22.05,-4.19,22.05,-4.19,0.00,0.00,0.00,0.00
2024-03-30 23:00:00,2.49,-0.50,3.40,-0.65,6.40,-1.18,6.02,1.76,4.95,-0.35,5.71,-0.41,4.53,-0.22,3.20,0.00,5.36,-0.22,21.22,-4.40,21.22,-4.40,0.00,0.00,0.00,0.00
2024-03-30 23:30:00,2.39,-0.48,3.24,-0.64,6.05,-1.18,5.84,1.70,4.86,-0.35,5.52,-0.39,4.35,-0.22,3.04,0.00,5.16,-0.22,20.48,-4.43,20.48,-4.43,0.00,0.00,0.00,0.00
2024-03-31 00:00:00,2.25,-0.48,3.10,-0.65,5.77,-1.18,5.66,1.65,4.74,-0.35,5.35,-0.39,4.21,-0.22,2.95,0.00,5.04,-0.22,19.80,-4.57,19.80,-4.57,0.00,0.00,0.00,0.00
2024-03-31 00:30:00,2.14,-0.48,2.96,-0.65,5.50,-1.18,5.53,1.61,4.74,-0.35,5.16,-0.41,4.25,-0.22,2.82,-0.22,4.98,-0.22,19.32,-4.66,19.32,-4.66,0.00,0.00,0.00,0.00
2024-03-31 01:00:00,2.10,-0.50,2.85,-0.65,5.27,-1.18,5.56,1.62,4.79,-0.33,5.16,-0.41,4.22,-0.22,2.85,-0.22,5.16,-0.22,19.32,-4.70,19.32,-4.70,0.00,0.00,0.00,0.00
2024-03-31 01:30:00,2.16,0.00,3.22,0.00,4.71,0.00,6.26,0.00,11.47,0.00,5.79,0.00,4.06,0.00,3.46,0.00,5.83,0.00,18.84,-4.76,18.84,-4.76,0.00,0.00,0.00,0.00
2024-03-31 02:00:00,2.00,0.00,3.32,0.00,4.21,0.00,5.73,0.00,5.77,0.00,4.98,0.00,4.80,0.00,2.98,0.00,5.64,0.00,18.33,-4.82,18.33,-4.82,0.00,0.00,0.00,0.00
2024-03-31 02:30:00,2.00,-0.50,2.69,-0.65,5.15,-1.18,5.37,1.57,4.82,-0.30,5.06,-0.41,4.13,-0.22,2.80,-0.22,5.00,-0.29,18.01,-4.78,18.01,-4.78,0.00,0.00,0.00,0.67
2024-03-31 03:00:00,1.91,-0.52,2.59,-0.64,4.88,-1.18,5.21,1.52,4.80,-0.28,4.93,-0.41,4.02,-0.22,2.72,-0.22,4.86,-0.25,17.75,-4.81,17.75,-4.81,0.00,0.00,0.00,0.00
2024-03-31 03:30:00,1.85,-0.52,2.52,-0.64,4.72,-1.22,5.18,1.51,4.80,-0.26,4.78,-0.41,3.95,-0.22,2.72,0.00,4.81,-0.25,17.60,-4.86,17.60,-4.86,0.00,0.00,0.00,0.00
2024-03-31 04:00:00,1.85,-0.52,2.52,-0.64,4.60,-1.20,5.06,1.48,4.73,-0.26,4.76,-0.41,3.90,-0.24,2.72,-0.22,4.67,-0.22,17.42,-4.86,17.42,-4.86,0.00,0.00,0.00,0.00
2024-03-31 04:30:00,1.83,-0.52,2.50,-0.64,4.47,-1.20,5.01,1.46,4.84,-0.26,4.70,-0.41,3.90,-0.24,2.68,0.00,4.56,-0.26,17.42,-4.78,17.42,-4.78,0.00,0.00,0.00,0.00
2024-03-31 05:00:00,1.81,-0.52,2.48,-0.64,4.40,-1.22,4.94,1.44,4.78,-0.26,4.62,-0.41,3.90,-0.24,2.64,-0.22,4.54,-0.22,17.42,-4.70,17.42,-4.70,0.00,0.00,0.00,0.67
2024-03-31 05:30:00,1.79,-0.52,2.44,-0.59,4.37,-1.22,5.03,1.47,4.88,-0.23,4.62,-0.41,3.88,-0.26,2.58,-0.22,4.47,-0.22,18.02,-4.46,18.02,-4.46,0.00,0.00,0.00,0.00
2024-03-31 06:00:00,1.77,-0.52,2.44,-0.61,4.33,-1.22,5.05,1.47,4.96,-0.23,4.55,-0.41,3.83,-0.26,2.52,-0.22,4.58,0.00,18.28,-4.33,18.28,-4.33,0.00,0.00,0.00,0.00
2024-03-31 06:30:00,1.83,-0.52,2.57,-0.51,4.33,-1.22,5.20,1.52,5.13,-0.23,4.73,-0.41,3.87,-0.24,2.66,0.00,4.65,0.00,18.66,-4.30,18.66,-4.30,0.00,0.00,0.00,0.00
2024-03-31 07:00:00,1.83,-0.52,2.70,-0.44,4.54,-1.13,5.31,1.55,5.13,0.00,4.81,-0.41,3.87,-0.24,2.69,0.00,4.69,0.00,19.09,-4.12,19.09,-4.12,0.00,0.00,0.00,0.00
2024-03-31 07:30:00,1.89,-0.50,2.79,-0.46,4.89,-1.11,5.41,1.58,5.21,0.00,4.86,-0.39,3.94,-0.24,2.66,0.00,4.74,0.00,20.04,-4.05,20.04,-4.05,0.00,0.00,0.00,0.67
2024-03-31 08:00:00,1.92,-0.50,2.79,-0.48,4.89,-1.05,5.48,1.60,5.21,0.00,5.05,-0.34,4.02,-0.24,2.68,0.00,4.93,0.00,21.17,-3.84,21.17,-3.84,0.00,0.00,0.00,0.00
2024-03-31 08:30:00,2.03,-0.46,2.96,-0.48,5.20,-1.05,5.85,1.71,5.16,0.00,5.35,-0.34,4.17,-0.23,2.81,0.00,5.18,0.00,22.25,-3.59,22.25,-3.59,0.00,0.00,0.00,0.00
2024-03-31 09:00:00,2.13,-0.46,3.22,-0.46,5.68,-1.05,6.28,1.83,5.29,0.00,5.58,-0.34,4.34,-0.23,3.02,0.00,5.36,0.00,23.70,-3.39,23.70,-3.39,0.00,0.00,0.00,0.00
2024-03-31 09:30:00,2.21,-0.44,3.44,-0.49,6.15,-1.01,6.53,1.90,5.25,-0.22,5.93,-0.27,4.55,-0.23,3.19,0.00,5.62,0.00,24.53,-3.16,24.53,-3.16,0.00,0.00,0.00,0.00
2024-03-31 10:00:00,2.37,-0.46,3.71,-0.47,6.70,-0.95,7.00,2.04,5.36,0.00,6.38,-0.27,4.83,0.00,3.41,0.00,6.01,0.22,25.16,-3.04,25.16,-3.04,0.00,0.00,0.00,0.67
2024-03-31 10:30:00,2.46,-0.44,4.00,-0.44,7.29,-0.93,7.16,2.09,5.57,0.00,6.60,-0.23,4.91,0.00,3.47,0.00,6.21,0.22,24.28,-3.20,24.28,-3.20,0.00,0.00,0.00,0.00
2024-03-31 11:00:00,2.55,-0.42,4.05,-0.49,7.69,-0.91,7.30,2.13,5.63,0.00,6.92,-0.23,4.94,0.00,3.50,0.00,6.42,0.22,-0.03,-7.51,-0.03,-7.51,0.00,0.00,0.00,0.00
2024-03-31 11:30:00,2.70,-0.42,4.25,-0.49,7.92,-0.86,7.72,2.25,5.65,0.00,7.39,-0.23,5.16,0.00,3.72,0.00,6.54,0.22,-5.91,-8.41,-5.91,-8.41,0.00,0.00,0.00,0.00
2024-03-31 12:00:00,2.61,-0.44,4.36,-0.49,8.45,-0.82,7.64,2.23,5.79,0.00,7.50,0.00,5.29,0.22,3.65,0.00,6.54,0.22,-4.46,-8.22,-4.46,-8.22,0.00,0.00,9.46,1.99
2024-03-31 12:30:00,2.68,-0.42,4.26,-0.51,8.70,-0.82,7.75,2.26,5.68,-0.22,7.46,0.00,5.31,0.22,3.71,0.00,6.66,0.22,26.63,-2.77,26.63,-2.77,0.00,0.00,26.72,4.32
2024-03-31 13:00:00,2.74,-0.42,4.42,-0.55,9.02,-0.78,8.05,2.35,5.52,-0.22,7.46,0.00,5.37,0.22,3.82,0.00,6.77,0.22,26.79,-2.79,26.79,-2.79,0.00,0.00,32.95,5.29
2024-03-31 13:30:00,2.75,-0.44,4.42,-0.55,8.97,-0.82,8.20,2.39,5.40,-0.22,7.46,0.00,5.35,0.00,3.77,0.00,6.71,0.22,26.30,-2.99,26.30,-2.99,0.00,0.00,3.22,0.78
2024-03-31 14:00:00,2.75,-0.44,4.31,-0.55,8.84,-0.88,8.08,2.36,5.34,-0.22,7.50,0.00,5.41,0.23,3.80,0.00,6.69,0.22,25.94,-3.05,25.94,-3.05,0.00,0.00,0.00,0.67
2024-03-31 14:30:00,2.79,-0.48,4.31,-0.60,8.74,-0.91,7.90,2.30,5.34,-0.22,7.34,0.00,5.31,0.23,3.76,0.00,6.64,0.22,26.05,-3.20,26.05,-3.20,0.00,0.00,0.00,0.67
2024-03-31 15:00:00,2.73,-0.48,4.19,-0.57,8.51,-0.91,7.79,2.27,5.26,-0.25,7.27,-0.22,5.19,0.00,3.74,0.00,6.60,0.00,25.54,-3.19,25.54,-3.19,0.00,0.00,0.00,0.67
2024-03-31 15:30:00,2.73,-0.46,4.31,-0.57,8.36,-0.94,7.78,2.27,5.31,-0.25,7.27,-0.22,5.19,0.00,3.82,0.00,6.63,0.00,25.77,-3.24,25.77,-3.24,0.00,0.00,0.00,0.67
2024-03-31 16:00:00,2.56,-0.46,4.34,-0.60,8.29,-0.94,7.63,2.22,5.24,-0.25,7.17,-0.22,5.17,0.00,3.62,0.00,6.49,0.24,25.66,-3.36,25.66,-3.36,0.00,0.00,0.00,0.67
2024-03-31 16:30:00,2.69,-0.47,4.34,-0.60,8.09,-0.97,7.70,2.24,5.15,-0.25,7.17,-0.22,5.30,0.00,3.71,0.00,6.40,0.00,25.62,-3.34,25.62,-3.34,0.00,0.00,0.00,0.67
2024-03-31 17:00:00,2.66,-0.50,4.41,-0.60,8.22,-0.97,7.64,2.23,5.07,-0.33,7.15,-0.22,5.22,0.00,3.68,0.00,6.42,0.00,25.64,-3.37,25.64,-3.37,0.00,0.00,0.00,0.67
2024-03-31 17:30:00,2.66,-0.47,4.35,-0.60,8.22,-0.99,7.76,2.26,5.10,-0.36,7.13,-0.22,5.22,0.00,3.72,0.00,6.33,0.00,25.48,-3.42,25.48,-3.42,0.00,0.00,0.00,0.67
2024-03-31 18:00:00,2.61,-0.47,4.35,-0.60,8.07,-0.99,7.79,2.27,5.14,-0.32,7.06,-0.22,5.30,0.00,3.72,0.00,6.31,0.00,25.36,-3.52,25.36,-3.52,0.00,0.00,0.00,0.67
2024-03-31 18:30:00,2.71,-0.47,4.28,-0.62,8.01,-0.99,7.76,2.27,5.18,-0.32,7.06,-0.22,5.19,0.00,3.64,-0.22,6.36,0.00,25.51,-3.49,25.51,-3.49,0.00,0.00,0.00,0.67
2024-03-31 19:00:00,2.75,-0.47,4.25,-0.64,7.88,-1.02,7.56,2.20,5.13,-0.36,7.06,-0.25,5.24,0.00,3.61,-0.22,6.29,-0.22,25.91,-3.58,25.91,-3.58,0.00,0.00,0.00,0.67
2024-03-31 19:30:00,2.75,-0.47,4.31,-0.64,7.90,-1.02,7.46,2.18,5.16,-0.36,7.26,-0.23,5.27,0.00,3.70,-0.22,6.24,0.00,25.48,-3.69,25.48,-3.69,0.00,0.00,0.00,0.00
2024-03-31 20:00:00,2.75,-0.49,4.33,-0.58,7.90,-1.02,7.69,2.24,5.32,-0.38,7.26,-0.27,5.31,-0.22,3.78,-0.22,6.36,0.00,24.88,-3.84,24.88,-3.84,0.00,0.00,0.00,0.67
2024-03-31 20:30:00,2.72,-0.51,4.18,-0.63,8.00,-1.06,7.65,2.23,5.30,-0.36,7.19,-0.27,5.22,-0.22,3.71,0.00,6.19,-0.22,24.28,-3.94,24.28,-3.94,0.00,0.00,0.00,0.67
2024-03-31 21:00:00,2.72,-0.54,4.11,-0.63,7.83,-1.06,7.30,2.13,5.30,-0.33,7.04,-0.27,5.18,-0.22,3.67,0.00,5.98,-0.22,23.48,-4.20,23.48,-4.20,0.00,0.00,0.00,0.67
2024-03-31 21:30:00,2.61,-0.52,4.02,-0.63,7.54,-1.09,7.11,2.07,5.25,-0.33,6.87,-0.27,5.07,-0.22,3.52,-0.22,5.90,-0.22,22.57,-4.39,22.57,-4.39,0.00,0.00,0.00,0.67
2024-03-31 22:00:00,2.49,-0.52,3.86,-0.63,7.34,-1.17,7.03,2.05,5.14,-0.40,6.61,-0.32,4.90,-0.25,3.38,-0.22,5.66,-0.22,21.68,-4.38,21.68,-4.38,0.00,0.00,0.00,0.67
2024-03-31 22:30:00,2.46,-0.49,3.68,-0.63,6.56,-1.20,6.74,1.96,4.95,-0.45,6.41,-0.36,4.71,-0.25,3.26,-0.22,5.51,-0.22,20.62,-4.65,20.62,-4.65,0.00,0.00,0.00,0.67
2024-03-31 23:00:00,2.33,-0.49,3.51,-0.63,6.56,-1.20,6.40,1.86,4.88,-0.41,6.12,-0.33,4.52,-0.22,3.17,-0.22,5.42,-0.22,19.82,-4.80,19.82,-4.80,0.00,0.00,0.00,0.00
2024-03-31 23:30:00,2.21,-0.51,3.30,-0.67,6.18,-1.20,6.08,1.77,4.80,-0.43,5.84,-0.38,4.34,-0.26,2.99,-0.22,5.16,-0.22,21.14,0.00,21.14,0.00,0.00,0.00,0.00,0.67
2024-04-01 00:00:00,2.13,-0.51,3.15,-0.67,5.72,-1.29,5.88,1.72,4.74,-0.40,5.60,-0.38,4.22,-0.26,2.86,-0.25,4.89,-0.27,22.06,0.00,22.06,0.00,0.00,0.00,0.00,0.67
2024-04-01 00:30:00,2.01,-0.51,2.99,-0.67,5.36,-1.29,5.53,1.61,4.74,-0.45,5.40,-0.40,4.09,-0.26,2.72,-0.27,4.93,-0.24,19.14,-4.84,19.14,-4.84,0.00,0.00,0.00,0.00
2024-04-01 01:00:00,1.94,-0.51,2.84,-0.65,5.06,-1.27,5.46,1.59,4.70,-0.43,5.26,-0.40,4.04,-0.26,2.64,-0.27,4.83,-0.24,18.67,-4.88,18.67,-4.88,0.00,0.00,0.00,0.00
