Timestamp,PC1,PC2,PC2_z,regime
2024-01-01 00:30:00,-3.7204348564729646,0.07957311396169486,0.041057839930337105,0
2024-01-01 01:00:00,-3.3428195198323034,0.2107660898157758,0.10875030456348449,0
2024-01-01 01:30:00,-3.1520369896107634,0.3544923797444981,0.1829096620634987,0
2024-01-01 02:00:00,-3.556909433760362,0.31789538487520463,0.16402648051554342,0
2024-01-01 02:30:00,-4.083090731075868,0.17465086989024722,0.09011570746244513,0
2024-01-01 03:00:00,-4.469580421874484,0.30250320179231244,0.15608447903122236,0
2024-01-01 03:30:00,-4.820784753717843,0.1626396919914642,0.08391822448119053,0
2024-01-01 04:00:00,-5.235335857912757,0.13555196033893205,0.06994159726510638,0
2024-01-01 04:30:00,-5.271436943329969,0.36486247844519903,0.18826038709255985,0
2024-01-01 05:00:00,-5.466374405751745,0.3931315842069339,0.20284657533571201,0
2024-01-01 05:30:00,-5.566561768470539,0.321420783059727,0.16584550238291054,0
2024-01-01 06:00:00,-5.604091200936985,0.23431106644962915,0.12089895419734993,0
2024-01-01 06:30:00,-5.274167082237675,0.4020558624949734,0.20745129131579157,0
2024-01-01 07:00:00,-4.914261228795671,0.49003638013166173,0.2528471521822426,0
2024-01-01 07:30:00,-4.690907084773872,0.46344715846380935,0.2391277442973575,0
2024-01-01 08:00:00,-4.331667237785359,0.5576791524391643,0.2877492187167081,0
2024-01-01 08:30:00,-3.4483871013929726,0.8619649786719119,0.44475348968879286,0
2024-01-01 09:00:00,-3.090490896279395,0.6225169073589184,0.32120396279294444,0
2024-01-01 09:30:00,-2.560718007674705,0.459753949689152,0.23722213614468182,0
2024-01-01 10:00:00,-2.1480708916409856,-0.01537664279252197,-0.007933983062988474,0
2024-01-01 10:30:00,-1.9997539715750303,-0.29371335720933617,-0.1515491276552022,1
2024-01-01 11:00:00,-1.865588918510133,-0.8637104990962605,-0.4456541368371819,1
2024-01-01 11:30:00,-1.21841069188754,-0.9826768558265935,-0.5070379559256332,1
2024-01-01 12:00:00,-0.5791524258021953,-0.9069480680085703,-0.46796369712701935,1
2024-01-01 12:30:00,0.28705116258840135,-0.5902511424003947,-0.30455559317485126,1
2024-01-01 13:00:00,1.0608443531549976,-0.3286375127569758,-0.1695691637803115,1
2024-01-01 13:30:00,1.4469788512419939,0.008587173434625023,0.0044307778693014185,0
2024-01-01 14:00:00,1.8327732337345046,0.2766672471826855,0.14275373908657027,0
2024-01-01 14:30:00,1.6235935186952815,0.5265920326671502,0.2717090020662827,0
2024-01-01 15:00:00,2.226580860176708,0.701528952610804,0.36197230457333657,0
2024-01-01 15:30:00,2.6623717502508013,0.7504509802854731,0.3872149107920778,0
2024-01-01 16:00:00,2.969376359222622,0.8446809298031641,0.4358353303197529,0
2024-01-01 16:30:00,3.1785770958364363,0.8631814176265665,0.44538114334464046,0
2024-01-01 17:00:00,3.833152909892918,0.8614548914905519,0.4444902967986305,0
2024-01-01 17:30:00,3.744522770933248,0.7096290228503698,0.3661517487444001,0
2024-01-01 18:00:00,3.686610118957696,0.6671717082374563,0.3442447811713061,0
2024-01-01 18:30:00,3.755256196018678,0.7092229758675839,0.36594223812965343,0
2024-01-01 19:00:00,3.1827511874560153,0.6193883530461155,0.319589702953242,0
2024-01-01 19:30:00,2.6534720014479576,0.2981647137082664,0.1538459220560588,0
2024-01-01 20:00:00,1.9904441912192683,0.07362975687130353,0.037991208603283734,0
2024-01-01 20:30:00,1.179552035683031,0.02789625627578189,0.014393806749577144,0
2024-01-01 21:00:00,0.46541719688980093,-0.10042053158857943,-0.05181461308235368,1
2024-01-01 21:30:00,-0.38841439509027226,-0.22545628647294227,-0.11633009769795273,1
2024-01-01 22:00:00,-1.1234878340471255,-0.3226692543460288,-0.16648968396232286,1
2024-01-01 22:30:00,-1.8061856938692138,-0.19632279262704125,-0.10129790570013453,1
2024-01-01 23:00:00,-2.576690909474366,-0.12084250284321799,-0.062351865994669346,1
2024-01-01 23:30:00,-3.3970032292945653,-0.06759722392430619,-0.03487856464880016,1
2024-01-02 00:00:00,-3.968644472861265,0.08359905874694248,0.04313513197448964,0
2024-01-02 00:30:00,-4.09042568384469,0.23964152322289609,0.1236493434941384,0
2024-01-02 01:00:00,-3.916971975162552,0.32440710075647977,0.16738637150151048,0
2024-01-02 01:30:00,-3.807714389458296,0.3780905149638877,0.19508574026698028,0
2024-01-02 02:00:00,-4.1104939245531,0.3734720433751356,0.1927027184424847,0
2024-01-02 02:30:00,-4.342277659598611,0.5361454361751846,0.2766383317417761,0
2024-01-02 03:00:00,-4.557019329192162,0.5434108393213232,0.2803871074846372,0
2024-01-02 03:30:00,-4.624821234024498,0.6635770736312884,0.3423900349521354,0
2024-01-02 04:00:00,-4.825464855827579,0.7067789314872346,0.36468116918368604,0
2024-01-02 04:30:00,-4.950372053996822,0.7045714511588184,0.36354216167900155,0
2024-01-02 05:00:00,-4.893559196161362,0.7210785414703518,0.3720594288561138,0
2024-01-02 05:30:00,-4.491401807451745,0.6520216517015467,0.33642771124381315,0
2024-01-02 06:00:00,-3.7631556736450205,0.6098102302039815,0.31464761868750935,0
2024-01-02 06:30:00,-2.3076520574020862,0.5478111338755313,0.2826575551328212,0
2024-01-02 07:00:00,-0.9218585827429662,0.3589868653555672,0.1852287100635218,0
2024-01-02 07:30:00,0.7611657779961798,0.4413199680009659,0.22771063870854216,0
2024-01-02 08:00:00,2.1264621874952634,0.5297588274352584,0.27334299307414756,0
2024-01-02 08:30:00,3.328202273118809,0.42342358775253774,0.21847653086746754,0
2024-01-02 09:00:00,4.522071830814371,0.5706768288365859,0.29445571153095873,0
2024-01-02 09:30:00,5.4444686904446815,0.604139284200027,0.3117215450215218,0
2024-01-02 10:00:00,5.984259822585017,0.5474037569030636,0.2824473582749361,0
2024-01-02 10:30:00,6.3795056081757835,0.31466733933996627,0.16236088556424547,0
2024-01-02 11:00:00,6.521295639351054,0.15731702348231608,0.08117185374400851,0
2024-01-02 11:30:00,5.908048697298708,-0.14859286825318344,-0.07667039651691582,1
2024-01-02 12:00:00,6.070718163877039,-0.3614117249898637,-0.18647988013544342,1
2024-01-02 12:30:00,6.782840560373191,-0.46014067854573676,-0.23742167906438888,1
2024-01-02 13:00:00,7.012701799729263,-0.4769836881246834,-0.2461122726180158,1
2024-01-02 13:30:00,6.853115025618685,-0.5331422191978546,-0.27508874299512176,1
2024-01-02 14:00:00,6.503176398156519,-0.7841450053874712,-0.4046002287766492,1
2024-01-02 14:30:00,5.700154249439241,-1.0197334739573574,-0.5261582921777113,1
2024-01-02 15:00:00,5.722976151007759,-0.6561178074833293,-0.3385412304973026,1
2024-01-02 15:30:00,6.435665632384294,-0.5627117446984174,-0.2903459169873644,1
2024-01-02 16:00:00,6.266078412097409,-0.4309473353704789,-0.2223586062317971,1
2024-01-02 16:30:00,6.221374289271888,-0.14063609470672753,-0.07256489004158058,1
2024-01-02 17:00:00,6.678566457518603,-0.28080661952724645,-0.14488955706168258,1
2024-01-02 17:30:00,7.091617458732371,-0.2540598452060484,-0.13108885574363138,1
2024-01-02 18:00:00,6.974962228638261,-0.19239730203508798,-0.09927244563770632,1
2024-01-02 18:30:00,6.884231634792697,-0.2043448212904845,-0.10543708226847621,1
2024-01-02 19:00:00,6.407305717760162,0.09883562991068026,0.05099684139846769,0
2024-01-02 19:30:00,5.005277465230131,-0.002285784557933316,-0.001179410630329736,0
2024-01-02 20:00:00,4.3433036158609655,0.021614949561052137,0.011152801429980463,0
2024-01-02 20:30:00,4.091280745406159,0.2608841574005929,0.13461003901481935,0
2024-01-02 21:00:00,3.8277588420529023,0.47088342671626543,0.2429646823834473,0
2024-01-02 21:30:00,2.7236399123966066,0.5268981532020576,0.27186695300342545,0
2024-01-02 22:00:00,1.7106841268829351,0.5247080601806231,0.27073691693684787,0
2024-01-02 22:30:00,0.9829884377778348,0.4493527084026991,0.2318553422798398,0
2024-01-02 23:00:00,0.02512304998049193,0.4388896018179601,0.22645662738806033,0
2024-01-02 23:30:00,-1.2499833791231787,0.38122263369104215,0.19670183925996707,0
2024-01-03 00:00:00,-1.8659277422768057,0.3359138352941785,0.17332357367003617,0
2024-01-03 00:30:00,-1.8263283608288101,0.35988686645376516,0.18569308928895625,0
2024-01-03 01:00:00,-1.6524998707097736,0.6108246862740043,0.31517105396439704,0
2024-01-03 01:30:00,-1.4855879240476244,0.7846067359270087,0.4048384707862858,0
2024-01-03 02:00:00,-1.6553809882307995,0.9519158825859237,0.49116602315164654,0
2024-01-03 02:30:00,-2.0438988310984527,0.9716782097783235,0.5013629153696272,0
2024-01-03 03:00:00,-2.254662212077417,1.0122744605987752,0.5223096181562027,0
2024-01-03 03:30:00,-2.5483406809757536,1.0956918265305549,0.5653510009464511,0
2024-01-03 04:00:00,-2.8487277086911016,1.032020067112701,0.5324978829005791,0
2024-01-03 04:30:00,-2.8858841401903184,1.0902152625444677,0.5625252237924081,0
2024-01-03 05:00:00,-2.7840649414336975,1.1472028931672498,0.5919294898771273,0
2024-01-03 05:30:00,-2.5713718640809984,0.967348795439242,0.49912904023170457,0
2024-01-03 06:00:00,-2.064812822023859,0.8990076601724194,0.4638666349701303,0
2024-01-03 06:30:00,-0.6666081105825012,0.8607110334973447,0.4441064837128349,0
2024-01-03 07:00:00,0.7759401820580588,0.8057203050903987,0.4157325718200328,0
2024-01-03 07:30:00,2.199374641684641,0.8764533366287559,0.45222913883998583,0
2024-01-03 08:00:00,3.4745416807266944,0.6793870431912368,0.3505476043518743,0
2024-01-03 08:30:00,4.593918799924566,0.6480351801130948,0.3343707864332008,0
2024-01-03 09:00:00,5.047186980802824,0.4303643611112433,0.22205780533778252,0
2024-01-03 09:30:00,5.09522862608159,0.045655192578859846,0.02355699677398444,0
2024-01-03 10:00:00,5.416732054830771,-0.36075515097935285,-0.1861411035150016,1
2024-01-03 10:30:00,5.411138306948003,-0.5882323974415636,-0.30351396864549374,1
2024-01-03 11:00:00,5.262084160043092,-1.01319825287928,-0.5227862730675601,1
2024-01-03 11:30:00,5.010032459986569,-1.672941387581647,-0.863198086444477,1
2024-01-03 12:00:00,5.008290414499686,-2.0164939557250308,-1.040463065131593,1
2024-01-03 12:30:00,5.423607252298646,-1.6406501885054292,-0.8465365934247591,1
2024-01-03 13:00:00,6.055590205145461,-1.3503934182252044,-0.6967709826608158,1
2024-01-03 13:30:00,6.609006150126035,-0.7241681259874255,-0.3736535812052895,1
2024-01-03 14:00:00,6.637062248460656,-0.7277200079328873,-0.3754862680653064,1
2024-01-03 14:30:00,6.80978814623075,-0.5465897104000563,-0.28202732958242555,1
2024-01-03 15:00:00,7.074818913151921,-0.49339512067119995,-0.2545801826566598,1
2024-01-03 15:30:00,7.11058073148758,-0.16611603060358035,-0.08571193277251898,1
2024-01-03 16:00:00,7.425911414996967,0.22475202629311566,0.11596671614490014,0
