"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW","GREENLINK_FLOW"
"2005-01-01",1,37313,0,33019,NA,NA,NA,NA,0,551,NA,2001,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",2,37800,0,33568,NA,NA,NA,NA,0,549,NA,2002,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",3,37578,0,33448,NA,NA,NA,NA,0,290,NA,2001,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",4,36389,0,32326,NA,NA,NA,NA,0,428,NA,2001,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",5,35265,0,31283,NA,NA,NA,NA,0,596,NA,2000,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",6,34723,0,30718,NA,NA,NA,NA,0,607,NA,2000,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",7,33297,0,29330,NA,NA,NA,NA,0,256,NA,2000,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",8,31851,0,27976,NA,NA,NA,NA,0,504,NA,2001,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",9,30597,0,26843,NA,NA,NA,NA,0,534,NA,2000,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",10,29910,0,26065,NA,NA,NA,NA,0,532,NA,2001,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",11,29308,0,25547,NA,NA,NA,NA,0,623,NA,2001,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",12,28995,0,25244,NA,NA,NA,NA,0,571,NA,2001,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",13,29076,0,25276,NA,NA,NA,NA,0,609,NA,2000,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",14,29023,0,25202,NA,NA,NA,NA,0,585,NA,1996,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",15,28580,0,24861,NA,NA,NA,NA,0,11,NA,1513,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",16,27938,0,24352,NA,NA,NA,NA,0,6,NA,1018,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",17,27899,0,24452,NA,NA,NA,NA,0,4,NA,1001,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",18,28543,0,25246,NA,NA,NA,NA,0,4,NA,1019,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",19,29749,0,26449,NA,NA,NA,NA,0,4,NA,1735,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",20,31169,0,27757,NA,NA,NA,NA,0,4,NA,2000,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",21,32733,0,29169,NA,NA,NA,NA,0,4,NA,2000,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",22,33825,0,30297,NA,NA,NA,NA,0,4,NA,2000,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",23,35121,0,31464,NA,NA,NA,NA,0,4,NA,2001,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",24,36291,0,32477,NA,NA,NA,NA,0,4,NA,2000,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",25,37129,0,33206,NA,NA,NA,NA,0,4,NA,2000,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",26,37412,0,33385,NA,NA,NA,NA,0,4,NA,2001,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",27,37651,0,33560,NA,NA,NA,NA,0,4,NA,2001,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",28,37679,0,33591,NA,NA,NA,NA,0,4,NA,2001,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",29,38014,0,34003,NA,NA,NA,NA,0,4,NA,2002,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",30,38019,0,34078,NA,NA,NA,NA,0,4,NA,2002,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",31,38592,0,34618,NA,NA,NA,NA,0,7,NA,2002,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",32,39409,0,35456,NA,NA,NA,NA,0,10,NA,2002,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",33,40868,0,36749,NA,NA,NA,NA,33,19,NA,2001,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",34,42704,0,38183,NA,NA,NA,NA,218,16,NA,2002,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",35,43593,0,39224,NA,NA,NA,NA,2,15,NA,2002,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",36,43638,0,39342,NA,NA,NA,NA,0,15,NA,2002,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",37,43147,0,38918,NA,NA,NA,NA,0,12,NA,2003,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",38,42658,0,38439,NA,NA,NA,NA,0,11,NA,2003,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",39,42024,0,37844,NA,NA,NA,NA,0,10,NA,2003,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",40,41185,0,37056,NA,NA,NA,NA,0,8,NA,2002,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",41,40524,0,36328,NA,NA,NA,NA,0,5,NA,2002,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",42,39335,0,35254,NA,NA,NA,NA,0,9,NA,2001,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",43,38615,0,34540,NA,NA,NA,NA,0,8,NA,2002,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",44,37362,0,33332,NA,NA,NA,NA,0,6,NA,2000,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",45,36529,0,32392,NA,NA,NA,NA,0,8,NA,2001,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",46,36076,0,31816,NA,NA,NA,NA,0,15,NA,2001,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",47,34847,0,30919,NA,NA,NA,NA,0,280,NA,2001,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-01",48,34279,0,30416,NA,NA,NA,NA,0,424,NA,2001,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-02",1,34930,0,31056,NA,NA,NA,NA,0,554,NA,2001,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-02",2,34627,0,30838,NA,NA,NA,NA,0,550,NA,2002,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-02",3,34327,0,30639,NA,NA,NA,NA,0,281,NA,2002,NA,NA,0,NA,NA,NA,NA,NA,NA
"2005-01-02",4,33397,0,29747,NA,NA,NA,NA,0,276,NA,2001,NA,NA,0,NA,NA,NA,NA,NA,NA
