"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW","GREENLINK_FLOW"
"2007-01-01",1,35628,36409,32120,0,0,NA,NA,0,181,NA,1921,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",2,36082,36690,32567,0,0,NA,NA,0,8,NA,1921,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",3,35908,36516,32400,0,0,NA,NA,0,8,NA,1920,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",4,34823,35436,31307,0,0,NA,NA,0,13,NA,1920,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",5,33790,34649,30309,0,0,NA,NA,0,259,NA,1917,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",6,33145,34052,29630,0,0,NA,NA,0,307,NA,1917,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",7,31642,33270,28294,0,0,NA,NA,0,1028,NA,1918,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",8,30329,32142,26968,0,0,NA,NA,0,1213,NA,1918,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",9,29040,31113,25840,0,0,NA,NA,0,1473,NA,1917,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",10,28443,30507,25302,0,0,NA,NA,0,1464,NA,1918,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",11,27967,30017,24934,0,0,NA,NA,0,1450,NA,1917,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",12,27723,29855,24725,0,0,NA,NA,0,1532,NA,1917,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",13,27810,29865,24930,0,0,NA,NA,0,1455,NA,1917,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",14,27712,29653,24919,0,0,NA,NA,0,1341,NA,1921,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",15,27516,29447,24743,0,0,NA,NA,0,1331,NA,1842,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",16,27069,28807,24420,0,0,NA,NA,0,1138,NA,1322,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",17,27093,28352,24516,0,0,NA,NA,0,659,NA,1300,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",18,27777,28384,25251,0,0,NA,NA,0,7,NA,1300,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",19,29048,29652,26471,0,0,NA,NA,0,4,NA,1299,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",20,30514,31117,27789,0,0,NA,NA,0,3,NA,1535,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",21,32059,32662,29161,0,0,NA,NA,0,3,NA,1841,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",22,33334,33937,30175,0,0,NA,NA,0,3,NA,1841,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",23,34501,35104,31135,0,0,NA,NA,0,3,NA,1841,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",24,35436,36039,31936,0,0,NA,NA,0,3,NA,1841,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",25,36471,37074,32836,0,0,NA,NA,0,3,NA,1841,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",26,36826,37429,33123,0,0,NA,NA,0,3,NA,1841,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",27,36963,37566,33235,0,0,NA,NA,0,3,NA,1841,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",28,37346,37948,33558,0,0,NA,NA,0,2,NA,1841,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",29,37674,38276,33933,0,0,NA,NA,0,2,NA,1841,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",30,37708,38310,33964,0,0,NA,NA,0,2,NA,1841,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",31,38243,38847,34452,0,0,NA,NA,0,4,NA,1841,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",32,39455,40057,35680,0,0,NA,NA,0,2,NA,1840,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",33,41437,42049,37498,0,0,NA,NA,0,12,NA,1840,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",34,43472,44179,39370,0,0,NA,NA,0,9,NA,1905,NA,NA,-98,NA,NA,NA,NA,NA,NA
"2007-01-01",35,44255,44859,40039,0,0,NA,NA,124,14,NA,1994,NA,NA,-114,NA,NA,NA,NA,NA,NA
"2007-01-01",36,43925,44536,39827,0,0,NA,NA,115,12,NA,1994,NA,NA,-114,NA,NA,NA,NA,NA,NA
"2007-01-01",37,43489,44214,39588,0,0,NA,NA,0,11,NA,1920,NA,NA,-114,NA,NA,NA,NA,NA,NA
"2007-01-01",38,42679,43405,38789,0,0,NA,NA,0,12,NA,1840,NA,NA,-114,NA,NA,NA,NA,NA,NA
"2007-01-01",39,42032,42758,38206,0,0,NA,NA,0,12,NA,1915,NA,NA,-114,NA,NA,NA,NA,NA,NA
"2007-01-01",40,41193,41921,37451,0,0,NA,NA,0,14,NA,1916,NA,NA,-114,NA,NA,NA,NA,NA,NA
"2007-01-01",41,41022,41744,37198,0,0,NA,NA,0,8,NA,1916,NA,NA,-114,NA,NA,NA,NA,NA,NA
"2007-01-01",42,39996,40722,36278,0,0,NA,NA,0,12,NA,1916,NA,NA,-114,NA,NA,NA,NA,NA,NA
"2007-01-01",43,39157,39829,35507,0,0,NA,NA,0,10,NA,1916,NA,NA,-62,NA,NA,NA,NA,NA,NA
"2007-01-01",44,37824,38433,34247,0,0,NA,NA,0,9,NA,1921,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",45,36427,37035,32831,0,0,NA,NA,0,8,NA,1920,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",46,35987,36606,32335,0,0,NA,NA,0,19,NA,1749,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",47,34225,35693,30691,0,0,NA,NA,0,868,NA,1012,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-01",48,33022,34755,29632,0,0,NA,NA,0,1133,NA,800,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-02",1,33384,34701,30096,0,0,NA,NA,0,717,NA,801,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-02",2,33221,34647,29995,0,0,NA,NA,0,826,NA,801,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-02",3,32967,34429,29740,0,0,NA,NA,0,862,NA,800,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-02",4,32355,33870,29114,0,0,NA,NA,0,915,NA,801,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-02",5,32068,33544,28837,0,0,NA,NA,0,876,NA,800,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-02",6,32160,33630,28861,0,0,NA,NA,0,870,NA,801,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-02",7,31450,33252,28102,0,0,NA,NA,0,1202,NA,801,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-02",8,30528,32400,27297,0,0,NA,NA,0,1272,NA,801,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-02",9,29872,31915,26783,0,0,NA,NA,0,1443,NA,800,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-02",10,29667,31588,26639,0,0,NA,NA,0,1321,NA,801,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-02",11,30003,31705,27035,0,0,NA,NA,0,1102,NA,799,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-02",12,30720,32369,27821,0,0,NA,NA,0,1049,NA,802,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-02",13,33084,34462,30232,0,0,NA,NA,0,778,NA,390,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-02",14,35385,36787,32496,0,0,NA,NA,0,772,NA,97,NA,NA,-30,NA,NA,NA,NA,NA,NA
"2007-01-02",15,37878,39817,34969,0,0,NA,NA,0,11,NA,-1191,NA,NA,-137,NA,NA,NA,NA,NA,NA
"2007-01-02",16,39416,41305,36588,0,0,NA,NA,0,9,NA,-1131,NA,NA,-149,NA,NA,NA,NA,NA,NA
"2007-01-02",17,41018,42902,38193,0,0,NA,NA,0,9,NA,-1126,NA,NA,-149,NA,NA,NA,NA,NA,NA
"2007-01-02",18,42486,44371,39667,0,0,NA,NA,0,9,NA,-1127,NA,NA,-149,NA,NA,NA,NA,NA,NA
"2007-01-02",19,44051,45885,41090,0,0,NA,NA,0,8,NA,-1077,NA,NA,-149,NA,NA,NA,NA,NA,NA
"2007-01-02",20,45227,47061,42120,0,0,NA,NA,0,8,NA,-1077,NA,NA,-149,NA,NA,NA,NA,NA,NA
"2007-01-02",21,45833,47668,42526,0,0,NA,NA,0,9,NA,-1077,NA,NA,-149,NA,NA,NA,NA,NA,NA
"2007-01-02",22,46270,48105,42813,0,0,NA,NA,0,8,NA,-1078,NA,NA,-149,NA,NA,NA,NA,NA,NA
"2007-01-02",23,46815,48505,43202,0,0,NA,NA,0,9,NA,-932,NA,NA,-149,NA,NA,NA,NA,NA,NA
"2007-01-02",24,47213,48586,43507,0,0,NA,NA,0,10,NA,-614,NA,NA,-149,NA,NA,NA,NA,NA,NA
"2007-01-02",25,47540,48913,43745,0,0,NA,NA,0,10,NA,-614,NA,NA,-149,NA,NA,NA,NA,NA,NA
"2007-01-02",26,47536,48909,43695,0,0,NA,NA,0,10,NA,-614,NA,NA,-149,NA,NA,NA,NA,NA,NA
"2007-01-02",27,47450,48821,43566,0,0,NA,NA,0,8,NA,-614,NA,NA,-149,NA,NA,NA,NA,NA,NA
"2007-01-02",28,47517,48976,43641,0,0,NA,NA,0,5,NA,-705,NA,NA,-149,NA,NA,NA,NA,NA,NA
"2007-01-02",29,47546,49069,43745,0,0,NA,NA,0,8,NA,-766,NA,NA,-149,NA,NA,NA,NA,NA,NA
"2007-01-02",30,47472,48994,43669,0,0,NA,NA,0,7,NA,-766,NA,NA,-149,NA,NA,NA,NA,NA,NA
"2007-01-02",31,47638,48638,43780,0,0,NA,NA,0,10,NA,-241,NA,NA,-149,NA,NA,NA,NA,NA,NA
"2007-01-02",32,48680,49523,44702,0,0,NA,NA,0,12,NA,-82,NA,NA,-149,NA,NA,NA,NA,NA,NA
"2007-01-02",33,51041,51804,46761,0,0,NA,NA,0,14,NA,4,NA,NA,-149,NA,NA,NA,NA,NA,NA
"2007-01-02",34,53457,54218,48893,0,0,NA,NA,0,12,NA,443,NA,NA,-149,NA,NA,NA,NA,NA,NA
"2007-01-02",35,54622,55440,49943,0,0,NA,NA,0,11,NA,552,NA,NA,-207,NA,NA,NA,NA,NA,NA
"2007-01-02",36,54438,55265,49781,0,0,NA,NA,0,12,NA,552,NA,NA,-215,NA,NA,NA,NA,NA,NA
"2007-01-02",37,53657,54483,49115,0,0,NA,NA,0,11,NA,549,NA,NA,-215,NA,NA,NA,NA,NA,NA
"2007-01-02",38,52785,53613,48265,0,0,NA,NA,0,13,NA,233,NA,NA,-215,NA,NA,NA,NA,NA,NA
"2007-01-02",39,51897,52723,47433,0,0,NA,NA,0,11,NA,201,NA,NA,-215,NA,NA,NA,NA,NA,NA
"2007-01-02",40,50502,51332,46157,0,0,NA,NA,0,15,NA,201,NA,NA,-215,NA,NA,NA,NA,NA,NA
"2007-01-02",41,49612,50548,45211,0,0,NA,NA,0,10,NA,-111,NA,NA,-215,NA,NA,NA,NA,NA,NA
"2007-01-02",42,48000,49120,43760,0,0,NA,NA,0,11,NA,-295,NA,NA,-214,NA,NA,NA,NA,NA,NA
"2007-01-02",43,46629,47749,42469,0,0,NA,NA,0,11,NA,-294,NA,NA,-215,NA,NA,NA,NA,NA,NA
"2007-01-02",44,44198,45313,40436,0,0,NA,NA,0,7,NA,-293,NA,NA,-215,NA,NA,NA,NA,NA,NA
"2007-01-02",45,42540,43464,38838,0,0,NA,NA,0,6,NA,-103,NA,NA,-215,NA,NA,NA,NA,NA,NA
"2007-01-02",46,41060,41959,37231,0,0,NA,NA,0,20,NA,-130,NA,NA,-149,NA,NA,NA,NA,NA,NA
"2007-01-02",47,38515,39995,34907,0,0,NA,NA,0,880,NA,711,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-02",48,36940,38770,33582,0,0,NA,NA,0,1230,NA,1020,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-03",1,37126,38949,33892,0,0,NA,NA,0,1223,NA,1327,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-03",2,36692,38505,33509,0,0,NA,NA,0,1213,NA,1330,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-03",3,36373,38181,33198,0,0,NA,NA,0,1208,NA,1330,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-03",4,35657,37462,32468,0,0,NA,NA,0,1205,NA,1330,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-03",5,35126,36920,31951,0,0,NA,NA,0,1194,NA,1329,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-03",6,35214,37057,31957,0,0,NA,NA,0,1243,NA,1330,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-03",7,34430,36596,31145,0,0,NA,NA,0,1566,NA,1285,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-03",8,33553,35759,30342,0,0,NA,NA,0,1606,NA,1285,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-03",9,32728,35012,29664,0,0,NA,NA,0,1684,NA,1280,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-03",10,32387,34559,29421,0,0,NA,NA,0,1572,NA,919,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-03",11,32468,33942,29608,0,0,NA,NA,0,874,NA,118,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-03",12,33137,34501,30263,0,0,NA,NA,0,764,NA,149,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-03",13,35530,36572,32534,0,0,NA,NA,0,442,NA,152,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-03",14,38236,39522,35075,0,0,NA,NA,0,387,NA,-299,NA,NA,16,NA,NA,NA,NA,NA,NA
"2007-01-03",15,41622,43987,38240,0,0,NA,NA,0,7,NA,-1678,NA,NA,-80,NA,NA,NA,NA,NA,NA
"2007-01-03",16,43580,45884,40153,0,0,NA,NA,0,7,NA,-1608,NA,NA,-89,NA,NA,NA,NA,NA,NA
"2007-01-03",17,45260,47562,41761,0,0,NA,NA,0,6,NA,-1607,NA,NA,-89,NA,NA,NA,NA,NA,NA
"2007-01-03",18,46127,48432,42545,0,0,NA,NA,0,8,NA,-1608,NA,NA,-89,NA,NA,NA,NA,NA,NA
"2007-01-03",19,47229,49591,43516,0,0,NA,NA,0,7,NA,-1608,NA,NA,-147,NA,NA,NA,NA,NA,NA
"2007-01-03",20,47852,50219,44048,0,0,NA,NA,0,5,NA,-1608,NA,NA,-154,NA,NA,NA,NA,NA,NA
"2007-01-03",21,48238,50603,44317,0,0,NA,NA,0,4,NA,-1607,NA,NA,-154,NA,NA,NA,NA,NA,NA
"2007-01-03",22,48644,50886,44657,0,0,NA,NA,0,5,NA,-1483,NA,NA,-154,NA,NA,NA,NA,NA,NA
"2007-01-03",23,49057,51047,44982,0,0,NA,NA,0,4,NA,-1232,NA,NA,-154,NA,NA,NA,NA,NA,NA
"2007-01-03",24,49229,51219,45074,0,0,NA,NA,0,4,NA,-1232,NA,NA,-154,NA,NA,NA,NA,NA,NA
"2007-01-03",25,49446,51436,45212,0,0,NA,NA,0,5,NA,-1231,NA,NA,-154,NA,NA,NA,NA,NA,NA
"2007-01-03",26,49331,51306,45068,0,0,NA,NA,0,5,NA,-1216,NA,NA,-154,NA,NA,NA,NA,NA,NA
