NESO BMU ID,SETT UNIT ID,CRM UNIT CAT,BMRS FUEL TYPE,REG FUEL TYPE,REG TYPE,DGB FLG,GC OC2,,Updated: 20/05/2026
IBD-STGS1,I_IBD-STGS1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Demand Unit,,,
IBD-TGPL1,I_IBD-TGPL1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Demand Unit,,,
IBD-TILD1,I_IBD-TILD1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Demand Unit,,,
IBD-TRFD1,I_IBD-TRFD1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Demand Unit,,,
IBD-TRFG1,I_IBD-TRFG1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Demand Unit,,,
IBD-TRLS1,I_IBD-TRLS1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Demand Unit,,,
IBD-VETR1,I_IBD-VETR1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Demand Unit,,,
IBD-VOLT1,I_IBD-VOLT1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Demand Unit,,,
IBD-VSAL1,I_IBD-VSAL1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Demand Unit,,,
IBD-VTUS1,I_IBD-VTUS1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Demand Unit,,,
IBD-XNON1,I_IBD-XNON1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Demand Unit,,,
IBG-AARH1,I_IBG-AARH1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-ALIP1,I_IBG-ALIP1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-ALPE1,I_IBG-ALPE1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-ARON1,I_IBG-ARON1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-AROS1,I_IBG-AROS1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-ARTH1,I_IBG-ARTH1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-ATLS1,I_IBG-ATLS1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-BARC1,I_IBG-BARC1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-BAYW1,I_IBG-BAYW1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-BDEN1,,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-BKWE1,I_IBG-BKWE1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-BPGE1,I_IBG-BPGE1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-BRTN1,I_IBG-BRTN1,Primary BMU,OTHER,OTHER,BMU,Generation Unit,Y,,
IBG-CACM1,I_IBG-CACM1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-CBST1,I_IBG-CBST1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-CCME1,I_IBG_CCME1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-CENT1,I_IBG-CENT1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-CETA1,I_IBG-CETA1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-CEZC1,I_IBG-CEZC1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-CFPE1,I_IBG-CFPE1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-CGML1,I_IBG-CGML1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-CNGS1,I_IBG-CNGS1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-COMM1,I_IBG-COMM1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-CONS1,I_IBG-CONS1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-CONV1,I_IBG-CONV1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-COPN1,I_IBG-COPN1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-CURR1,I_IBG-CURR1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-DARE1,I_IBG-DARE1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-DBNK1,I_IBG-DBNK1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-DMCC1,I_IBG-DMCC1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-DNGN1,I_IBG-DNGN1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-DSKC1,I_IBG-DSKC1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-DUFE1,I_IBG-DUFE1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-DVAL1,I_IBG-DVAL1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-DVTD1,I_IBG-DVTD1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-EDFT1,I_IBG-EDFT1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-EDMK1,I_IBG-EDMK1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-EGEN1,I_IBG-EGEN1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-EGLE1,I_IBG-EGLE1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-ELEE1,I_IBG-ELEE1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-ELTR1,I_IBG-ELTR1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-ENEL1,I_IBG-ENEL1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-ENET1,I_IBG-ENET1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-ENGI1,,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-ENGM1,I_IBG-ENGM1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-ENSP1,I_IBG-ENSP1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-ENTC1,I_IBG-ENCT1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-ENZL1,I_IBG-ENZL1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-EOET1,I_IBG-EOET1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-EPCO1,I_IBG-EPCO1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-ERVA1,I_IBG-ERVA1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-ETSA1,I_IBG-ETSA1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-EWII1,I_IBG-EWII1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-EZCO1,I_IBG-EZCO1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-EZPD1,I_IBG-EZPD1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-FLEX1,I_IBG-FLEX1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-FPCD1,I_IBG-FPCD1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-GAZP1,I_IBG-GAZP1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-GENI1,I_IBG-GENI1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-GLEN1,I_IBG-GLEN1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-GRMC1,I_IBG-GRMC1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-GRMT1,I_IBG-GRMT1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-GRNC1,I_IBG-GRNC1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-HART1,I_IBG-HART1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-HELI1,I_IBG-HELI1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-IBER1,I_IBG-IBER1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-IBES1,I_IBG-IBES1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-IDCE1,I_IBG-IDCE1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-IDCT1,I_IBG-IDCT1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-IMCE1,I_IBG-IMCE1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-IMPT1,I_IBG-IMPT1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-IMTC1,I_IBG-IMTC1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-INCM1,I_IBG-INCM1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-JPMS1,I_IBG-JPMS1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-KCST1,I_IBG-KCST1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-KRIA1,I_IBG-KRIA1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-LTFD1,I_IBG-LTFD1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-MCRA1,I_IBG-MCRA1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-MFTE1,I_IBG-MFTE1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-MLCE1,I_IBG-MLCE1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-MONL1,I_IBG-MONL1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-MQBK1,I_IBG-MQBK1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-MSCG1,I_IBG-MSCG1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-NBCF1,I_IBG-NBCF1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-NEAS1,I_IBG-NEAS1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-NEHO1,I_IBG-NEHO1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-NITR1,I_IBG-NITR1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-NORL1,I_IBG-NORL1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-NTPL1,I_IBG-NTPL1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-OMPX1,I_IBG-OMPX1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-OPMX1,I_IBG-OPMX1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-OUTL1,I_IBG-OUTL1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-PETC1,I_IBG-PETC1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-PWMR1,I_IBG-PWMR1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-PZEM1,I_IBG-PZEM1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-QTPT1,I_IBG-QTPT1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-QUAR1,I_IBG-QUAR1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-QUEN1,I_IBG-QUEN1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-RESP1,I_IBG-RESP1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-RSQ1,I_IBG-RISQ1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-RWES1,I_IBG-RWES1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-SEAG1,I_IBG-SEAG1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-SECF1,I_IBG-SECF1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-SETL1,I_IBG-SETL1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-SIRI1,I_IBG-SIRI1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-SSEG1,I_IBG-SSEG1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-STAT1,I_IBG-STAT1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-STGS1,I_IBG-STGS1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-TGPL1,I_IBG-TGPL1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-TILD1,I_IBG-TILD1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-TRFD1,I_IBG-TRFD1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-TRFG1,I_IBG-TRFG1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-TRLS1,I_IBG-TRLS1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-VETR1,I_IBG-VETR1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-VOLT1,I_IBG-VOLT1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-VSAL1,I_IBG-VSAL1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-VTUS1,I_IBG-VTUS1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IBG-XNON1,I_IBG-XNON1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
IED-ELEC1,I_IED-ELEC1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
IED-EWIC1,I_IED-EWIC1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IED-FRAN1,I_IED-FRAN1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Demand Unit,,,
IED-GRNL1,,Primary BMU,INTGRNL,INTERCONNECTOR,BMU,Demand Unit,,,
IED-IFA2,I_IED-IFA2,Primary BMU,INTIFA2,INTERCONNECTOR,BMU,Demand Unit,,,
IED-MOYL1,I_IED-MOYL1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IED-NSL1,I_IED-NSL1,Primary BMU,INTNSL,INTERCONNECTOR,BMU,Demand Unit,,,
IEG-ELEC1,I_IEG-ELEC1,Primary BMU,OTHER,OTHER,NON-STANDARD,Generation Unit,Y,,
IEG-EWIC1,I_IEG-EWIC1,Primary BMU,OTHER,OTHER,NON-STANDARD,Generation Unit,Y,,
IEG-FRAN1,I_IEG-FRAN1,Primary BMU,OTHER,OTHER,NON-STANDARD,Generation Unit,Y,,
IEG-GRN1,I_IEG-GRN1,Primary BMU,OTHER,OTHER,BMU,Generation Unit,Y,,
IEG-IFA2,I_IEG-IFA2,Primary BMU,OTHER,OTHER,BMU,Generation Unit,Y,,
IEG-MOYL1,I_IEG-MOYL1,Primary BMU,OTHER,OTHER,NON-STANDARD,Generation Unit,Y,,
IEG-NSL1,I_IEG-NSL1,Primary BMU,OTHER,OTHER,BMU,Generation Unit,Y,,
IEG-VKL1,I_IEG-VKL1,Primary BMU,OTHER,OTHER,BMU,Generation Unit,Y,,
IFD-ACCE1,I_IFD-ACCE1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Demand Unit,,,
IFD-ALEU1,I_IFD-ALEU1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Demand Unit,,,
IFD-ALIP1,I_IFD-ALIP1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Demand Unit,,,
IFD-ALPE1,I_IFD-ALPE1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Demand Unit,,,
IFD-ARON1,I_IFD-ARON1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Demand Unit,,,
IFD-AROS1,I_IFD-AROS1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Demand Unit,,,
IFD-ARTH1,I_IFD-ARTH1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Demand Unit,,,
IFD-ATLS1,I_IFD-ATLS1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Demand Unit,,,
IFD-AXIE1,I_IFD-AXIE1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Demand Unit,,,
IFD-AXPO1,I_IFD-AXPO1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Demand Unit,,,
IFD-BARB1,I_IFD-BARB1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Demand Unit,,,
IFD-BAYW1,I_IFD-BAYW1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Demand Unit,,,
IFD-BDEN1,I_IFD-BDEN1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Demand Unit,,,
IFD-BKWE1,I_IFD-BKWE1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Demand Unit,,,
IFD-BNPS1,I_IFD-BNPS1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Demand Unit,,,
IFD-BPGE1,I_IFD-BPGE1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Demand Unit,,,
IFD-BTGP1,I_IFD-BTGP1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Demand Unit,,,
IFD-CACM1,I_IFD-CACM1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Demand Unit,,,
IFD-CARE1,I_IFD-CARE1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Demand Unit,,,
IFD-CBST1,I_IFD-CBST1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Demand Unit,,,
IFD-CCME1,I_IFD-CCME1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Demand Unit,,,
IFD-CETL1,I_IFD-CETL1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Demand Unit,,,
