"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW","GREENLINK_FLOW"
"2002-01-01",1,39544,NA,35034,NA,NA,NA,NA,0,1406,NA,1059,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",2,40433,NA,36057,NA,NA,NA,NA,0,1448,NA,1078,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",3,40559,NA,36290,NA,NA,NA,NA,0,1297,NA,1078,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",4,39954,NA,35701,NA,NA,NA,NA,0,1344,NA,1078,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",5,39210,NA,35013,NA,NA,NA,NA,0,1325,NA,1078,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",6,39209,NA,35018,NA,NA,NA,NA,0,1305,NA,1077,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",7,37956,NA,33826,NA,NA,NA,NA,0,1215,NA,1090,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",8,36585,NA,32505,NA,NA,NA,NA,0,1291,NA,1089,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",9,35646,NA,31464,NA,NA,NA,NA,0,1221,NA,1089,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",10,35111,NA,30816,NA,NA,NA,NA,0,1191,NA,1089,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",11,34400,NA,30175,NA,NA,NA,NA,0,1184,NA,1089,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",12,33836,NA,29705,NA,NA,NA,NA,0,1153,NA,1089,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",13,33590,NA,29563,NA,NA,NA,NA,0,1127,NA,1089,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",14,32871,NA,28955,NA,NA,NA,NA,0,1101,NA,1089,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",15,31748,NA,27937,NA,NA,NA,NA,0,495,NA,973,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",16,30075,NA,26473,NA,NA,NA,NA,0,562,NA,429,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",17,29581,NA,26093,NA,NA,NA,NA,0,369,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",18,30302,NA,26935,NA,NA,NA,NA,0,12,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",19,31753,NA,28309,NA,NA,NA,NA,0,7,NA,474,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",20,33171,NA,29638,NA,NA,NA,NA,0,8,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",21,34519,NA,30926,NA,NA,NA,NA,0,5,NA,973,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",22,35511,NA,31935,NA,NA,NA,NA,0,5,NA,973,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",23,36540,NA,32857,NA,NA,NA,NA,0,0,NA,972,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",24,37328,NA,33533,NA,NA,NA,NA,0,0,NA,971,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",25,37895,NA,33996,NA,NA,NA,NA,0,0,NA,972,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",26,37997,NA,34035,NA,NA,NA,NA,0,0,NA,971,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",27,37887,NA,33915,NA,NA,NA,NA,0,0,NA,972,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",28,37616,NA,33636,NA,NA,NA,NA,0,7,NA,971,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",29,37574,NA,33668,NA,NA,NA,NA,0,4,NA,972,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",30,37218,NA,33357,NA,NA,NA,NA,0,9,NA,971,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",31,37253,NA,33353,NA,NA,NA,NA,0,3,NA,966,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",32,37987,NA,34043,NA,NA,NA,NA,0,0,NA,965,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",33,40141,NA,35968,NA,NA,NA,NA,0,0,NA,965,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",34,43416,NA,39037,NA,NA,NA,NA,0,0,NA,965,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",35,44784,NA,40389,NA,NA,NA,NA,0,0,NA,966,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",36,44772,NA,40454,NA,NA,NA,NA,0,0,NA,965,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",37,44240,NA,39992,NA,NA,NA,NA,0,0,NA,966,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",38,43704,NA,39427,NA,NA,NA,NA,0,0,NA,965,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",39,43081,NA,38790,NA,NA,NA,NA,0,0,NA,1012,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",40,42912,NA,38540,NA,NA,NA,NA,0,0,NA,1013,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",41,42232,NA,37798,NA,NA,NA,NA,0,0,NA,1012,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",42,41196,NA,36880,NA,NA,NA,NA,0,0,NA,1012,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",43,40501,NA,36245,NA,NA,NA,NA,0,0,NA,1012,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",44,39788,NA,35458,NA,NA,NA,NA,0,0,NA,1012,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",45,38371,NA,33979,NA,NA,NA,NA,0,0,NA,1012,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",46,37582,NA,33224,NA,NA,NA,NA,0,59,NA,963,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",47,35747,NA,31709,NA,NA,NA,NA,0,785,NA,577,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",48,35470,NA,31365,NA,NA,NA,NA,0,1193,NA,305,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-02",1,36360,NA,32234,NA,NA,NA,NA,0,1149,NA,626,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-02",2,36810,NA,32823,NA,NA,NA,NA,0,1197,NA,642,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-02",3,37231,NA,33314,NA,NA,NA,NA,0,1128,NA,643,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-02",4,36969,NA,33068,NA,NA,NA,NA,0,1167,NA,642,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-02",5,37007,NA,33132,NA,NA,NA,NA,0,1079,NA,643,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-02",6,37679,NA,33805,NA,NA,NA,NA,0,885,NA,641,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-02",7,37113,NA,33258,NA,NA,NA,NA,0,1017,NA,655,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-02",8,36444,NA,32569,NA,NA,NA,NA,0,988,NA,654,NA,NA,NA,NA,NA,NA,NA,NA,NA
