"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW","GREENLINK_FLOW"
"2001-01-01",25,35593,NA,31814,NA,NA,NA,NA,0,0,NA,574,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-01",26,35869,NA,31968,NA,NA,NA,NA,0,0,NA,963,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-01",27,35790,NA,31853,NA,NA,NA,NA,0,0,NA,799,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-01",28,35692,NA,31767,NA,NA,NA,NA,0,0,NA,996,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-01",29,35527,NA,31649,NA,NA,NA,NA,0,0,NA,996,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-01",30,35684,NA,31784,NA,NA,NA,NA,0,0,NA,1078,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-01",31,35961,NA,31999,NA,NA,NA,NA,0,0,NA,1327,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-01",32,36804,NA,32775,NA,NA,NA,NA,0,0,NA,1565,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-01",33,38673,NA,34520,NA,NA,NA,NA,0,0,NA,1497,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-01",34,40863,NA,36642,NA,NA,NA,NA,0,0,NA,1923,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-01",35,41992,NA,37761,NA,NA,NA,NA,0,8,NA,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-01",36,41855,NA,37705,NA,NA,NA,NA,0,0,NA,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-01",37,41087,NA,37035,NA,NA,NA,NA,0,4,NA,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-01",38,40686,NA,36634,NA,NA,NA,NA,0,0,NA,1652,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-01",39,40373,NA,36379,NA,NA,NA,NA,0,0,NA,1497,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-01",40,39642,NA,35573,NA,NA,NA,NA,0,2,NA,1497,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-01",41,38566,NA,34513,NA,NA,NA,NA,0,10,NA,1321,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-01",42,38056,NA,34015,NA,NA,NA,NA,0,10,NA,1001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-01",43,37287,NA,33270,NA,NA,NA,NA,0,15,NA,969,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-01",44,36013,NA,32046,NA,NA,NA,NA,0,62,NA,576,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-01",45,35125,NA,31105,NA,NA,NA,NA,0,614,NA,503,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-01",46,34762,NA,30648,NA,NA,NA,NA,0,1071,NA,955,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-01",47,33192,NA,29246,NA,NA,NA,NA,0,1549,NA,792,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-01",48,32650,NA,28687,NA,NA,NA,NA,0,1420,NA,507,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",1,33978,NA,29971,NA,NA,NA,NA,0,327,NA,986,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",2,34587,NA,30720,NA,NA,NA,NA,0,109,NA,996,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",3,34776,NA,31010,NA,NA,NA,NA,0,37,NA,996,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",4,34384,NA,30661,NA,NA,NA,NA,0,54,NA,1004,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",5,34246,NA,30572,NA,NA,NA,NA,0,543,NA,1359,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",6,34889,NA,31190,NA,NA,NA,NA,0,132,NA,1494,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",7,33961,NA,30371,NA,NA,NA,NA,0,282,NA,1494,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",8,32929,NA,29428,NA,NA,NA,NA,0,371,NA,1494,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",9,32131,NA,28623,NA,NA,NA,NA,0,570,NA,1497,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",10,31687,NA,28057,NA,NA,NA,NA,0,1033,NA,1498,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",11,31664,NA,28009,NA,NA,NA,NA,0,1366,NA,1498,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",12,31993,NA,28447,NA,NA,NA,NA,0,1370,NA,1498,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",13,34052,NA,30433,NA,NA,NA,NA,0,453,NA,1371,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",14,35846,NA,32198,NA,NA,NA,NA,0,406,NA,1001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",15,37973,NA,34317,NA,NA,NA,NA,0,77,NA,1001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",16,38971,NA,35454,NA,NA,NA,NA,0,10,NA,689,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",17,40685,NA,37260,NA,NA,NA,NA,0,13,NA,499,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",18,42262,NA,38877,NA,NA,NA,NA,0,0,NA,652,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",19,43926,NA,40437,NA,NA,NA,NA,0,0,NA,1499,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",20,44811,NA,41209,NA,NA,NA,NA,0,0,NA,1551,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",21,45285,NA,41647,NA,NA,NA,NA,0,0,NA,1580,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",22,45934,NA,42290,NA,NA,NA,NA,0,0,NA,1698,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",23,46517,NA,42726,NA,NA,NA,NA,0,0,NA,1698,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",24,46800,NA,42954,NA,NA,NA,NA,0,0,NA,1698,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",25,47146,NA,43200,NA,NA,NA,NA,0,0,NA,1698,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",26,47401,NA,43369,NA,NA,NA,NA,0,0,NA,1698,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",27,47483,NA,43428,NA,NA,NA,NA,0,0,NA,1698,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",28,47180,NA,43177,NA,NA,NA,NA,0,0,NA,1770,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",29,47016,NA,43089,NA,NA,NA,NA,0,4,NA,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",30,46614,NA,42710,NA,NA,NA,NA,0,14,NA,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",31,46645,NA,42693,NA,NA,NA,NA,0,10,NA,1579,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",32,47604,NA,43515,NA,NA,NA,NA,0,7,NA,1501,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",33,49290,NA,44998,NA,NA,NA,NA,0,2,NA,1627,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",34,51421,NA,46944,NA,NA,NA,NA,0,3,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",35,51900,NA,47359,NA,NA,NA,NA,0,0,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",36,51231,NA,46755,NA,NA,NA,NA,0,0,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",37,50521,NA,46115,NA,NA,NA,NA,0,0,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",38,49852,NA,45476,NA,NA,NA,NA,0,0,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",39,49039,NA,44745,NA,NA,NA,NA,0,0,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",40,47586,NA,43248,NA,NA,NA,NA,0,0,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",41,46227,NA,41860,NA,NA,NA,NA,0,12,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",42,44581,NA,40358,NA,NA,NA,NA,0,12,NA,1875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",43,43318,NA,39159,NA,NA,NA,NA,0,9,NA,1298,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",44,41680,NA,37579,NA,NA,NA,NA,0,14,NA,798,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",45,40986,NA,36791,NA,NA,NA,NA,0,211,NA,598,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",46,39836,NA,35614,NA,NA,NA,NA,0,323,NA,1018,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",47,37594,NA,33475,NA,NA,NA,NA,0,1540,NA,1501,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",48,36893,NA,32838,NA,NA,NA,NA,0,1610,NA,1503,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",1,37701,NA,33691,NA,NA,NA,NA,0,1474,NA,1749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",2,38523,NA,34573,NA,NA,NA,NA,0,1176,NA,1940,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",3,38881,NA,34925,NA,NA,NA,NA,0,739,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",4,38513,NA,34584,NA,NA,NA,NA,0,741,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",5,38417,NA,34536,NA,NA,NA,NA,0,1091,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",6,38976,NA,35081,NA,NA,NA,NA,0,746,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",7,37945,NA,34163,NA,NA,NA,NA,0,1537,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",8,36934,NA,33252,NA,NA,NA,NA,0,1890,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",9,36154,NA,32460,NA,NA,NA,NA,0,1899,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",10,35511,NA,31738,NA,NA,NA,NA,0,1927,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",11,35450,NA,31674,NA,NA,NA,NA,0,1841,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",12,35640,NA,31968,NA,NA,NA,NA,0,1824,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",13,37443,NA,33752,NA,NA,NA,NA,0,1181,NA,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",14,39476,NA,35696,NA,NA,NA,NA,0,333,NA,1267,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",15,41747,NA,37795,NA,NA,NA,NA,0,12,NA,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",16,43086,NA,39087,NA,NA,NA,NA,0,18,NA,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",17,44472,NA,40435,NA,NA,NA,NA,0,4,NA,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",18,45443,NA,41396,NA,NA,NA,NA,0,4,NA,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",19,46825,NA,42596,NA,NA,NA,NA,0,0,NA,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",20,47277,NA,42958,NA,NA,NA,NA,0,0,NA,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",21,47575,NA,43176,NA,NA,NA,NA,0,3,NA,1276,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",22,47599,NA,43237,NA,NA,NA,NA,0,4,NA,1303,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",23,47785,NA,43343,NA,NA,NA,NA,0,0,NA,1303,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",24,47888,NA,43433,NA,NA,NA,NA,0,2,NA,1281,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",25,48030,NA,43508,NA,NA,NA,NA,0,0,NA,1152,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",26,47900,NA,43306,NA,NA,NA,NA,0,0,NA,1037,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",27,47996,NA,43381,NA,NA,NA,NA,0,0,NA,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",28,47862,NA,43303,NA,NA,NA,NA,0,0,NA,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",29,48052,NA,43565,NA,NA,NA,NA,0,0,NA,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",30,48452,NA,43961,NA,NA,NA,NA,0,0,NA,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",31,49039,NA,44494,NA,NA,NA,NA,0,4,NA,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",32,50264,NA,45616,NA,NA,NA,NA,0,0,NA,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",33,51643,NA,46790,NA,NA,NA,NA,0,2,NA,1132,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",34,52801,NA,47713,NA,NA,NA,NA,0,1,NA,1819,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",35,53241,NA,48075,NA,NA,NA,NA,0,0,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",36,52510,NA,47444,NA,NA,NA,NA,0,0,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",37,51853,NA,46826,NA,NA,NA,NA,0,0,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",38,51255,NA,46301,NA,NA,NA,NA,0,0,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",39,50582,NA,45727,NA,NA,NA,NA,0,0,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",40,49416,NA,44526,NA,NA,NA,NA,0,5,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",41,48111,NA,43177,NA,NA,NA,NA,0,2,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",42,46594,NA,41826,NA,NA,NA,NA,0,3,NA,1546,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",43,44973,NA,40333,NA,NA,NA,NA,0,14,NA,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",44,42946,NA,38402,NA,NA,NA,NA,0,101,NA,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",45,41798,NA,37241,NA,NA,NA,NA,0,74,NA,1001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",46,40609,NA,36053,NA,NA,NA,NA,0,15,NA,692,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",47,38211,NA,33824,NA,NA,NA,NA,0,392,NA,502,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-03",48,37234,NA,32961,NA,NA,NA,NA,0,883,NA,502,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",1,38132,NA,33894,NA,NA,NA,NA,0,601,NA,502,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",2,38817,NA,34661,NA,NA,NA,NA,0,208,NA,502,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",3,39209,NA,35010,NA,NA,NA,NA,0,138,NA,628,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",4,38989,NA,34701,NA,NA,NA,NA,0,771,NA,1206,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",5,38825,NA,34527,NA,NA,NA,NA,0,1416,NA,1789,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",6,39526,NA,35142,NA,NA,NA,NA,0,608,NA,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",7,38485,NA,34255,NA,NA,NA,NA,0,1418,NA,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",8,37338,NA,33307,NA,NA,NA,NA,0,1903,NA,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",9,36356,NA,32418,NA,NA,NA,NA,0,1944,NA,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",10,35611,NA,31683,NA,NA,NA,NA,0,1931,NA,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",11,35383,NA,31499,NA,NA,NA,NA,0,1921,NA,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",12,35544,NA,31782,NA,NA,NA,NA,0,1920,NA,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",13,37473,NA,33655,NA,NA,NA,NA,0,1141,NA,1874,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",14,39565,NA,35613,NA,NA,NA,NA,0,432,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",15,42127,NA,38023,NA,NA,NA,NA,0,2,NA,1213,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",16,43889,NA,39730,NA,NA,NA,NA,0,7,NA,1001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",17,45654,NA,41458,NA,NA,NA,NA,0,5,NA,1001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",18,46393,NA,42192,NA,NA,NA,NA,0,4,NA,1001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",19,47473,NA,43155,NA,NA,NA,NA,0,0,NA,1394,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",20,47858,NA,43476,NA,NA,NA,NA,0,0,NA,1706,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",21,48201,NA,43705,NA,NA,NA,NA,0,0,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",22,48391,NA,43873,NA,NA,NA,NA,0,0,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",23,48681,NA,44084,NA,NA,NA,NA,0,0,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",24,48821,NA,44227,NA,NA,NA,NA,0,0,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",25,49017,NA,44381,NA,NA,NA,NA,0,0,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",26,48854,NA,44158,NA,NA,NA,NA,0,0,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",27,48865,NA,44171,NA,NA,NA,NA,0,0,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",28,48455,NA,43827,NA,NA,NA,NA,0,3,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",29,48550,NA,44015,NA,NA,NA,NA,0,5,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",30,48308,NA,43792,NA,NA,NA,NA,0,16,NA,1803,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",31,48256,NA,43691,NA,NA,NA,NA,0,2,NA,1154,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",32,49056,NA,44411,NA,NA,NA,NA,0,0,NA,1358,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",33,50475,NA,45612,NA,NA,NA,NA,0,8,NA,1631,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",34,52576,NA,47456,NA,NA,NA,NA,0,0,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",35,53275,NA,48043,NA,NA,NA,NA,0,0,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",36,52610,NA,47465,NA,NA,NA,NA,0,0,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",37,51773,NA,46700,NA,NA,NA,NA,0,0,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",38,51493,NA,46445,NA,NA,NA,NA,0,0,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",39,50538,NA,45592,NA,NA,NA,NA,0,0,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",40,49055,NA,44089,NA,NA,NA,NA,0,0,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",41,47938,NA,42971,NA,NA,NA,NA,0,2,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",42,46439,NA,41633,NA,NA,NA,NA,0,4,NA,1418,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",43,45235,NA,40484,NA,NA,NA,NA,0,1,NA,773,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",44,43143,NA,38496,NA,NA,NA,NA,0,179,NA,502,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",45,41968,NA,37295,NA,NA,NA,NA,0,536,NA,502,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",46,40796,NA,36113,NA,NA,NA,NA,0,1076,NA,663,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",47,38774,NA,34251,NA,NA,NA,NA,0,1131,NA,802,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-04",48,37888,NA,33502,NA,NA,NA,NA,0,1278,NA,802,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-05",1,38550,NA,34242,NA,NA,NA,NA,0,453,NA,802,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-05",2,39295,NA,35052,NA,NA,NA,NA,0,92,NA,993,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-05",3,39556,NA,35288,NA,NA,NA,NA,0,3,NA,1017,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-05",4,39306,NA,34954,NA,NA,NA,NA,0,332,NA,1462,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-05",5,39148,NA,34790,NA,NA,NA,NA,0,1084,NA,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA
